"PERC_HOUSE_NO_VEHICLE","PERC_NO_VEHICLE","PERC_WHITE","PERC_BLACK","PERC_NATIVE","PERC_ASIAN","PERC_HAWAIIAN","PERC_FEM_HEAD","PERC_COLLEGE","PERC_INSURED","PERC_CAR","PERC_PUBLIC_TRANSIT","PERC_SNAP","PERC_POVERTY","INCOME"
25.7902476780186,0.0119148936170213,0.743945131232134,0.142849493412434,0,0.00881012141839209,0,0.189972627057205,0.607436073684544,0.89878892733564,0.810154525386313,0,0.102238819818742,0.127708456519488,66088
