"GEOID","CountyName","Xstar","X_full","Xstar_time","Xstar_q20","X_time","O_POP","Y_BPHIGH","Y_CHD","Y_DIABETES","Y_OBESITY","POP_DENS","RUCA","METRO","INCOME","PERC_SNAP","PERC_CAR","PERC_INSURED","X_partial"
37067003201,"E",0.794746228450901,1.6317964,0,11.7815793642476,11.1299999999756,4774,1638,339,516,1547,1777,"Metropolitan",TRUE,81077,0.0488778054862843,0.855749695245835,0.868347937593503,NA
37067003202,"E",0.368552314377388,0.5151406,0,11.9217870078031,11.3210000000254,3904,1258,262,407,1289,1125.5,"Metropolitan",TRUE,52128,0.168619791666667,0.813863928112965,0.818256805059115,NA
37067003307,"E",0.352796481721234,0.5194904,0,11.6217391273259,11.4409999999916,3405,1029,195,293,1025,1237.9,"Metropolitan",TRUE,70976,0.0730622617534943,0.935559461042765,0.900083033490174,NA
37067003308,"E",1.38372639274569,1.6610022,0,11.0637831282143,11.3509999999951,7880,2215,379,615,2357,1471.1,"Metropolitan",TRUE,69795,0.0341614906832298,0.925974710221286,0.957624831309042,NA
37067003309,"E",0.820590949039428,2.0145788,0.00099999998928979,10.2147396497771,11.4389999999839,4956,1760,288,600,1904,930.8,"Metropolitan",TRUE,45313,0.154831820608649,0.895354523227384,0.845894486314954,NA
37067003310,"E",1.54267014450248,2.4930568,0,10.508340791248,10.3760000000184,4061,1239,208,370,1397,1455,"Metropolitan",TRUE,68073,0.103086014445174,0.873023045639403,0.85964502568893,NA
37067003311,"E",1.79586868153112,2.6726414,0,10.914377416692,11.7099999999919,1926,540,91,149,592,880.5,"Metropolitan",TRUE,92026,0.0487106017191977,0.869281045751634,0.901594282572842,NA
37067003312,"E",1.18846634440434,2.4557728,0,11.1959431225281,12.3010000000068,2692,803,151,229,813,336.1,"Metropolitan",TRUE,83542,0.0629370629370629,0.90273556231003,0.945347119645495,NA
37067003313,"E",2.28671802258529,2.612987,0,11.1491260109323,13.2749999999942,1458,549,126,177,493,263,"Metropolitan",TRUE,43125,0.05229793977813,0.865671641791045,0.899592944369064,NA
37067003314,"E",2.81025017184863,3.6811736,0,11.061740574531,11.4679999999935,3171,901,169,257,942,736,"Metropolitan",TRUE,64306,0.0443828016643551,0.902214022140221,0.883735705209657,NA
37067003315,"E",0.972829732093273,1.7163068,0,11.4234179722553,11.3129999999946,3424,1106,226,336,1076,799.7,"Metropolitan",TRUE,55000,0.111582777440873,0.843884449907806,0.900083963056255,NA
37067003402,"E",1.51723185356812,2.6987402,0,10.7784191828309,11.5840000000026,2182,736,155,225,686,272,"Metropolitan",TRUE,58854,0.0821467688937568,0.82051282051282,0.853327681220856,NA
37067003403,"E",1.41861703708736,2.5837812,0,10.4221865062964,11.127999999997,3412,1007,168,366,1355,1162.4,"Metropolitan",TRUE,24280,0.283831282952548,0.850993377483444,0.739823512667236,NA
37067003404,"E",0.697950982727995,0.9532276,0,10.0658395054234,10.9280000000144,3917,1595,322,682,1822,2182.6,"Metropolitan",TRUE,26678,0.328379334748762,0.689947780678851,0.707207207207207,NA
37067003500,"E",1.36977921589033,1.77099,0,10.2208522703756,11.4979999999923,6562,2442,466,919,2697,1020.8,"Metropolitan",TRUE,37266,0.157821873557914,0.815313420277661,0.80927199012868,NA
37067003600,"E",0.482756437235279,0.7810998,0,10.822567260312,12.170999999973,5968,1839,347,567,1964,941.4,"Metropolitan",TRUE,53762,0.140071627536809,0.912728658536585,0.829334952930459,NA
37067003701,"E",0.66470607685074,2.3196862,0.00099999998928979,10.0324907137629,11.0219999999972,4830,1435,223,474,1812,2328.2,"Metropolitan",TRUE,31935,0.117940199335548,0.78920741989882,0.645851009672493,NA
37067003702,"E",1.21242112358817,1.3975286,0.00100000001839362,10.521688690148,11.0080000000016,4514,1404,244,425,1495,2132.4,"Metropolitan",TRUE,60592,0.0773480662983425,0.930680885972108,0.841144659756647,1.3975286
37067003703,"E",1.12263886846738,2.3693982,0,11.9489289114491,11.3770000000077,6032,1617,242,447,1889,1268.2,"Metropolitan",TRUE,84470,0.0845070422535211,0.918692598595354,0.896638159834857,NA
37067003803,"E",1.51213667736111,2.665806,0,10.4337707768117,11.0260000000126,4567,1471,279,430,1412,764.4,"Metropolitan",TRUE,57860,0.0572419774501301,0.907407407407407,0.874590005788154,NA
37067003804,"E",1.05354599773604,1.5019238,0,11.0614378911442,11.1670000000158,4100,1349,271,390,1185,670.6,"Metropolitan",TRUE,67528,0.0973971452560873,0.870232172470978,0.891213389121339,NA
37067003805,"E",0.453825053731344,1.6349034,0,11.8688072067709,11.0720000000147,5573,1795,324,558,1823,1998.5,"Metropolitan",TRUE,61100,0.164321034613922,0.888532991672005,0.795934323690383,NA
37067003806,"E",1.09390578398518,1.8511506,0.00099999998928979,11.1500299573963,11.1089999999967,3012,931,172,275,931,1064.1,"Metropolitan",TRUE,72279,0.0594855305466238,0.895744680851064,0.906289707750953,1.8511506
37067003903,"E",0.657642939796293,1.873521,0,11.2869850288368,11.1779999999853,4477,1451,265,475,1635,3207.1,"Metropolitan",TRUE,31406,0.124882629107981,0.770569620253165,0.794298745724059,NA
37067003904,"E",0.774243507084385,1.2222938,0,12.0987165237863,11.1149999999907,5907,1784,343,509,1684,1755.7,"Metropolitan",TRUE,69309,0.0727334235453315,0.804164152082076,0.905111771142723,NA
37067003905,"E",0.687921299156845,1.2415572,0.00099999998928979,11.3014729630535,11.1529999999912,3607,1057,206,303,1014,3266.3,"Metropolitan",TRUE,60000,0.0882185543540125,0.851809304997128,0.899487836107554,NA
37067003906,"E",1.19197685150409,1.6634878,0,11.2344148415777,11.3699999999953,3436,1148,231,303,884,2067.3,"Metropolitan",TRUE,116667,0.0189825360668185,0.928619528619529,0.950634696755994,NA
37067003908,"E",1.00682672598447,1.578356,0,10.764407504492,10.9679999999935,3085,954,176,253,812,1451.6,"Metropolitan",TRUE,137625,0.0148861646234676,0.868995633187773,0.994663108739159,NA
37067003909,"E",0.837824830241527,1.1607752,0,11.5209796544918,10.9820000000182,4356,1272,227,340,1177,2623.9,"Metropolitan",TRUE,96959,0.0115122972265829,0.886682808716707,0.983098591549296,NA
37067004005,"E",0.89093377367511,1.2328576,0,13.1650326664987,11.6050000000105,4695,1498,292,409,1278,911.4,"Metropolitan",TRUE,98421,0.0287733467945482,0.804008016032064,0.967262502510544,NA
37067004007,"E",2.23102373691004,2.85844,0,13.6014269733014,11.1779999999853,7104,2125,391,583,1975,310.8,"Metropolitan",TRUE,98162,0.00899213188460097,0.835564610011641,0.958355437665782,NA
37067004009,"E",1.13386119884406,1.2620634,0,12.8982244933288,11.1240000000107,3802,1149,217,320,1103,412.4,"Metropolitan",TRUE,89100,0.0415866922584773,0.900665642601126,0.941740226986129,NA
37067004010,"E",0.975306679928552,1.4503476,0,10.9926547139953,11.0080000000016,3392,865,143,224,889,725,"Metropolitan",TRUE,108056,0.00744752877454299,0.867564534231201,0.930029948271168,NA
37067004011,"E",1.008104271727,2.3140936,0,12.2480787889158,10.9279999999853,5645,1666,305,475,1666,1348.7,"Metropolitan",TRUE,89149,0.0713020372010629,0.838317107093185,0.936890713186249,NA
37067004012,"E",1.25277280530536,1.8033028,0,12.5169366240554,10.7130000000179,5611,1645,309,472,1673,1543.7,"Metropolitan",TRUE,81136,0.0399800099950025,0.88421052631579,0.926829268292683,NA
37067004013,"E",0.151369692315553,0.4977414,0,12.4423251720187,11.109999999986,3083,941,189,287,925,1475.2,"Metropolitan",TRUE,78011,0.0109204368174727,0.806613946800863,0.921822099107418,NA
37067004014,"E",0.18046355585586,0.2274324,0,12.6257580166244,14.5839999999998,3016,993,209,290,875,1177.9,"Metropolitan",TRUE,73977,0.0090702947845805,0.897353648757017,0.895127118644068,NA
37067004015,"E",1.64350128581489,3.1299918,0.00100000001839362,13.2202678515,11.2330000000075,3296,940,169,261,963,547,"Metropolitan",TRUE,65858,0.0479078229229836,0.924330005254861,0.953026408039262,NA
37067004102,"E",3.04839780757546,4.5138496,0.00099999998928979,13.7680509443493,11.1429999999818,3256,1166,251,365,1042,215.9,"Metropolitan",TRUE,64813,0.0606498194945848,0.846923076923077,0.902641733452063,NA
37067004103,"E",0.826667709003116,1.015989,0,11.5033921821362,10.9499999999825,3478,1110,206,320,1054,649.8,"Metropolitan",TRUE,81813,0.0141604855023601,0.842158859470468,0.922626622550267,NA
37067004104,"E",0.891162993521412,1.5056522,0,12.2202486025494,11.2480000000214,3429,1122,217,319,1009,587.7,"Metropolitan",TRUE,76707,0.0259831460674157,0.852637302882001,0.883756735950731,NA
37081010100,"F",0.616416182897461,0.8593962,0,13.5657563640354,16.1680000000051,1561,670,113,253,728,3720.5,"Metropolitan",TRUE,28068,0.337042925278219,0.765822784810127,0.711209276642739,NA
37081010200,"F",0.46523212467016,0.6816758,0,13.7819827216036,11.2399999999907,4070,1649,346,591,1665,3076.5,"Metropolitan",TRUE,36344,0.244131455399061,0.790741615493623,0.797396071265418,NA
37081010300,"F",0.250541313336458,0.3243708,0,13.5072434975953,11.5329999999958,2426,973,209,355,915,1992.4,"Metropolitan",TRUE,32222,0.227173913043478,0.758436944937833,0.708840864440079,NA
37081010401,"F",1.36626641408985,1.6510598,0,12.0402044238126,9.77999999999884,1453,402,76,105,425,2336.9,"Metropolitan",TRUE,83173,0.0450563204005006,0.872037914691943,0.860671310956301,NA
37081010403,"F",0.357595607006012,0.5076838,0.00100000001839362,12.2019713904258,10.4370000000054,1594,440,79,118,512,2595.1,"Metropolitan",TRUE,71250,0.0689206762028609,0.785864978902954,0.90920170627666,NA
37081010404,"F",0.920388366910387,1.115413,0,12.6143002241077,10.5800000000163,2502,754,143,186,669,2050.2,"Metropolitan",TRUE,153472,0,0.854430379746835,0.984510766905931,NA
37081010500,"F",0.95746980341776,1.3409812,0,11.3766296115051,10.9740000000165,2173,609,109,161,646,2035.7,"Metropolitan",TRUE,114559,0.0267011197243755,0.815810276679842,0.93676916414032,NA
37081010601,"F",0.579911224302196,0.7966348,0,10.6720735140553,10.6449999999895,2780,704,137,192,834,3038.2,"Metropolitan",TRUE,56722,0.0510440835266821,0.762806236080178,0.769178315717695,NA
37081010602,"F",0.31398450730722,0.3840252,0,10.6345294105167,10.6269999999786,4592,850,134,216,1341,6278.2,"Metropolitan",TRUE,86163,0.0418227215980025,0.79931682322801,0.904317697228145,NA
37081010701,"F",1.02189572035462,1.342224,0,11.3922718357862,10.8549999999814,1919,427,72,108,544,4073.1,"Metropolitan",TRUE,70469,0.0665280665280665,0.639138240574506,0.933551198257081,NA
37081010702,"F",0.570105258867695,0.941421,0,11.1066190837029,12.7309999999998,4307,560,69,112,1146,6681.4,"Metropolitan",TRUE,49205,0.0417827298050139,0.474597273853779,0.938960218901284,NA
37081010800,"F",0.754986518293096,0.8848736,0,11.899979133601,11.877999999997,2409,798,143,241,851,2515,"Metropolitan",TRUE,82308,0.180655475619504,0.643595863166269,0.855919395465995,NA
37081010900,"F",0.296711277686994,0.4219306,0.00100000001839362,12.6024006744523,10.8999999999942,2001,541,81,153,657,3512.5,"Metropolitan",TRUE,65938,0.185483870967742,0.69434628975265,0.833254381809569,NA
37081011000,"F",0.428387282962117,1.0172318,0,12.7519624963474,10.9760000000242,4768,1178,124,306,1898,4132.4,"Metropolitan",TRUE,27891,0.378761061946903,0.506053268765133,0.887359728985814,NA
37081011101,"F",0.430574951660471,0.6481202,0.00100000001839362,13.0277293359212,11.0409999999974,4260,1837,290,712,2007,3950.5,"Metropolitan",TRUE,26303,0.479891304347826,0.750718390804598,0.803005780346821,NA
37081011102,"F",0.755964279168506,0.9432852,0.00099999998928979,12.5132421687626,10.9639999999781,2602,1390,269,581,1262,2232.3,"Metropolitan",TRUE,32308,0.328778821520068,0.749268292682927,0.794543617379589,NA
37081011200,"F",0.670133470293834,1.0576228,0.00099999998928979,12.1281083766584,10.917999999976,5391,2049,335,777,2448,5259.2,"Metropolitan",TRUE,28566,0.42671009771987,0.823733518390007,0.844788441692466,NA
37081011300,"F",0.859445684028904,1.2670346,0,11.4511416203955,11.0050000000047,2862,1526,304,659,1440,1807.7,"Metropolitan",TRUE,31280,0.364975450081833,0.778633301251203,0.774500475737393,1.2670346
37081011400,"F",0.155782590128552,0.3628976,0,11.0876248523808,11.0800000000163,5291,2503,434,1038,2757,5250.2,"Metropolitan",TRUE,13447,0.69886670264436,0.707916287534122,0.812917594654788,NA
37081011500,"F",0.282142154404935,0.3454984,0,11.0534625809023,10.993999999977,2964,1059,190,389,1287,3866.6,"Metropolitan",TRUE,28083,0.206136145733461,0.831578947368421,0.753508771929825,NA
37081011601,"F",0.100010859025329,0.1106092,0,11.0063823622998,11.1160000000091,2453,822,145,268,930,2708.8,"Metropolitan",TRUE,40821,0.311291963377416,0.770773638968481,0.780526109148017,NA
37081011602,"F",0.678699509222005,1.1272196,0.00100000001839362,10.0569820239522,11.0279999999912,2981,990,179,346,1181,2454.1,"Metropolitan",TRUE,41275,0.201478743068392,0.788912579957356,0.704208998548621,NA
37081011904,"F",0.623598948614302,1.3378742,0.00099999998928979,13.9131022904554,11.05799999999,4265,1254,167,359,1677,3074.4,"Metropolitan",TRUE,37500,0.202830188679245,0.837611314824515,0.832383873794917,NA
37081011905,"F",1.10562904298861,1.295619,0,13.89076983824,10.8760000000184,5077,1823,290,600,2082,3050.9,"Metropolitan",TRUE,31216,0.29013079667063,0.74578388507183,0.771741560473955,NA
37081012503,"F",0.696721704401841,0.9948614,0.00099999998928979,12.1063547362876,10.8120000000054,4176,1366,268,385,1316,3003,"Metropolitan",TRUE,68233,0.0670448684889118,0.804973183812774,0.828323313293253,NA
37081012504,"F",0.231901897656623,0.6468774,0,9.95674808526179,10.6889999999839,3246,1081,199,338,1218,3637.4,"Metropolitan",TRUE,46958,0.148432055749129,0.837181044957473,0.8010456796918,NA
37081012505,"F",0.925374391400284,1.4428908,0,10.2701540323741,10.4189999999944,4353,1363,266,344,1180,2314.7,"Metropolitan",TRUE,116250,0.00647948164146868,0.82760067114094,0.958031201933641,NA
37081012508,"F",0.597561925417708,0.9140794,0,11.8850281184636,10.6730000000098,3289,1043,218,297,1037,2039.2,"Metropolitan",TRUE,64024,0.0630461922596754,0.84740990990991,0.906193078324226,NA
37081012509,"F",0.872187222184888,1.0277956,0.00100000001839362,11.4165982063591,10.1760000000068,2223,810,181,218,614,1877.7,"Metropolitan",TRUE,93938,0,0.836490528414756,0.952442715088629,NA
37081012510,"F",0.794227017663068,1.4024998,0.00099999998928979,11.6218796568001,11.1330000000016,3090,983,183,260,878,2091.9,"Metropolitan",TRUE,121897,0.00568643379366369,0.832771409305462,0.962133165036289,NA
37081012511,"F",1.31817793870402,2.0711262,0,10.8130801682159,11.0860000000102,4961,1657,328,432,1355,2556.7,"Metropolitan",TRUE,105234,0.00530888030888031,0.854912764003673,0.974719101123595,NA
37081012601,"F",0.24689203162508,0.506441,0,9.88134561711365,10.9649999999965,5912,1632,290,450,1993,1939.4,"Metropolitan",TRUE,33015,0.148634635326651,0.760425909494232,0.712264964636881,NA
37081012604,"F",0.725320643026914,1.0091536,0,11.2997480575833,10.6089999999967,4908,2028,374,727,1978,2670,"Metropolitan",TRUE,40566,0.313385826771654,0.751633986928105,0.794916911045943,NA
37081012607,"F",1.00888534881191,1.3496808,0.00099999998928979,8.61877351231683,10.3459999999905,2301,746,132,233,820,1879.9,"Metropolitan",TRUE,55078,0.0316901408450704,0.864975450081833,0.848230912476723,NA
37081012608,"F",0.397130604624414,0.6642766,0.00099999998928979,9.92688534666681,11.256000000023,2392,766,118,268,1022,4185,"Metropolitan",TRUE,26600,0.296472831267874,0.698832684824903,0.655085959885387,NA
37081012609,"F",0.635550459270477,0.7164742,0.00099999998928979,9.27723109932226,11.2889999999898,7342,2585,463,882,2805,2553.5,"Metropolitan",TRUE,50842,0.159369527145359,0.741270213264589,0.81323706377858,NA
37081012610,"F",0.841534240398986,1.1023636,0,10.4537458495085,11.060999999987,3159,1185,212,417,1176,3071.6,"Metropolitan",TRUE,53793,0.14441416893733,0.796016483516483,0.723385167464115,NA
37081012611,"F",0.907987569850561,1.4062282,0.00099999998928979,10.6586714042548,10.6929999999993,3577,1213,190,408,1481,3008,"Metropolitan",TRUE,31653,0.204220980757294,0.838394793926247,0.745893223819302,NA
37081012612,"F",0.530330689183591,0.68354,0,10.8897100542921,10.8249999999825,5947,2296,363,780,2558,3348.8,"Metropolitan",TRUE,36980,0.180566483084186,0.851227555881275,0.817040216181847,NA
37081012617,"F",0.611835429521068,0.9861618,0,9.20373490282543,10.4820000000182,3478,1193,195,414,1409,4113.8,"Metropolitan",TRUE,51982,0.227409638554217,0.817788758492897,0.774730084622118,NA
37081012703,"F",0.5317245515947,0.7276594,0,13.0821888783725,10.1680000000051,5373,1768,350,511,1672,2833.6,"Metropolitan",TRUE,76500,0.137947725072604,0.818532818532819,0.809646856158484,NA
37081012704,"F",0.196644243573743,0.2914366,0,13.9817169849635,10.7250000000058,3214,1360,274,515,1331,3386.3,"Metropolitan",TRUE,33207,0.281206171107994,0.746188340807175,0.714723926380368,NA
37081012705,"F",0.888022121363064,1.5174588,0,13.2549936874079,10.7850000000035,4056,2020,337,804,1960,3104.3,"Metropolitan",TRUE,28125,0.243033052495139,0.872601688411358,0.864066532836249,1.5174588
37081012706,"F",0.616111806909486,0.8488324,0.00099999998928979,13.0808667173964,10.7300000000105,3159,1495,269,601,1536,3280.7,"Metropolitan",TRUE,22308,0.438419829589466,0.688014638609332,0.81377151799687,NA
37081012707,"F",0.402246134674485,0.5909514,0,12.9550431562042,10.8420000000042,2589,1127,197,451,1277,2526.6,"Metropolitan",TRUE,26311,0.316122233930453,0.798143851508121,0.791038525963149,NA
37081012803,"F",2.08999659062637,2.3787192,0,13.1649130590116,11.1300000000047,7640,2804,436,894,3026,599.9,"Metropolitan",TRUE,58804,0.188290567401518,0.815307820299501,0.82948701041804,NA
37081012804,"F",0.709208876476758,0.9780836,0.00099999998928979,10.9304176332719,11.247000000003,4184,1716,247,595,1871,2016.6,"Metropolitan",TRUE,44212,0.149253731343284,0.837810440952864,0.85830540928674,NA
37081012805,"F",0.655326425437917,0.9451494,0.00099999998928979,12.162211798505,11.3070000000007,2545,1092,179,400,1077,1059.6,"Metropolitan",TRUE,53922,0.214775323686215,0.845203488372093,0.934982556295591,NA
37081013601,"F",0.59967624175288,1.1458616,0.00099999999974898,11.2567990999969,9.13500000000022,3092,659,106,201,953,5241,"Metropolitan",TRUE,32542,0.322799097065463,0.589430894308943,0.863511928040673,NA
37081013602,"F",0.513032450327986,0.6667622,0,11.7277109349559,12.3990000000049,4138,1602,315,563,1709,3517.2,"Metropolitan",TRUE,42500,0.267965077233042,0.816985645933014,0.787990518830656,NA
37081013700,"F",0.605057747699581,0.767429,0,12.5437207898101,11.0540000000037,4141,1355,270,381,1288,2450.6,"Metropolitan",TRUE,79875,0.158456973293769,0.78880266075388,0.861140167364017,NA
37081013800,"F",0.74189064788704,1.1632608,0.00099999998928979,11.4556436132739,10.8679999999877,4685,2245,450,937,2207,3418,"Metropolitan",TRUE,28661,0.403284671532847,0.714654615881214,0.711085180863477,NA
37081013900,"F",0.459429123123743,0.6394206,0.00099999998928979,11.9286958045132,10.4580000000133,4509,2070,370,848,2214,4029.1,"Metropolitan",TRUE,15450,0.606004901960784,0.583118001722653,0.719349740347708,NA
37081014000,"F",0.993390132469887,1.5851914,0,13.0702884608394,11.1520000000019,3079,1272,305,462,1232,2250.5,"Metropolitan",TRUE,26250,0.382226056945643,0.745489078822412,0.780972139893302,NA
37081014200,"F",0.534004910905607,0.733252,0.00100000001839362,12.6305975586076,11.0330000000249,3503,1461,263,571,1587,2148.4,"Metropolitan",TRUE,25000,0.506730007917656,0.663197729422895,0.726349545697488,NA
37081014300,"F",0.456139992574098,0.5331612,0,12.9565298522052,11.1380000000063,3045,1240,256,506,1331,1713.9,"Metropolitan",TRUE,23919,0.500433651344319,0.521634615384615,0.672308733920108,NA
37081014406,"F",0.555273155736016,1.1700962,0,10.4454683576946,11.0489999999991,2337,1078,183,407,1040,1311.5,"Metropolitan",TRUE,41994,0.227428571428571,0.81608040201005,0.747126436781609,NA
37081014407,"F",0.86184776789831,1.9623812,0,12.0360246289707,11.6869999999763,5635,1945,406,581,1849,1721,"Metropolitan",TRUE,64125,0.121970920840065,0.833776091081594,0.867042077272016,NA
37081014408,"F",0.32961334655908,0.5381324,0,13.5179294962428,11.6760000000068,2326,838,149,310,1012,2330.9,"Metropolitan",TRUE,39861,0.339108910891089,0.749716874292186,0.71625,NA
37081014409,"F",0.666348437158905,1.0737792,0.00099999998928979,11.0064115818203,10.7300000000105,2893,1004,209,301,993,2030.9,"Metropolitan",TRUE,47794,0.18108504398827,0.885844748858447,0.825928381962865,NA
37081014410,"F",0.170073679237103,0.7065318,0.00099999998928979,11.020013922939,10.7550000000047,3591,1182,227,363,1265,2152.5,"Metropolitan",TRUE,39298,0.176261127596439,0.679558011049724,0.800153139356815,NA
37081014411,"F",0.84392557511409,1.395043,0.00100000001839362,10.5802719506221,11.1759999999776,4806,1764,289,620,1976,3539,"Metropolitan",TRUE,36790,0.264,0.790825688073394,0.819996161965074,NA
37081014412,"F",0.805621635469599,1.4553188,0,10.1555288179697,10.9449999999779,2587,1051,257,332,872,1524.7,"Metropolitan",TRUE,66375,0.11545988258317,0.826820603907638,0.877237851662404,NA
37081014501,"F",1.17706068463466,1.3739154,0,13.4448589371195,11.0769999999902,1300,540,137,218,553,444.2,"Metropolitan",TRUE,35188,0.328125,0.462264150943396,0.736654804270463,NA
37081014502,"F",0.457710303326957,0.7077746,0,12.6870897839132,10.9339999999793,4433,1499,280,510,1632,1309.5,"Metropolitan",TRUE,28402,0.433951332560834,0.799532437171245,0.763125,0.7077746
37081014503,"F",0.347167967663987,0.5337826,0,11.3382653538735,11.0789999999979,3523,1434,251,543,1540,1936.7,"Metropolitan",TRUE,25922,0.396591789310612,0.755102040816326,0.798605524269241,NA
37081015100,"F",6.056196586811,7.8861874,0,16.4428943576169,11.9690000000001,4097,1398,271,418,1414,104.9,"Metropolitan",TRUE,63958,0.0857814336075206,0.914986376021798,0.863805104408353,NA
37081015200,"F",2.36058923118487,3.8017252,0,16.8219788137809,13.4590000000026,8412,2566,463,732,2903,301.1,"Metropolitan",TRUE,63174,0.13050706566916,0.809147253686685,0.851698240107611,NA
37081015300,"F",2.827903575279,3.069716,0,13.0745116229243,10.6469999999972,7791,2517,445,725,2649,285.9,"Metropolitan",TRUE,63375,0.0626363353069492,0.840314136125654,0.911743602009089,NA
37081015401,"F",1.67076209056621,2.025764,0,13.4738407258411,9.33200000002398,5527,1648,260,459,1918,429.5,"Metropolitan",TRUE,64611,0.037593984962406,0.891320474777448,0.899308084486526,2.025764
37081015402,"F",1.67785829250026,2.2811594,0,13.6030325004345,8.80799999998999,7211,2532,469,851,2827,508.7,"Metropolitan",TRUE,37716,0.373582144163922,0.797692030292102,0.785426062188464,NA
37081015500,"F",1.85090396328572,2.4458304,0.00099999998928979,14.0385637392541,8.82399999999325,6111,2097,349,648,2445,620.3,"Metropolitan",TRUE,48191,0.193403908794788,0.883632596685083,0.865879503481683,NA
37081015600,"F",0.347796458483457,0.8643674,0,14.4771894194452,9.1140000000014,9324,2695,467,737,2947,229.7,"Metropolitan",TRUE,89902,0.0677661169415292,0.865699481865285,0.901820352133691,NA
37081015703,"F",1.03961171257452,1.5056522,0.00099999998928979,12.7404054305461,9.05299999998533,5863,1759,323,481,1818,2511.7,"Metropolitan",TRUE,62490,0.0400593471810089,0.902095714732562,0.926027397260274,NA
37081015704,"F",0.86738395442727,1.603212,0.00100000001839362,12.1275741017011,8.80999999999767,6171,1704,284,457,1920,1445.7,"Metropolitan",TRUE,81667,0.0347342827370615,0.884787139029473,0.883575248281131,NA
37081015705,"F",0.649544639819064,0.723931,0.00200000000768341,12.2708968397251,8.90200000000186,3158,853,152,234,998,2001.6,"Metropolitan",TRUE,36646,0.0780179230363732,0.91972920696325,0.851863451299718,NA
37081015706,"F",1.51040997995009,1.798953,0,13.4748006465736,9.08300000001327,5288,1619,254,434,1661,1076.2,"Metropolitan",TRUE,130880,0.0275510204081633,0.812813585488228,0.966134409545534,NA
37081015707,"F",0.609085036051995,1.0831002,0.00199999997857958,13.3692283813817,8.91400000001886,6612,2103,397,589,2077,3463.9,"Metropolitan",TRUE,82190,0.0984421610871727,0.822041291072986,0.927679349404589,NA
37081015800,"F",0.682186146614296,1.152697,0.00099999998928979,13.1074163444036,8.90099999998347,7984,2284,400,615,2460,349.5,"Metropolitan",TRUE,111103,0.034991423670669,0.820216049382716,0.980152290600424,NA
37081015901,"F",1.20217969582382,1.6473314,0,15.4272978422278,9.74100000000908,5270,1645,333,464,1708,230.9,"Metropolitan",TRUE,87935,0.0610021786492375,0.905115189379149,0.8829249319331,NA
37081015902,"F",1.10949208096287,2.1556366,0,13.9009025052223,9.43499999999767,3611,1012,170,268,1116,308.2,"Metropolitan",TRUE,108790,0.0132867132867133,0.857897517168516,0.976389946686976,NA
37081016003,"F",2.07373816280491,3.0653662,0,11.6057714047454,9.15499999999884,4294,1207,211,323,1289,436.4,"Metropolitan",TRUE,122167,0.0402769037130271,0.875632377740304,0.9389528568325,NA
37081016005,"F",1.13789237511549,2.1369946,0,10.955339125442,10.051999999996,1721,505,93,133,491,587.6,"Metropolitan",TRUE,95804,0.00658761528326746,0.846153846153846,0.949579831932773,NA
37081016006,"F",1.01010431041371,1.8871918,0,10.3813190951857,9.93499999999767,3159,882,171,228,894,1349.7,"Metropolitan",TRUE,62202,0.0857814336075206,0.893758932825155,0.852317360565593,NA
37081016007,"F",0.155601122168789,0.2622308,0,10.6177226298205,9.45100000000093,4933,1327,237,351,1441,2712,"Metropolitan",TRUE,75424,0.046242774566474,0.960761904761905,0.909286833855799,NA
37081016008,"F",0.709370481284182,1.1197628,0.00199999997857958,10.5643923075409,9.40200000000186,7034,1780,282,465,2118,1494.6,"Metropolitan",TRUE,89512,0.0131530873218853,0.874862183020948,0.905912450255827,NA
37081016009,"F",0.456655723543459,0.7556224,0,10.0118602223818,9.25799999997253,3743,1123,203,311,1161,1304.7,"Metropolitan",TRUE,85852,0.0242751180040459,0.883356385431074,0.898929224340559,NA
37081016010,"F",1.01283966384613,1.885949,0.00099999998928979,9.37582649480425,9.31399999998393,2607,717,126,191,793,2239.4,"Metropolitan",TRUE,59100,0.0193050193050193,0.829301075268817,0.789187086736678,NA
37081016011,"F",1.03589745018983,1.314261,0,8.6775601637496,8.96299999998882,5627,1458,214,400,1942,1112,"Metropolitan",TRUE,48678,0.0630420280186791,0.822465613856342,0.839431913116124,NA
37081016101,"F",0.427573739036597,0.7102602,0.00200000000768341,9.80326115909919,8.88499999998021,5063,1666,406,466,1362,1894.8,"Metropolitan",TRUE,80708,0,0.746651785714286,0.890159731808322,NA
37081016102,"F",0.644101496385629,0.9463922,0,9.06881252307261,9.68600000001607,3930,1034,177,287,1301,3078.6,"Metropolitan",TRUE,37246,0.131709741550696,0.854961832061069,0.770718232044199,NA
37081016103,"F",0.42905304499393,1.1334336,0,9.45187271447913,11.4529999999795,5068,1409,244,401,1637,4587.7,"Metropolitan",TRUE,52924,0.07618667730355,0.854341736694678,0.82215628090999,NA
37081016201,"F",2.46181783788179,3.6619102,0,12.3123291784645,10.8610000000044,5352,1499,263,397,1606,287.6,"Metropolitan",TRUE,113472,0.0589705147426287,0.8850531107739,0.936969696969697,NA
37081016203,"F",3.34677034070227,4.5747468,0,10.7282516108379,10.7399999999907,4013,1385,289,378,1172,431.1,"Metropolitan",TRUE,90789,0.103592814371257,0.846486486486487,0.852963622487917,NA
