"PERC_WHITE","PERC_BLACK","PERC_NATIVE","PERC_ASIAN","PERC_HAWAIIAN","PERC_FEM_HEAD","PERC_COLLEGE","PERC_INSURED","PERC_CAR","PERC_PUBLIC_TRANSIT","PERC_SNAP","PERC_POVERTY","INCOME"
0.754169062679701,0.146583498724128,0.00143944067448077,0.0087260034904014,0,0.25190942853254,0.562408652440807,0.858255918489661,0.822854147948488,0,0.134288068419983,0.161805327873,54036.5
