"GEOID","NAME","INCOME","PERC_POVERTY","PERC_SNAP","PERC_CAR","PERC_PUBLIC_TRANSIT","PERC_INSURED","PERC_COLLEGE","PERC_FEM_HEAD","PERC_WHITE","PERC_BLACK","PERC_NATIVE","PERC_ASIAN","PERC_HAWAIIAN"
"37067004103","Census Tract 41.03, Forsyth County, North Carolina",81813,0.0514125731738356,0.0141604855023601,0.842158859470468,0,0.922626622550267,0.718856364874064,0.136363636363636,0.829982183761771,0.103079664036651,0,0.0488673962840417,0
"37067004104","Census Tract 41.04, Forsyth County, North Carolina",76707,0.0934051834744675,0.0259831460674157,0.852637302882001,0,0.883756735950731,0.716227018385292,0.16703056768559,0.848601488324352,0.0993071593533487,0.0092378752886836,0.0307929176289453,0
"37081010100","Census Tract 101, Guilford County, North Carolina",28068,0.325786858089453,0.337042925278219,0.765822784810127,0.0791139240506329,0.711209276642739,0.272027373823781,0.560693641618497,0.179458862506902,0.733848702374379,0.00662617338487024,0.00993926007730536,0
"37081010200","Census Tract 102, Guilford County, North Carolina",36344,0.278692380056444,0.244131455399061,0.790741615493623,0.0302314596126594,0.797396071265418,0.569620253164557,0.581578947368421,0.465849784433855,0.40117994100295,0,0.0376673474018607,0
"37081010300","Census Tract 103, Guilford County, North Carolina",32222,0.280544747081712,0.227173913043478,0.758436944937833,0.0142095914742451,0.708840864440079,0.313019390581717,0.233783783783784,0.22550831792976,0.377818853974122,0,0.296857670979667,0
"37081010401","Census Tract 104.01, Guilford County, North Carolina",83173,0.10196326789107,0.0450563204005006,0.872037914691943,0,0.860671310956301,0.808785529715762,0.088135593220339,0.901203293223559,0.00696643445218493,0,0.032298923369221,0
"37081010403","Census Tract 104.03, Guilford County, North Carolina",71250,0.0962827544180378,0.0689206762028609,0.785864978902954,0,0.90920170627666,0.81651376146789,0.244776119402985,0.820840950639854,0.124923826934796,0.0060938452163315,0.0237659963436929,0
"37081010404","Census Tract 104.04, Guilford County, North Carolina",153472,0.103891197582168,0,0.854430379746835,0,0.984510766905931,0.95609756097561,0.172519083969466,0.854174537211938,0.0370230449565546,0.0147336607480166,0.0857574612769173,0
"37081010500","Census Tract 105, Guilford County, North Carolina",114559,0.129493287137289,0.0267011197243755,0.815810276679842,0,0.93676916414032,0.843213296398892,0.0983606557377049,0.924229452054795,0.0496575342465753,0.0166952054794521,0,0
"37081010601","Census Tract 106.01, Guilford County, North Carolina",56722,0.282645755199455,0.0510440835266821,0.762806236080178,0.0217149220489978,0.769178315717695,0.847802786709539,0.465753424657534,0.788203753351206,0.122654155495979,0,0.0351876675603217,0
"37081010602","Census Tract 106.02, Guilford County, North Carolina",86163,0.357142857142857,0.0418227215980025,0.79931682322801,0,0.904317697228145,0.881013967925504,0.0220588235294118,0.769189765458422,0.152185501066098,0.00692963752665245,0.0570362473347548,0
"37081010701","Census Tract 107.01, Guilford County, North Carolina",70469,0.234615384615385,0.0665280665280665,0.639138240574506,0,0.933551198257081,0.849471114727421,0.0615384615384615,0.874322860238353,0.0433369447453954,0.0113759479956663,0.0227518959913326,0
"37081010702","Census Tract 107.02, Guilford County, North Carolina",49205,0.475035663338088,0.0417827298050139,0.474597273853779,0.0185873605947955,0.938960218901284,0.899709302325581,0.0888888888888889,0.647232161650179,0.283729741107135,0.0044201220795622,0.0151547042727847,0
"37081010800","Census Tract 108, Guilford County, North Carolina",82308,0.217632241813602,0.180655475619504,0.643595863166269,0.0254574383452665,0.855919395465995,0.694117647058824,0.172413793103448,0.643742953776776,0.316046599022924,0.00450958286358512,0.00338218714768884,0.00225479143179256
"37081010900","Census Tract 109, Guilford County, North Carolina",65938,0.423022264329702,0.185483870967742,0.69434628975265,0.0335689045936396,0.833254381809569,0.783458646616541,0.33203125,0.405968735196589,0.468024632875415,0,0.0445286594031265,0
"37081011000","Census Tract 110, Guilford County, North Carolina",27891,0.428041543026706,0.378761061946903,0.506053268765133,0.0573042776432607,0.887359728985814,0.404921700223714,0.350180505415162,0.133813254287529,0.829980944315054,0,0.0059284353165361,0.00148210882913402
"37081011101","Census Tract 111.01, Guilford County, North Carolina",26303,0.358104969809568,0.479891304347826,0.750718390804598,0.0977011494252874,0.803005780346821,0.406261932035128,0.671252715423606,0.0839677047289504,0.843829296424452,0.000230680507497116,0.0196078431372549,0
