"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11428-1",2200,0.00995033085316809,-0.7,0.15,0.1,0.0718820497348213,0.00991152351370094,0.00047659568024542,0.00986590365532034,0.000476199586971863,0.0105336202924779,0.00140179419064284,0.00978067841336599,0.000497943510066943
"11428-2",2200,0.00995033085316809,-0.7,0.15,0.1,0.071578067466195,0.00980837157400548,0.00050552466537567,0.00977103568303872,0.000505038781621306,0.00752890962612303,0.00140787840583473,0.00989831729356655,0.00053357014542483
"11428-3",2200,0.00995033085316809,-0.7,0.15,0.1,0.0717575660412628,0.00996751759624355,0.000473876444032983,0.00993483582633377,0.000473915640779137,0.0111876080606678,0.00173812816821411,0.00992955874139864,0.000486147160977489
"11428-4",2200,0.00995033085316809,-0.7,0.15,0.1,0.0716507527323913,0.0100688103424178,0.000466685753059432,0.0100811860656981,0.000466154683112227,0.0118355043986522,0.00147041077324173,0.0101046518005062,0.000487108281737503
"11428-5",2200,0.00995033085316809,-0.7,0.15,0.1,0.0720257821890376,0.00965032261509169,0.000453795188419238,0.0096354631425226,0.000453469576929557,0.0112653714744808,0.00158423607553737,0.00972887584484197,0.000466948218730681
"11428-6",2200,0.00995033085316809,-0.7,0.15,0.1,0.0718913483133494,0.00999533111308656,0.000468704060829734,0.00993301420025361,0.000467573785832882,0.00809719722993009,0.00167397827278423,0.00994977219082072,0.00048410679543216
"11428-7",2200,0.00995033085316809,-0.7,0.15,0.1,0.0717238483358736,0.00992318408943461,0.000522743470122226,0.00987653817026703,0.000520496831753335,0.00971760862297045,0.00188838859145587,0.00993405518407653,0.000546081360835761
"11428-8",2200,0.00995033085316809,-0.7,0.15,0.1,0.0717122765589823,0.00991639106524951,0.000451885637250192,0.00988111775769204,0.000451476413544167,0.0114277427142166,0.00130610665356177,0.00974759499191981,0.000461799094292789
"11428-9",2200,0.00995033085316809,-0.7,0.15,0.1,0.0716726170554116,0.00979661395416861,0.000494841232163463,0.00975618819938804,0.000494239819174799,0.0124978553843877,0.001830070726823,0.00973695149691407,0.000511946382057289
"11428-10",2200,0.00995033085316809,-0.7,0.15,0.1,0.0718818997276073,0.00948931490803501,0.000511031225374781,0.00946711955844876,0.000510994922139521,0.0093487421165512,0.00167264533926209,0.00962979531876449,0.00053137729777617
"11428-11",2200,0.00995033085316809,-0.7,0.15,0.1,0.0718152535508858,0.00977253314681165,0.000482689513734955,0.00971257018237721,0.000482316713521332,0.00840607272912854,0.00124068872886484,0.00983128922192614,0.000492193411647527
"11428-12",2200,0.00995033085316809,-0.7,0.15,0.1,0.0719420686658319,0.00968910323041795,0.000460055395206262,0.00965097775594378,0.000458660464489848,0.00875770395625501,0.00152909625223698,0.00969173077602463,0.000471082330323451
"11428-13",2200,0.00995033085316809,-0.7,0.15,0.1,0.0716964256689358,0.0101644794623363,0.000476629162742827,0.0101091321044169,0.000475703209723051,0.00924748018628841,0.00131508065895845,0.0101430203326473,0.000491616605865641
"11428-14",2200,0.00995033085316809,-0.7,0.15,0.1,0.0719583024207708,0.00948169800269772,0.000486676827816457,0.0094685158753372,0.000485802595418273,0.00974402048344602,0.00143983408309999,0.0095664746879203,0.000499436186430391
"11428-15",2200,0.00995033085316809,-0.7,0.15,0.1,0.0718670860908095,0.00955351911006159,0.000474720855127291,0.009569345616974,0.000473848825684928,0.0101675931964828,0.00130332323975982,0.00969947545568341,0.000483387772231365
"11428-16",2200,0.00995033085316809,-0.7,0.15,0.1,0.0717372775184505,0.00864423923098495,0.000477056884596879,0.00859448800075185,0.000474525383014353,0.00948775226506464,0.00147388638358705,0.0086191727191025,0.000493440072270267
"11428-17",2200,0.00995033085316809,-0.7,0.15,0.1,0.0718721384407042,0.00997134675627053,0.00045480289250526,0.00989809202760078,0.00045318272581546,0.00855100027964008,0.00149558314120398,0.00998013767777209,0.000465552542784417
