"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_noY","se_beta_noY","beta_Y","se_beta_Y","beta_logY","se_beta_logY","beta_logYoverPop","se_beta_logYoverPop","beta_logY_logPop","se_beta_logY_logPop"
"11429-1",100,0.00995033085316809,-0.7,0.6,0.1,0.071304558861121,0.00501149229699484,0.00389885918739065,0.00538446533931839,0.00352969893211403,0.00538732217330238,0.00391925018758621,0.00505408603236994,0.00393053185784185,0.00537624243755012,0.00328196634751526
"11429-2",100,0.00995033085316809,-0.7,0.6,0.1,0.0721951972224313,0.00936276189961768,0.00354454525890999,0.00784368423822591,0.00396107563732047,0.0081063232405478,0.00346485469559792,0.00816771617275945,0.0037252051158573,0.00829502253372083,0.00415731849681686
"11429-3",100,0.00995033085316809,-0.7,0.6,0.1,0.0716860259076055,0.00829681082945328,0.00321380370764176,0.00834356896889385,0.00305741562488475,0.00811685457741423,0.00391572694252646,0.00766372074861591,0.00398109702780152,0.00813738029499335,0.004539442483729
"11429-4",100,0.00995033085316809,-0.7,0.6,0.1,0.0722799778547286,0.0129912759511019,0.00552551360256124,0.00900227548762499,0.00575457228110629,0.00900424654287275,0.00515413976336983,0.00666010077047088,0.0050531953626498,0.00445334298671401,0.00414155850616475
"11429-5",100,0.00995033085316809,-0.7,0.6,0.1,0.0723098618852591,0.010062050046639,0.00253938926209565,0.00932483088395193,0.00252718584418669,0.00923870496143566,0.00250166339863594,0.00883690466874436,0.00265321296025102,0.00901155604214537,0.00259001819045536
"11429-6",100,0.00995033085316809,-0.7,0.6,0.1,0.0717309543469669,0.0119515128572091,0.00343010956021218,0.00899774142864842,0.00338382232699565,0.0089579593501116,0.00306864127460256,0.0072878625464468,0.00261003038378004,0.00614482385261555,0.00224544288945313
"11429-7",100,0.00995033085316809,-0.7,0.6,0.1,0.0710717198297558,0.0120830898748914,0.00585580648831207,0.0119021097604631,0.00552646949580063,0.0118447249946429,0.00473320097438475,0.0120553169556417,0.00529244415894374,0.0110349561671196,0.00571252481394536
"11429-8",100,0.00995033085316809,-0.7,0.6,0.1,0.0712490718834932,0.00439188510216417,0.00469356601815662,0.00488350561341244,0.0047495603910474,0.00507114925118821,0.00475207040686524,0.0060314518207003,0.00424694123108907,0.00709172305758713,0.00494785608350277
"11429-9",100,0.00995033085316809,-0.7,0.6,0.1,0.0715754282208859,0.012110428384834,0.00591117598716103,0.00869664625060705,0.00609097120115664,0.00861616368200758,0.00521993245759957,-0.0127177439042069,0.00396877751350757,-0.0146263377503391,0.00350378214048415
"11429-10",100,0.00995033085316809,-0.7,0.6,0.1,0.0718429433675315,0.00860398590620387,0.00317779690402135,0.0100403129836388,0.0032038012641787,0.00985279887394754,0.00361844309279613,0.00917114370746221,0.0034791995438465,0.00978668371493706,0.00421909027098139
"11429-11",100,0.00995033085316809,-0.7,0.6,0.1,0.0722320420520129,0.00864473043570363,0.00488485474890084,0.00777795836608468,0.00582907671906771,0.00781691287707613,0.00507497078361204,0.00808446961220376,0.00517798294665686,0.00777363538695224,0.00503986000160466
"11429-12",100,0.00995033085316809,-0.7,0.6,0.1,0.0717694167962895,0.00467214838187487,0.00456473709384678,0.00437806349088176,0.00500553608616354,0.00414646659523972,0.00510943148119274,0.00382694560941506,0.0057157167033495,0.00269926132392587,0.00609220815197205
"11429-13",100,0.00995033085316809,-0.7,0.6,0.1,0.0719677575776996,0.0124683238963403,0.00486098344315166,0.0129644573210365,0.004496567725924,0.012552605109745,0.00539206807075533,0.0126507562050445,0.0045380133963764,0.00987460268072276,0.00502255239520027
"11429-14",100,0.00995033085316809,-0.7,0.6,0.1,0.0723599253707436,0.0120957079588596,0.00345755759486227,0.0131034999630299,0.00371784300274488,0.0129536035469358,0.0035467420985736,0.0127244680278612,0.00397171596045396,0.0124023035284071,0.00352174936020202
"11429-15",100,0.00995033085316809,-0.7,0.6,0.1,0.0728926599516279,0.0093302264900052,0.00476130668705576,0.00827607864140022,0.00509829627230655,0.00817371216205517,0.00557749680288064,0.00823869478483441,0.00673267546806524,0.00808199604338919,0.00581462177150374
"11429-16",100,0.00995033085316809,-0.7,0.6,0.1,0.0712085829379181,0.00615718587729189,0.00381672860376393,0.00451164718188759,0.0049259630591982,0.00430860952010249,0.00377830642134988,0.00477325611225551,0.00436137674597705,0.00435570893343671,0.00442011732477799
"11429-17",100,0.00995033085316809,-0.7,0.6,0.1,0.0708205924092944,0.00574883677427823,0.0052139188687929,0.00374702243622976,0.00556212246411988,0.00366890774856508,0.00658639919688971,0.00450795448673227,0.00569484493599492,0.00440151424871312,0.00546864403456559
"11429-18",100,0.00995033085316809,-0.7,0.6,0.1,0.0723411505425486,0.0170892412267343,0.00559222470080161,0.0179216510529477,0.00588399192331936,0.0177339587148894,0.005958454451015,0.0184553169977757,0.00542722380659042,0.0185391587111903,0.00496735191617486
"11429-19",100,0.00995033085316809,-0.7,0.6,0.1,0.0708550872585953,0.0147887181215684,0.00513836329156125,0.0128270021416502,0.00464694809707666,0.0127367732687679,0.00485542832101781,0.0129986526237829,0.00502227020158985,0.0125839516281721,0.00558600477667836
"11429-20",100,0.00995033085316809,-0.7,0.6,0.1,0.0718333404602203,0.00618368890904062,0.00313022232201709,0.00679842527891054,0.0030715787430953,0.00663884087350259,0.00310017783888433,0.00649497584621699,0.00312126321367642,0.00659129242867879,0.00329222413529139
"11429-21",100,0.00995033085316809,-0.7,0.6,0.1,0.0714124759794429,0.012436514680087,0.00884460858103379,0.0162117057778026,0.00779494199967079,0.0157520204768448,0.00911503790090198,0.0149636744102242,0.00790947957020306,0.0147208327780574,0.00981106986085559
"11429-22",100,0.00995033085316809,-0.7,0.6,0.1,0.0718701193990218,0.00808248294789173,0.00389236626947557,0.00919237362856149,0.00401645105394867,0.00919909314126607,0.00410274650635837,0.00961692923401833,0.00469810036964644,0.00922917540697071,0.00484784918190219
"11429-23",100,0.00995033085316809,-0.7,0.6,0.1,0.0719643197223279,0.0139660452713282,0.0033707665702645,0.0148111197975725,0.00298631788279781,0.0147812122070225,0.00289932272951176,0.0148996878417346,0.00287386926499172,0.0151288824039103,0.00286559584009896
"11429-24",100,0.00995033085316809,-0.7,0.6,0.1,0.0720252873808285,0.00968378060733089,0.00363079109375252,0.00988362698329796,0.00422116475387199,0.0102730552721012,0.0037568610989379,0.0100398654085966,0.00410822041173806,0.00992591706699598,0.00388323109843368
"11429-25",100,0.00995033085316809,-0.7,0.6,0.1,0.0715257827971071,0.0107075219442714,0.00436487994602036,0.00925306178472633,0.00406166764430222,0.00909792869397979,0.00572128971584491,0.00989902696823057,0.00454507633800805,0.0113757158273776,0.00604490970732504
"11429-26",100,0.00995033085316809,-0.7,0.6,0.1,0.0716983651491729,0.00834644425166836,0.00307426031961061,0.0135606966111893,0.00310849434903727,0.013642991643954,0.00340290366807944,0.0129357739027526,0.0031150841363591,0.0133314157596917,0.00331951274009151
"11429-27",100,0.00995033085316809,-0.7,0.6,0.1,0.0717230223943274,0.0091141619511123,0.00323647831048101,0.00805486720366951,0.00324949605715341,0.00801507885898547,0.00294986910661179,0.0073763948035606,0.00288234773583765,0.00652088343116731,0.0027808220354373
"11429-28",100,0.00995033085316809,-0.7,0.6,0.1,0.0715402622523995,0.00367956972894128,0.00517919491827918,0.00424631469436442,0.0054888514339209,0.00404279624874935,0.00610927004912391,0.0142324887190424,0.00630151313760181,0.0112049008888468,0.00398861040358401
"11429-29",100,0.00995033085316809,-0.7,0.6,0.1,0.07138986802483,0.00905063259695908,0.00290797500712577,0.00980510718033132,0.00297577131058082,0.00988568655206577,0.00304001412859347,0.0101228580869706,0.00311097000098165,0.0101491464836856,0.00285907274489575
"11429-30",100,0.00995033085316809,-0.7,0.6,0.1,0.0715161506134214,0.00894603586765133,0.00334878464059998,0.00952217122126064,0.00326316912810756,0.00926770986659833,0.00334423177978681,0.00920638015366441,0.00332045201643432,0.00925545464438415,0.0032353066052602
"11429-31",100,0.00995033085316809,-0.7,0.6,0.1,0.0722577656977333,0.0105140764602419,0.00481507088369132,0.0118377021923209,0.00559550416121586,0.0119577188322393,0.00580784111489752,0.0118163221873828,0.00402881700244496,0.012050790681831,0.00749341454374876
"11429-32",100,0.00995033085316809,-0.7,0.6,0.1,0.0722785220635216,0.0167977888858721,0.00357903467984422,0.0176444792095545,0.0037602725122387,0.0174191533382064,0.00397020304076326,0.0167797399051198,0.00402885332893453,0.0170303601127137,0.00380281968457232
"11429-33",100,0.00995033085316809,-0.7,0.6,0.1,0.0710223952206209,0.00923303809357632,0.00505597637145739,0.00844865260043875,0.00506982434772071,0.00833379335724335,0.00586804888400153,0.00665935349812479,0.00490138311416984,0.00728796071087276,0.00512002017002659
"11429-34",100,0.00995033085316809,-0.7,0.6,0.1,0.070808559667331,0.0133171998877366,0.0041643472386626,0.0142269064786962,0.00464047967344086,0.014150317443291,0.00484911169893532,0.0167021067244719,0.00433671139847694,0.0152738354230583,0.00337566033676197
"11429-35",100,0.00995033085316809,-0.7,0.6,0.1,0.0719896684980191,0.0124827915715272,0.00352892697237023,0.0156082142393422,0.00349981910896058,0.0155591526903575,0.0033350507746424,0.0179879453845054,0.00356346525294004,0.0174186960938004,0.00332381956780141
"11429-36",100,0.00995033085316809,-0.7,0.6,0.1,0.0711369812966712,0.00313529541737553,0.00548202019423248,0.00436024324818339,0.00465280934145724,0.00444667158398242,0.0043976705014631,0.00540144629307499,0.00471805343348378,0.00515831063220525,0.00471574192914123
"11429-37",100,0.00995033085316809,-0.7,0.6,0.1,0.0721034842187985,0.010497245168007,0.00334986217847361,0.012349189110753,0.00335893054546934,0.0122431047799858,0.00330173670208378,0.0122984180564788,0.00343203514628739,0.0118304275932748,0.00321985414777554
"11429-38",100,0.00995033085316809,-0.7,0.6,0.1,0.0723827451732105,0.0116257746317423,0.00303212316444003,0.0113519433225519,0.00333924704220506,0.0115002740276669,0.00287809918019917,0.0116411451490502,0.00322706308198186,0.0112813102003852,0.00376738672410843
"11429-39",100,0.00995033085316809,-0.7,0.6,0.1,0.0717315395102202,0.0100121513328316,0.00401326836902529,0.014501320226348,0.00334855457118144,0.0144339476620704,0.00362223959023831,0.0150270635000626,0.00313122593251936,0.0145335330551992,0.00366244993868213
"11429-40",100,0.00995033085316809,-0.7,0.6,0.1,0.0716868634257957,0.0052715858864407,0.00495055175181096,0.00356093455973631,0.00686485319421689,0.00314991073049057,0.00602405876940334,0.00251711310186635,0.00544970841766068,0.00339551775863521,0.00589794669829802
"11429-41",100,0.00995033085316809,-0.7,0.6,0.1,0.0711210560795169,0.0106000160072087,0.00324121235416702,0.0102799477137244,0.00320446492166636,0.0104806282279634,0.00302525468809845,0.0106949085712436,0.00322491874521905,0.00966576724778184,0.00289591262218109
"11429-42",100,0.00995033085316809,-0.7,0.6,0.1,0.0718697612324056,0.00942068058811271,0.00750478197833551,0.00311169419926195,0.00416787701849972,0.00359178499219421,0.00445124677294028,0.00303029188433611,0.00531225449765419,0.00301666116207199,0.00436604573036233
"11429-43",100,0.00995033085316809,-0.7,0.6,0.1,0.0720737892941641,0.00545319142149832,0.00341704051343342,0.0039171704235591,0.00373685545836333,0.00394581248173084,0.00337404687528409,0.00446167557524396,0.00345936478476674,0.0033404060149314,0.00340757619724763
"11429-44",100,0.00995033085316809,-0.7,0.6,0.1,0.0715612359175805,0.0140984504549302,0.0046146761369849,0.00897597058716217,0.00467597070802455,0.00853228150753149,0.00455598601226854,0.00832903322240251,0.00449314852249452,0.00823276143851819,0.00464878943326052
