"sim","N","beta1","muU","sigmaU","q","avg_prev","beta_noY","se_beta_noY","beta_Y","se_beta_Y","beta_logY","se_beta_logY","beta_logYoverPop","se_beta_logYoverPop","beta_logY_logPop","se_beta_logY_logPop"
"11422-11",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688648363821312,0.00852281155699096,0.000860861035254137,0.00928444823693461,0.000844362628622501,0.00927050550748191,0.000736269677948863,0.00939395771145258,0.000744230443224554,0.00937609923950286,0.000847494137295033
"11422-12",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689098154123617,0.0106025043136621,0.000675892504863204,0.0110218667628941,0.000699970640437519,0.0109997032127811,0.000658958166934728,0.0109867441989627,0.000685267981051916,0.0110066115192739,0.000686647650114834
"11422-13",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688560808450951,0.00956432327839925,0.000939662714429868,0.0095752347260233,0.000721866224801,0.00957721059572003,0.000764900420079721,0.00970480156073005,0.000914201030272024,0.00972412032724472,0.000701151319590051
"11422-14",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689118296092678,0.00967977887366496,0.000721124379737737,0.0101790984208045,0.000719863301888754,0.0102338064360447,0.000728762475543674,0.010404730325502,0.000682479985827833,0.0103844084288273,0.000747970155901932
"11422-15",2200,0.00995033085316809,-0.7,0.8,0.1,0.068782793026684,0.00942063576075402,0.000737295687680444,0.0102782867624564,0.00079459415864687,0.0103613773373718,0.000633865353622944,0.0103131682316199,0.000772679084444374,0.0102303221121612,0.000892773409444054
"11422-16",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689524217599572,0.00977146573903365,0.000630508140026902,0.0101614678751984,0.000645301228346518,0.0101519622314824,0.000738429071602118,0.0102503443589349,0.000690938553306195,0.0102238660015989,0.000727602592781518
"11422-17",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689254727281086,0.00971527173960871,0.000709933591926115,0.0101949597059015,0.000767423760530839,0.0101088029522125,0.000753300952108954,0.0101971712906812,0.000610282384960821,0.0102658067731434,0.00068896037463398
"11422-18",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689439206172918,0.00902132716141981,0.000780724875695036,0.0101388001225862,0.000745043504103064,0.01008302217852,0.000634815972109807,0.0102698428312759,0.000709318861015005,0.0102509226473265,0.000727079601330616
"11422-19",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690971465714974,0.00962791263481131,0.000797919738535263,0.0103276367516418,0.000662372825471467,0.0103330276460873,0.000644391246866606,0.0102045174129597,0.000654817471457655,0.0102456166807373,0.000625180573949002
"11422-20",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690543897895107,0.0104494369605299,0.00086067732722441,0.0107280943888848,0.000670408582676992,0.0107692821944432,0.000726068177071399,0.0107863962100775,0.00080820105145275,0.0107777782771904,0.000778173518405274
"11422-21",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689610252327226,0.00993553734773391,0.000836003021781976,0.0107141291783149,0.000776304479359338,0.0107229277853474,0.000798226295626103,0.0105662044834882,0.000793113781844836,0.0106561739971937,0.00072112694185922
"11422-22",2200,0.00995033085316809,-0.7,0.8,0.1,0.069020436344869,0.0099499066368668,0.000665400895271803,0.0102441377638233,0.000773397624249488,0.0101948443133307,0.000643656313128554,0.0102504311862318,0.000807293908866172,0.0102205485406007,0.000720776762189367
"11422-23",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689001868450817,0.00913209385727688,0.000810909754447332,0.0095919420736033,0.000667330378577078,0.00964394509769064,0.000654282260163364,0.00966005334432534,0.000704043332434822,0.00964679416643054,0.000738042953608429
"11422-24",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688068690170681,0.0093278095520721,0.000708311158489798,0.00946790268483206,0.000645632004804448,0.00946462804350156,0.000584556857530334,0.0095390140771133,0.000660068476049904,0.00954110038349175,0.000673979204854784
"11422-25",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688016053575681,0.0093367456898155,0.000681852706718377,0.00970127885361185,0.000786593264555648,0.00966434433489149,0.000605703135826362,0.00958133741915026,0.000692439233212168,0.00959137804834349,0.000776483795799954
"11422-26",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690305313679217,0.00951320553893668,0.000734983233538743,0.010344194889175,0.000673652304684223,0.0102252910312938,0.000859417030177646,0.0101721514348973,0.000835781303762389,0.0102751513060888,0.000687986556755689
"11422-27",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689424767984512,0.00900638975044625,0.000632267792990343,0.00981752342698889,0.000650912512944324,0.00984981323445765,0.000641534647277469,0.00994639258522403,0.000686157484250935,0.00992560070808629,0.000739358019482675
"11422-28",2200,0.00995033085316809,-0.7,0.8,0.1,0.068838411544376,0.00961383851555113,0.000697091470373726,0.00967141748731409,0.000775153113817394,0.00966824349018198,0.000734644675092493,0.00964664603056369,0.00068714979238165,0.00952080187714788,0.000806651106243715
"11422-29",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688345679592177,0.0104019977777851,0.000613244693114628,0.0109445614305434,0.00070045568058458,0.0109281275505892,0.000660995488836275,0.0108427413097374,0.000704470865979569,0.0108315914131006,0.000633988656878748
"11422-30",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689629212050978,0.0084585824996075,0.000673451959371913,0.00897305119669956,0.000617314869419901,0.00894740597319231,0.000751342739286904,0.00892938727049425,0.000671735919990307,0.00896467170104189,0.000613137399512961
"11422-31",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689075237493843,0.0092914884365634,0.000672799563396221,0.00972897826467917,0.000635420019774823,0.00976129351227256,0.000633678934190435,0.00985252805043668,0.000667503704110684,0.00985854344879441,0.000761173822316165
"11422-32",2200,0.00995033085316809,-0.7,0.8,0.1,0.0691108247325869,0.00918545102011399,0.000737027266116877,0.00917375223674363,0.000672364871296988,0.00919569839075183,0.000701550990410694,0.00928665935744246,0.000664197208397385,0.00930164779459502,0.000729893566425935
"11422-33",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689949502942332,0.00934589143483297,0.000626835128064115,0.0100164489006663,0.000689595092480502,0.0100387137487194,0.000796682142445519,0.0100735138147547,0.000644339120162118,0.0100852974784782,0.00062893902000615
"11422-34",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690605752728309,0.00963282038175127,0.000724953611111607,0.0102357883875746,0.000764417320276188,0.0101743350137005,0.00062544398287415,0.0102316178465704,0.000617725389595729,0.0102872266978224,0.000721768783262699
"11422-35",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688940815019141,0.00954065636673783,0.000674609262124318,0.0106986280636979,0.000723986287618829,0.0105896097700019,0.000673443593340032,0.0106031336743534,0.000772816628189157,0.0106155854877405,0.000771220050541198
"11422-36",2200,0.00995033085316809,-0.7,0.8,0.1,0.068991311738325,0.00962503359047769,0.000688025250805289,0.0105526570979956,0.000663689876944016,0.0105724179779118,0.00069503022540651,0.0105543777584817,0.000637518205496614,0.0105325512450767,0.0006572752488716
"11422-37",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689356613535264,0.00877249348789388,0.000779488414707192,0.00870092639320423,0.000688245435829058,0.00872179843274002,0.000711112426685372,0.00876841748510525,0.000676857665221834,0.00877911367564031,0.000720741524265051
"11422-38",2200,0.00995033085316809,-0.7,0.8,0.1,0.068773764086283,0.0102149243594311,0.000665982788143956,0.0109095138244495,0.00080144055358465,0.0108209063395714,0.000717590968596359,0.0108903279160365,0.000682289730946444,0.0108534746123229,0.000733303030749866
"11422-39",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690837747721449,0.00981163750098456,0.000719744743368156,0.00992704136042134,0.000871615880835098,0.00990382617064399,0.000629758967149714,0.010012688915502,0.000805133785975602,0.00996211023638772,0.000830933778150279
"11422-40",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690080622804705,0.00932356663364407,0.000611791425327614,0.0098357033004889,0.000713871513879769,0.00979456740880398,0.000676964214156398,0.00980255981038217,0.000694277154003619,0.00980521138840156,0.000747415253099904
"11422-41",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688588732726876,0.00902765074920551,0.000728218759834656,0.00988303768248715,0.000913853847348139,0.00988408566332322,0.000679517979921377,0.00986601430668594,0.000660888115435893,0.00979439007006177,0.000785303222349789
"11422-42",2200,0.00995033085316809,-0.7,0.8,0.1,0.0687553787362658,0.00930345867614773,0.000852066817593125,0.00951480925961572,0.000718852801811208,0.00946665956932181,0.000865180870439457,0.00955355069217724,0.000860860195418776,0.00954821523685584,0.000764583787142155
"11422-43",2200,0.00995033085316809,-0.7,0.8,0.1,0.068873402115709,0.0105043121743074,0.000858988956778901,0.0108481790168893,0.000807922582032362,0.0107804447799723,0.000850364631491499,0.0108248079129838,0.000866782710362044,0.0107779746267301,0.000791431605379219
"11422-44",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690031072231233,0.00941615827092535,0.000656435102208937,0.0100080118844249,0.000664121926241368,0.0100162596641177,0.000619438465161757,0.00996066238810378,0.000795438569653594,0.00996296680916808,0.00074603353197021
"11422-45",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688100408139256,0.0106204027729318,0.000819291667081119,0.0118159657265358,0.000865779892225745,0.0117058125518168,0.000885549692308042,0.0119377370404686,0.0008855765995399,0.0118376153544088,0.000893390520367431
"11422-46",2200,0.00995033085316809,-0.7,0.8,0.1,0.06878505158156,0.01011203916864,0.00074987404322906,0.0105250491085807,0.00073956449364107,0.0105144622377628,0.000677971177942179,0.010630688665479,0.000657970003512614,0.0106827896932658,0.000863479694776261
"11422-47",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688040280466408,0.00867518471498845,0.000659559740808556,0.00896369582779601,0.000613259432894974,0.00892429056361047,0.00061416947524591,0.00886224644974399,0.000635788046163666,0.00886072250399181,0.000599037594895101
"11422-48",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690179013782802,0.00959395756001459,0.000817336486084384,0.010102824229412,0.000730150765739763,0.0100953163559214,0.000704126695694287,0.0101161565824465,0.000795168456317847,0.010143111046155,0.000700716982333476
"11422-49",2200,0.00995033085316809,-0.7,0.8,0.1,0.068950623451977,0.00987314350925037,0.000698524433234013,0.0104715667341113,0.000793986366876529,0.0103607158574015,0.000658224961909762,0.010458284551901,0.00070172307762502,0.0104178091394488,0.000823274878969078
"11422-50",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689929864668395,0.00958291159964691,0.000723459073831049,0.00998861623722735,0.000637018899769371,0.00995847695197822,0.000654863753900384,0.00990059377988417,0.00067524431038119,0.00980738920738944,0.000670611531505126
"11422-51",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690024659248108,0.00995797043791871,0.000795695690276462,0.0100277139370479,0.000694811846800737,0.0100081503178535,0.000708374956068367,0.00996448911759038,0.000734496015008665,0.00997964212534038,0.000709104864207431
"11422-52",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690143078863839,0.00880993183105666,0.000722749923822764,0.00920617154297071,0.000715979393628384,0.00918074338485392,0.000814556559235715,0.00915515669125844,0.000716306727583523,0.00922133189873637,0.000765025471800593
"11422-53",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690206635016368,0.00938535726103164,0.000776045526584118,0.00957187146402564,0.000784354318530249,0.00951775301588404,0.000715787955000866,0.0094911821225716,0.000966562774430378,0.00949280508456203,0.000770294450582326
"11422-54",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688155164322277,0.00953124444681767,0.000665866021075518,0.0099814393604599,0.000716735577364425,0.00992786083869196,0.000593827196377913,0.00979963950075988,0.000744795671738978,0.00977347637908405,0.000780393530920284
"11422-55",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688399885969155,0.00914423178018889,0.000730420636827603,0.00955770194013898,0.000689518881374373,0.00953814856767512,0.000763145631901299,0.0095585587879689,0.000745738059822328,0.00958408546158146,0.000851701683909092
"11422-56",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688730999030889,0.00958745985790158,0.000654837511018622,0.0100879852204432,0.000813452782504343,0.0100347841123842,0.000730423081006098,0.0100607964841905,0.000663654910398719,0.0100566324370583,0.000737532383486051
"11422-57",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688572118246388,0.0103118327399304,0.000726269222350911,0.0107981186003589,0.000678557139274219,0.0108299243800653,0.00069751383691684,0.0109385932035299,0.000666334401754492,0.0109239462662682,0.000729605606208634
"11422-58",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688934854366272,0.0101328827652905,0.000712057743392375,0.010715099852958,0.000804345221137404,0.0107053115110615,0.000735870374079742,0.0107817640651902,0.00072466283445554,0.0107751873884121,0.000785963104321595
"11422-59",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689579424378465,0.00981501617711127,0.000673938021347824,0.00993318295807534,0.000797356645993008,0.00994220473489621,0.000682630274970999,0.00982978484850126,0.000741969014079292,0.00975272469521442,0.00076693246632465
"11422-60",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689412793063165,0.00984275571487335,0.000781060925406826,0.0091552066856671,0.000819971145747494,0.00913424809816399,0.000706870014126049,0.00925431728419275,0.000848457792151442,0.00920266314887696,0.000712526986884052
"11422-61",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688079918290826,0.00902501861357671,0.000858769171791841,0.00927879292630272,0.00074734508976512,0.0093037024900755,0.000817780473773582,0.00931239966014144,0.000795585008212413,0.00933042853115228,0.000909933911976375
"11422-62",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690240759719134,0.00956684769019156,0.000803111465114484,0.0100839503423007,0.000691143899976766,0.0100448837295192,0.000742551339598978,0.00998198627754894,0.000808809539488336,0.00997783739702083,0.000675160280671571
"11422-63",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689942195771392,0.00936925458342843,0.000702359182613938,0.00978681928037538,0.000784157611088097,0.00976730050064498,0.000795832925221265,0.009996287269547,0.000780326994533711,0.0101573439317083,0.000746874250873346
"11422-64",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688224589430695,0.0101326973585035,0.000628804600737938,0.0105705260304154,0.000677018769422453,0.0105394268265625,0.000732984673189398,0.0106853083053338,0.000626268469698731,0.0107302129632646,0.000663888923711825
"11422-65",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688841470678782,0.00947427771593022,0.000697777769858907,0.00974177563423297,0.000730893834653539,0.00973915947408738,0.000719572898996593,0.00999516702937192,0.000782839340118478,0.0098254562673142,0.000699752104971275
"11422-66",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688708668087108,0.0106537645136012,0.000641413373532924,0.0108198985552987,0.000671773408521823,0.0108224347122047,0.000744345891981569,0.0109948173860414,0.000622499758059761,0.011031333585867,0.000665583128572363
"11422-67",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690022125340531,0.00931258095363054,0.000691527425324699,0.00996550722065771,0.000619935832721914,0.0100154202444733,0.000679846509754103,0.0101484514511659,0.000675808972852584,0.0100760067300821,0.000665075118938987
"11422-68",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688443091916208,0.00965552673209455,0.000736084995106849,0.0103746635749747,0.000841689840319665,0.0104219762169866,0.000775643048792625,0.0104633684468605,0.000655449863001413,0.0104202119304319,0.000773340254055934
"11422-69",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688933404418582,0.00914255685329777,0.000697777039585526,0.00972176495869298,0.000652980374777717,0.00965108425834941,0.000648474230857691,0.00966639996625294,0.000679603189436956,0.00972869614961549,0.00063011507537164
"11422-70",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690069997778119,0.00919068941517688,0.000811794539096261,0.0100533743070579,0.000742223618467822,0.0100380408044405,0.000705272644895546,0.0100415825014902,0.000765906146395602,0.00997550643764606,0.000800432933625012
"11422-71",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690573443903999,0.0098372245724691,0.00069973316466724,0.0097860906660184,0.000772311275495012,0.00982169440228945,0.000767150439803702,0.00989088826162168,0.00075832096511851,0.00987436587672927,0.000817039055398527
"11422-72",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688886184585299,0.00890836768574418,0.000617840326071852,0.00913115310739498,0.000668764419984266,0.00915183440861093,0.000653629633181275,0.00900110102090949,0.000725028083289501,0.00900405433983874,0.000662939324691564
"11422-73",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689192728494812,0.0100383402953828,0.00075490938719623,0.0104953073070742,0.000753408511726264,0.0104946061846143,0.000673210781378709,0.0106455651800366,0.000677369118991522,0.0105834452528741,0.000848563678622936
"11422-74",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688901530982578,0.00982591578029484,0.000791321602727859,0.00987469351483986,0.000923656543908223,0.00988289217482699,0.000775549074413214,0.00997725092506777,0.000828029340855081,0.00999412094838938,0.000692400490259148
"11422-75",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689260094497696,0.0101271670503594,0.000746567021236133,0.0110170251064814,0.000775934007509692,0.0109670876508791,0.000846778834531625,0.0113169646984935,0.000663129676241458,0.0112146615305546,0.000699939547254833
"11422-76",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688831076742392,0.00895020734531642,0.000750319389344633,0.00956672204671712,0.000671026951600253,0.00955091025941249,0.00066762300606859,0.00962169719311982,0.000668789307693356,0.0096020457364374,0.000719346370269738
"11422-77",2200,0.00995033085316809,-0.7,0.8,0.1,0.069115012699574,0.0101210725449217,0.000669291573720467,0.0107300005078628,0.000676781327212754,0.0107119662103498,0.000610958457163982,0.0107120236969161,0.000708647272414256,0.010746248091487,0.000738360711883809
"11422-78",2200,0.00995033085316809,-0.7,0.8,0.1,0.0687352756054936,0.00916370012023357,0.000728787447961419,0.00927440102224086,0.000680073707680918,0.00927358771972467,0.00071160372531313,0.00925399259152304,0.000661314899705096,0.00930589609733992,0.000784388189867704
"11422-79",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690151638857807,0.00919608054562567,0.000657234694502396,0.0089133630360201,0.000739205543884945,0.00894139966403119,0.000695360062187803,0.00898705692013764,0.000698248788056589,0.00901783962693189,0.00076052098945861
"11422-80",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690833159836244,0.00945543379581524,0.000681889339264488,0.00961651029709151,0.000620700645185016,0.00959114025548893,0.000588969062882295,0.00968743666606656,0.000593811851518433,0.0096532478977618,0.000730634951439762
"11422-81",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690448882184816,0.00979454239300987,0.000730471795883502,0.00996375177180597,0.000686708512464869,0.00991547517512799,0.000641908905761734,0.00988648363751391,0.000734489304402907,0.00987507720590128,0.000677135618219492
"11422-82",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689048831049519,0.00920889308571062,0.000648235588407617,0.00996179012243795,0.00074780206225008,0.0100028539107788,0.00070401110511208,0.00992259195672826,0.000680625638642966,0.00996626753184079,0.000755937631793216
"11422-83",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690865851739836,0.0101217509819591,0.000571366835262758,0.00999283418598341,0.000616499549886561,0.010076765903972,0.000632501140902085,0.0101733958282225,0.000708790400931019,0.0102260987003681,0.000668276955094247
"11422-84",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688657788801949,0.00974334518499403,0.000748666852220856,0.0098451133618083,0.000684335425033827,0.00985765833586,0.000777505637451598,0.0099576921433584,0.000804503335475637,0.00992785593568841,0.000661390960170258
"11422-85",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689368335467482,0.0096163382190188,0.000736992219664391,0.00984582168003276,0.000599863553327816,0.0098429504062637,0.000711480422497336,0.0100109066733708,0.000752450218139392,0.0100052671303391,0.000594429860866694
"11422-86",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688555844473576,0.00920087797857887,0.000792198763418439,0.0089718459944542,0.00078984708754228,0.00899650685951431,0.000799720564854366,0.00885956982650464,0.00080395664291171,0.0088098136874827,0.000799605752895692
"11422-87",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689484716125738,0.00956412838813703,0.000741603904755307,0.0106596358231142,0.000644993540220794,0.0106258010438973,0.000690600932353171,0.0105993301067133,0.000756920398178804,0.0105666198462008,0.00067785620389438
"11422-88",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688977253537961,0.00874450946473154,0.000740386428610984,0.00883180327962424,0.000761949322467871,0.00874505082730227,0.000783237290519935,0.00871236807267976,0.000864852246559474,0.0087689087247196,0.000928503136856057
"11422-89",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688360074053445,0.00812678950038861,0.00058583904794764,0.00878269311814394,0.000540291792775499,0.00876147193877744,0.000634807358754775,0.00887242952949509,0.000619336955551307,0.00880227658373949,0.000613433810331214
"11422-90",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689489239020731,0.00947944736011544,0.000702662487275177,0.0103524010943016,0.000740111557831606,0.010406498115412,0.000777484412145292,0.0102950057801654,0.000792271472856931,0.0102852402805128,0.000697973798930533
"11422-91",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688862884219577,0.00973526934804411,0.000614764215109073,0.0102413350644314,0.000706118815498833,0.0102113584985015,0.00075783698404444,0.0101336719739281,0.000736008191465912,0.0101392660387127,0.000736375992270849
"11422-92",2200,0.00995033085316809,-0.7,0.8,0.1,0.0691161997552471,0.00979730078696538,0.000639510828232571,0.0109549521350994,0.000635939294214361,0.0109202570363234,0.000644993290329254,0.0110366352374423,0.000625460228787568,0.011077548303302,0.000646937412312799
"11422-93",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690786483345367,0.00921531628879079,0.000647790897607363,0.00963295538035979,0.000754952424528756,0.00968800591705714,0.000763394652517052,0.0095465922504392,0.000686623999695487,0.00952050243010758,0.000663977658224239
"11422-94",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688769817077453,0.00915693376519903,0.000674663548102574,0.00948968187593668,0.00077936572497951,0.00947194208261904,0.000832883898515128,0.00948491318483512,0.000682627073379548,0.00942975045788801,0.000842357511050025
"11422-95",2200,0.00995033085316809,-0.7,0.8,0.1,0.0687782647154823,0.0104507757523938,0.000828554110001979,0.0113221602438029,0.000874379088765368,0.0113480847504789,0.000957376476889573,0.0115794492694166,0.000779711715169457,0.0115762553081318,0.00074699379656543
"11422-96",2200,0.00995033085316809,-0.7,0.8,0.1,0.068982912366348,0.00922229495198503,0.000767743864166418,0.0100418108670585,0.000637422078314951,0.010052065578603,0.000670088845488626,0.0100188283045281,0.000751487853478737,0.0100004274131828,0.00054773249700711
"11422-97",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688888890240866,0.00965873673769419,0.000675042138785912,0.00936218338842026,0.00067926708957227,0.00923366453735168,0.000741257968713243,0.00937605610036278,0.000716959429411717,0.00937649759188752,0.000739034176316506
"11422-98",2200,0.00995033085316809,-0.7,0.8,0.1,0.0689086757237675,0.00936406187306078,0.000741459749709985,0.00986075468620564,0.000722693691674814,0.00990086636480497,0.000854609377149614,0.00998884417400844,0.000699370264033005,0.0100001479775281,0.0006939033016488
"11422-99",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688032250734152,0.00985999541921467,0.000960283472456956,0.0101762809301251,0.000721560964921224,0.0101486924907951,0.000877484929888408,0.0101672323694818,0.000848311045440734,0.0100874850260945,0.00083740302826809
"11422-100",2200,0.00995033085316809,-0.7,0.8,0.1,0.0690007053564534,0.00946641724686891,0.000753336344905576,0.00998567616714993,0.000729485182060082,0.0100163682214633,0.00069839974521569,0.0100768981189865,0.000595065897321048,0.0100452779970159,0.000717660639462588
"11422-101",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688708957794789,0.00963526933874357,0.000771203212256028,0.0101892864166496,0.00094411700067414,0.0102264837482614,0.000778551638758717,0.0103478333382882,0.00089969535289679,0.0102732903696776,0.000905793529779141
"11422-102",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688680014568002,0.00993133535599338,0.000701808569610953,0.010960579106757,0.00069666168584754,0.0109650257805221,0.000755599892266917,0.011101596475757,0.000768442175271818,0.0110405691061838,0.000745898261948485
"11422-103",2200,0.00995033085316809,-0.7,0.8,0.1,0.0691334660362042,0.00963795349891152,0.000722224790289237,0.010173737094506,0.000635833037652967,0.0101118814594291,0.000796887082937131,0.0101633108109773,0.0008149625237268,0.0101050409327846,0.00066102655819644
"11422-104",2200,0.00995033085316809,-0.7,0.8,0.1,0.0688123684372388,0.00733648948955491,0.000646042489051822,0.00799119547269282,0.000756021318951677,0.0079398129205143,0.000652894523155488,0.00805131842249647,0.000651467149541311,0.00802681490176815,0.000814950046924986
"11422-105",2200,0.00995033085316809,-0.7,0.8,0.1,0.068736784490743,0.00949362293959457,0.000732071685977948,0.0103251925074898,0.000687967792164911,0.0103445765221197,0.000795528076524303,0.0104395061077623,0.000847805372590017,0.0103485673813021,0.000817080116350213
"11422-106",2200,0.00995033085316809,-0.7,0.8,0.1,0.0691041429014546,0.0088251133095154,0.000774439945904533,0.0092376113150576,0.000607840464632918,0.00923496740405504,0.000689293918547901,0.00916058516084568,0.000643769772672077,0.00916887060495081,0.000686215621099942
