"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_noY","se_beta_noY","beta_Y","se_beta_Y","beta_logY","se_beta_logY","beta_logYoverPop","se_beta_logYoverPop","beta_logY_logPop","se_beta_logY_logPop"
"11422-1",2200,0.00995033085316809,-0.7,0.6,0.1,0.0717128508720161,0.00966667227373127,0.000975292518004905,0.0105446733563876,0.000879862452081454,0.0105523443393875,0.00106304815568016,0.010802460755325,0.000926775031630835,0.0108986622113825,0.000851029193319289
"11422-2",2200,0.00995033085316809,-0.7,0.6,0.1,0.0716453153044996,0.00882205291756127,0.000811394654040326,0.0101997084190191,0.000928310315923382,0.0100138952851707,0.0009058325266938,0.00994222635724289,0.000876286049547617,0.00999364254297333,0.00101109290120106
"11422-3",2200,0.00995033085316809,-0.7,0.6,0.1,0.0717084391263236,0.009732287984729,0.000865404460227725,0.0104642774804976,0.00090046223599235,0.0104406827407878,0.00090867190820325,0.0105154164334578,0.000970566130472994,0.0105145288475169,0.000872944987988719
"11422-4",2200,0.00995033085316809,-0.7,0.6,0.1,0.071796773083732,0.00973270419020384,0.000792539370293462,0.0100688139181199,0.000873977621385789,0.010086003941875,0.000818443363962002,0.0101821064649994,0.000830360876780764,0.010220959673916,0.000836103814310153
"11422-5",2200,0.00995033085316809,-0.7,0.6,0.1,0.0717138821801529,0.00890971108913696,0.000857734209679854,0.0104252847920377,0.001029723870207,0.0104585977788965,0.000830430155213524,0.0105975772470644,0.000990116398246119,0.0105524354587314,0.000913229928945803
"11422-6",2200,0.00995033085316809,-0.7,0.6,0.1,0.0717889784648968,0.0101618951381081,0.000831958283081574,0.0109177325301445,0.000929850512883756,0.0108664348865187,0.000916188397831144,0.0108130932326061,0.000819821161125927,0.0108698347016111,0.000747850149972665
"11422-7",2200,0.00995033085316809,-0.7,0.6,0.1,0.0716456891676374,0.0102727445143463,0.000888325586441465,0.011382173276333,0.000922685717636481,0.0113747140678888,0.000942343445951767,0.0112661803295,0.000850905199926776,0.0112832316847849,0.00106675689258839
"11422-8",2200,0.00995033085316809,-0.7,0.6,0.1,0.0717732392318562,0.00999726049499683,0.000905241028597841,0.0108970948791416,0.00109909500600004,0.0107949633269521,0.000903203957370499,0.0109576179122656,0.000839610380202283,0.0109220473521628,0.000975518918159068
"11422-9",2200,0.00995033085316809,-0.7,0.6,0.1,0.071801908446125,0.00987666732221706,0.000727160587281914,0.010556804374668,0.000850894516487254,0.0105109778297626,0.000766325329526123,0.0105622209590601,0.000748984020653796,0.0104852410080554,0.000777880109757836
"11422-10",2200,0.00995033085316809,-0.7,0.6,0.1,0.0717501782527549,0.00877849257456152,0.00103609964523729,0.00843259028535249,0.000892765186324208,0.00846607444523378,0.000868008403041245,0.00831413144657938,0.00104595027257787,0.00836494716496887,0.000920620508255148
"11422-11",2200,0.00995033085316809,-0.7,0.6,0.1,0.0718192230727544,0.0100393345512244,0.000881408045127346,0.010807385787035,0.0010260222658,0.0107946389248746,0.000892071771903303,0.0109826699671816,0.00089141622378921,0.0109510329325657,0.00098072431282633
"11422-12",2200,0.00995033085316809,-0.7,0.6,0.1,0.0715104558576201,0.0103586824200787,0.000890504527788535,0.0106099211069759,0.000839883654393015,0.0105752515256696,0.000836488640772864,0.0107328297125628,0.000842759836058165,0.0107071568632164,0.000948555572433435
"11422-13",2200,0.00995033085316809,-0.7,0.6,0.1,0.071702237338127,0.0090064655671303,0.00106205118768816,0.00982456372939565,0.000814670516930084,0.00981504168379441,0.000908689991050267,0.00975693328495184,0.000786757440559358,0.00981467591183284,0.000994581650987425
