"sim","N","beta1","muU","sigmaU","q","avg_prev","beta_noY","se_beta_noY","beta_Y","se_beta_Y","beta_logY","se_beta_logY","beta_logYoverPop","se_beta_logYoverPop","beta_logY_logPop","se_beta_logY_logPop"
"11422-31",2169,0.00995033085316809,-0.7,0.8,0.1,0.113902373170162,0.010222557596819,0.000567995141699684,0.0108070933703532,0.000519696829603791,0.0107482335890151,0.000597947845404474,0.0107300176768264,0.000693374806341935,0.0107294731039304,0.000593660892393583
"11422-32",2169,0.00995033085316809,-0.7,0.8,0.1,0.113678584053623,0.00948084664950584,0.000686809560087787,0.010630555146801,0.000647544614767809,0.0106326873018645,0.00057770531777792,0.0105729742083601,0.000551877271615908,0.0105267631366763,0.00055849402351976
"11422-33",2169,0.00995033085316809,-0.7,0.8,0.1,0.113626380506669,0.00950900204952681,0.000615787768704151,0.00979076293426707,0.000597358960992026,0.00978058996510481,0.000507187499024405,0.00976550325571443,0.000672726065548951,0.00977784158339198,0.000505800218013319
"11422-34",2169,0.00995033085316809,-0.7,0.8,0.1,0.113899416932604,0.00948246214504437,0.000521616999579355,0.00971081716022447,0.000645396640109912,0.00970501676480279,0.000651506369994466,0.0097946854919594,0.000552465843714025,0.00979802982503277,0.000565121611788506
"11422-35",2169,0.00995033085316809,-0.7,0.8,0.1,0.113417298385399,0.00927273010972585,0.000595516362917885,0.00956723887711566,0.000765743993242275,0.00955692022787214,0.0006597555828975,0.00962468455320815,0.00056082313217993,0.00968848694495971,0.000595686527003985
"11422-36",2169,0.00995033085316809,-0.7,0.8,0.1,0.113608782356366,0.00967534295190226,0.000577366474486236,0.00982377507052757,0.000580247017638451,0.00983202518330134,0.000603289819381817,0.00987974596608598,0.000574984962236822,0.00989442367088651,0.000655745172705608
"11422-37",2169,0.00995033085316809,-0.7,0.8,0.1,0.113469806178149,0.00972607103382732,0.000522849034439805,0.010154184228102,0.000684152759845088,0.0101432278353482,0.000600739173465374,0.0101934784093702,0.000546300372303273,0.0102418435839133,0.000755216645382338
"11422-38",2169,0.00995033085316809,-0.7,0.8,0.1,0.113476316774304,0.0100534613886571,0.000632852971265169,0.0105512034879991,0.000633928425395665,0.0104714368626937,0.00065830548086802,0.0104628119745207,0.00055357819238966,0.0104978498028801,0.000620334432637166
"11422-39",2169,0.00995033085316809,-0.7,0.8,0.1,0.113615666446181,0.00858022395182251,0.000554936110101718,0.00913293848976943,0.000487648165441043,0.00917765123276883,0.000624651228350603,0.00908977338964975,0.000661430081673226,0.0090651086510277,0.000589640764427312
"11422-40",2169,0.00995033085316809,-0.7,0.8,0.1,0.1137399033111,0.00947281919522366,0.00056221476037475,0.00970720282118133,0.000458097021398963,0.00970754642551103,0.000522001274551941,0.00975858724504747,0.00071321524560002,0.00977839250344694,0.000505382560444641
"11422-41",2169,0.00995033085316809,-0.7,0.8,0.1,0.113618779736273,0.00868049047141533,0.000570108619618811,0.00885554796905581,0.000633982909830428,0.00885493058982334,0.000547412426814433,0.00893524030407587,0.000596529764282399,0.00893046723516733,0.000619487519920557
"11422-42",2169,0.00995033085316809,-0.7,0.8,0.1,0.11371707794214,0.00909568470075444,0.000574249668382199,0.00942883158600437,0.000568123912915503,0.00938762933702763,0.000518548707563311,0.00946705817169768,0.000511328919159645,0.00948628976454985,0.000642412622372064
"11422-43",2169,0.00995033085316809,-0.7,0.8,0.1,0.113662944866194,0.00940431666920841,0.000596738270767091,0.0101282110720498,0.000578326262767596,0.0101059307895286,0.000643994846421944,0.0102219099922519,0.0006029420084324,0.0102317958865391,0.000555632548437159
"11422-44",2169,0.00995033085316809,-0.7,0.8,0.1,0.113528917011383,0.0104397098762786,0.000630952222571351,0.0110927508322537,0.000707608651179709,0.0110737124051219,0.00059852927853279,0.0111152168189131,0.000661733762226962,0.0111458766807479,0.000602694968079292
"11422-45",2169,0.00995033085316809,-0.7,0.8,0.1,0.113523205170398,0.0098523364083361,0.000623501158873937,0.0110024192220238,0.000609793929123754,0.0110089445449848,0.000560388302060435,0.0109826250024472,0.000487489695014764,0.010976713747096,0.000586050429000751
"11422-46",2169,0.00995033085316809,-0.7,0.8,0.1,0.113462815330688,0.010349271075077,0.00059454825493149,0.0109132712797587,0.00055972635445211,0.0108708938428862,0.000648985693983059,0.0108624074789465,0.00070248302853885,0.0108935859580451,0.000626091792438412
"11422-47",2169,0.00995033085316809,-0.7,0.8,0.1,0.113624236600737,0.010191126399675,0.000567946325695763,0.0104781093368165,0.000520186396059696,0.0104328136539725,0.000659083932734775,0.01036610842324,0.000464409702261525,0.0103318252353951,0.000560510364538732
"11422-48",2169,0.00995033085316809,-0.7,0.8,0.1,0.113815686513536,0.00985861250881864,0.000531763286966236,0.0101784157570747,0.000535694807606314,0.0101070955550556,0.000650162398854278,0.0103016151076485,0.000583502761828883,0.0102947460649909,0.000548711711844356
"11422-49",2169,0.00995033085316809,-0.7,0.8,0.1,0.113763801640101,0.00948643685408038,0.000569509210815841,0.0101474350735501,0.000608663052586,0.0101248080579832,0.000571739188216008,0.0100826472692598,0.000536847245959995,0.0100720785946468,0.000599593498411686
"11422-50",2169,0.00995033085316809,-0.7,0.8,0.1,0.113711969965294,0.0093762701155705,0.000633746571436616,0.0100468888475216,0.00059955315366931,0.0100387479262806,0.000646247524292096,0.0100321110685513,0.000643145806978036,0.0100844689652983,0.00070655909206929
"11422-51",2169,0.00995033085316809,-0.7,0.8,0.1,0.113750596125155,0.00894015965044262,0.00057229937182679,0.00902097016594171,0.00051533279168694,0.00897198494931557,0.000625990368366614,0.00922222233818703,0.000577996871702645,0.00913652302196104,0.000494865080021849
"11422-52",2169,0.00995033085316809,-0.7,0.8,0.1,0.113595270185918,0.00845009526870147,0.000564967842288862,0.00894818153775668,0.000656560071072446,0.00893218974991796,0.000605878045787896,0.00878146084583307,0.000650712527347309,0.0087426366852936,0.000591821937556642
"11422-53",2169,0.00995033085316809,-0.7,0.8,0.1,0.113519239545377,0.0100406555672644,0.000680729289532045,0.0103894339280414,0.000567657851818438,0.0103718703957675,0.000585956046317764,0.0103713849967511,0.000640253925950197,0.0103885332345438,0.000659635584114731
"11422-54",2169,0.00995033085316809,-0.7,0.8,0.1,0.113542068009515,0.0095028782874946,0.000596942434809232,0.0100688157886375,0.000586688068919161,0.0100389223539794,0.000559935333185875,0.0100329275203272,0.000541061038094225,0.0100048883483075,0.000535587394639179
"11422-55",2169,0.00995033085316809,-0.7,0.8,0.1,0.113544835240986,0.0090618755478447,0.000561035866554645,0.00971102137654216,0.000592896601861354,0.0097514058624129,0.000751746475859083,0.0097718679116027,0.000656945589158399,0.009749655124308,0.00060588416144441
"11422-56",2169,0.00995033085316809,-0.7,0.8,0.1,0.113243702351021,0.00989004795195409,0.000693403730082483,0.0101719089463958,0.000583945852290119,0.0101359814855719,0.000695029337859441,0.0100954157534649,0.000639649401594904,0.0100782629442019,0.000576027734495847
"11422-57",2169,0.00995033085316809,-0.7,0.8,0.1,0.113488032028333,0.00999593768883268,0.000616434686639389,0.0102600438026055,0.000649250258617868,0.0102760747669581,0.0004896556090093,0.0102564931414457,0.000516488501610371,0.0102137040866773,0.000530009259444203
"11422-58",2169,0.00995033085316809,-0.7,0.8,0.1,0.113731432587632,0.0100736863214232,0.00053129455225575,0.0105024684803115,0.000589421055099138,0.0104528651484438,0.000540170209032065,0.0106522010289351,0.000625510702186093,0.0106863224745143,0.000633145237159943
"11422-59",2169,0.00995033085316809,-0.7,0.8,0.1,0.113635149592284,0.00984459396678301,0.000603846802448759,0.0101603612140526,0.000592512559936043,0.0100980324377363,0.000469160207329728,0.0102166195497796,0.000584869012971532,0.0101567690298232,0.000624250844107081
"11422-60",2169,0.00995033085316809,-0.7,0.8,0.1,0.113553033670908,0.00911772369374305,0.000540196523582354,0.00972361901807367,0.000607816797165422,0.00968976544656387,0.000595022181328189,0.00961354270738913,0.000473151046507936,0.00966496307114416,0.000612802362880448
"11422-61",2169,0.00995033085316809,-0.7,0.8,0.1,0.113663481476868,0.00938401553019784,0.000632425062955215,0.00925912932948805,0.000673929187476712,0.00927468462227814,0.000623515891884964,0.00924571251222543,0.000621075710378425,0.0092812487807317,0.000585998849879155
"11422-62",2169,0.00995033085316809,-0.7,0.8,0.1,0.11363562377548,0.009814355738143,0.00063173368905445,0.0104387182691723,0.000665291414024816,0.0104444630040391,0.000688755168086562,0.0105322384658226,0.000571062099248275,0.0105438820545672,0.000564642760673563
"11422-63",2169,0.00995033085316809,-0.7,0.8,0.1,0.113546984930925,0.00928338610599378,0.000676333590458249,0.0103082345450356,0.000558811226700302,0.0102666916112366,0.000536013502311663,0.0104186025212725,0.000595522850711557,0.0104133452488824,0.000622792332462339
"11422-64",2169,0.00995033085316809,-0.7,0.8,0.1,0.113586639877679,0.00858482334823256,0.000590412853850825,0.0094195200569255,0.000542289069403141,0.00939667239788256,0.000550341825215413,0.00939406992869737,0.00061988581789077,0.00940286984636332,0.00062468488338155
"11422-65",2169,0.00995033085316809,-0.7,0.8,0.1,0.113548099115452,0.00933791812021717,0.000632604516995446,0.00987515988402538,0.000670020762922739,0.00984969052927233,0.00056276234856727,0.00986096089748809,0.000606315280549113,0.00984633610386138,0.000568654242493834
"11422-66",2169,0.00995033085316809,-0.7,0.8,0.1,0.113477106021267,0.00979219516282284,0.000615487420229035,0.010078058989337,0.000695300270276528,0.010073069750834,0.00066627797552903,0.0102439167849551,0.000614834635024189,0.0102316053189489,0.000617592802333187
"11422-67",2169,0.00995033085316809,-0.7,0.8,0.1,0.113758993126478,0.00977956464729893,0.000565013611038098,0.0103973535636431,0.00050301318331539,0.0103715565871859,0.000582038014890837,0.0103171216785393,0.000475416561190578,0.0102772388888991,0.000556657880454474
"11422-68",2169,0.00995033085316809,-0.7,0.8,0.1,0.11361433914388,0.00981635647815726,0.000601432348015605,0.00998741284516652,0.000558853001231768,0.0100228728229751,0.000571543505276394,0.00992477424465327,0.00060171048147485,0.00989580413552468,0.000585159653972844
"11422-69",2169,0.00995033085316809,-0.7,0.8,0.1,0.113472430648854,0.00898734092235837,0.00067960372958578,0.00969708765173731,0.000544555424839357,0.00964497926987043,0.000655597623190324,0.00975065955137781,0.00061392285358091,0.00978879303572757,0.000570526747470043
"11422-70",2169,0.00995033085316809,-0.7,0.8,0.1,0.11381673353422,0.00887453740020452,0.000499243320978632,0.00918357615108495,0.000562658325421056,0.00920187816024983,0.000562477829454274,0.00929504978982844,0.000532793494547026,0.00928400828727345,0.000603149922830962
"11422-71",2169,0.00995033085316809,-0.7,0.8,0.1,0.11360942692962,0.00906568233607163,0.000630421141457221,0.00912776120457639,0.000605447586660622,0.00910191298747576,0.000568338751350549,0.00923111405442578,0.000668360784491072,0.00924949569053841,0.000531714097941548
"11422-72",2169,0.00995033085316809,-0.7,0.8,0.1,0.113625156686467,0.00932173669250488,0.000547800524481276,0.00991460446136976,0.000692583741105907,0.00985805052507106,0.000576749504475314,0.00988923179590416,0.00050904187695726,0.00990306323650473,0.000695196984063942
"11422-73",2169,0.00995033085316809,-0.7,0.8,0.1,0.113611590920638,0.0096467861636925,0.000486781900764825,0.00961857374374871,0.000654569804703641,0.00952977484986972,0.000647101519488391,0.0098042958273597,0.000674848278980869,0.00986273923858655,0.000547888203058663
"11422-74",2169,0.00995033085316809,-0.7,0.8,0.1,0.113731466520159,0.00956194099614021,0.000489382404193204,0.00973023352608257,0.000584013635790147,0.0097306408247006,0.00053472239296511,0.00964990511707919,0.000629085234100618,0.00967762825742515,0.000582420611468844
"11422-75",2169,0.00995033085316809,-0.7,0.8,0.1,0.113658326393041,0.00961097700025275,0.000637187766265262,0.0106559748414118,0.000520020558704848,0.0105885348936107,0.000582116070366173,0.0104548395266515,0.000508712076301515,0.010565868984316,0.00056747307695865
"11422-76",2169,0.00995033085316809,-0.7,0.8,0.1,0.113540262172548,0.0101331071474228,0.000614785997359114,0.0107221744234347,0.000584363119200309,0.0106918742054744,0.000541370809100149,0.0108367146694691,0.000649048927687598,0.0108122150876457,0.00052588312906699
"11422-77",2169,0.00995033085316809,-0.7,0.8,0.1,0.113902778798919,0.00944378393185354,0.000561328393443901,0.00983715273562631,0.00049473526910266,0.00984541944525349,0.000570159095795321,0.00991298099193781,0.000541508736625916,0.00992488922976578,0.000519889323853955
"11422-78",2169,0.00995033085316809,-0.7,0.8,0.1,0.1136594333144,0.00921129077089916,0.000561513451284063,0.00953356271177357,0.000540282493881084,0.00944627501843624,0.000556130540597698,0.00970860717820982,0.000582512443080162,0.00965908524226,0.00056618962869484
"11422-79",2169,0.00995033085316809,-0.7,0.8,0.1,0.113477699235133,0.00945234796465935,0.000632276185750402,0.0100475787397774,0.000581027020731387,0.0100268579715587,0.000640451573771834,0.010070937268807,0.000600320931142848,0.0100671230861931,0.000569296197184736
"11422-80",2169,0.00995033085316809,-0.7,0.8,0.1,0.113820980924018,0.00927919043979464,0.000600846474501195,0.00934508529039563,0.000564441975512374,0.00932194097290434,0.000552247231771336,0.00935866171638692,0.000482207075095511,0.00935930475569751,0.000524860174122113
"11422-81",2169,0.00995033085316809,-0.7,0.8,0.1,0.113665732728823,0.0101687074274944,0.000521831213966682,0.0109489397954072,0.000534864214857025,0.0109095390919171,0.000505758447589989,0.0110949311847477,0.000653008330322018,0.011114369993219,0.000513797578241797
"11422-82",2169,0.00995033085316809,-0.7,0.8,0.1,0.113476357025286,0.0101502558333921,0.000509888125888995,0.0106293466884816,0.000555024784885808,0.0106178210929694,0.000602652699589715,0.0107406687685702,0.000511171367151032,0.0106833151507161,0.000558251961941119
"11422-83",2169,0.00995033085316809,-0.7,0.8,0.1,0.11363133339056,0.00920696185941278,0.000537449155119907,0.00973414729317972,0.000628731029143419,0.00968721171080606,0.000621535635498791,0.00961123361485132,0.000625251100765483,0.0096637675684271,0.000638809938260532
"11422-84",2169,0.00995033085316809,-0.7,0.8,0.1,0.113582125776093,0.0103664889610166,0.000597654667988628,0.0105860813077191,0.000525823763269818,0.010573957307176,0.000568856559152773,0.0106246224360823,0.0005963463638114,0.0106576586484678,0.000574552035970962
"11422-85",2169,0.00995033085316809,-0.7,0.8,0.1,0.113624466465037,0.00939676505930051,0.000712154016436183,0.00989377800979212,0.000699151193340721,0.00985562862989222,0.000482746091954576,0.00999824438485139,0.000727567873675484,0.009995113869829,0.000653725908415881
"11422-86",2169,0.00995033085316809,-0.7,0.8,0.1,0.113726081849666,0.00919435684613509,0.000693652124841378,0.0093592181934551,0.000688374569220131,0.00934008425714129,0.000641199595762554,0.00943247308595608,0.000554444935567959,0.00944658744745796,0.000586790181005972
"11422-87",2169,0.00995033085316809,-0.7,0.8,0.1,0.113542790832977,0.00987290198345364,0.000722412248170622,0.0105512301946785,0.000529486980022961,0.0105974415331962,0.000562925642598582,0.0106208904995048,0.00057519539001186,0.0106105981925332,0.000626259416839392
"11422-88",2169,0.00995033085316809,-0.7,0.8,0.1,0.113751501721951,0.00952187449479275,0.000439182020109889,0.00970096956159416,0.000510227487785988,0.00971203364809459,0.000561416184435532,0.00961830200096942,0.000514600474810162,0.00963894544265085,0.000504264715606458
"11422-89",2169,0.00995033085316809,-0.7,0.8,0.1,0.113704990575278,0.00989618834435606,0.000533389106272257,0.0107140835872964,0.000639659441220379,0.0107010124004902,0.000491563845678428,0.01075868602371,0.000607043864555304,0.0107894720325898,0.000651209587580436
"11422-90",2169,0.00995033085316809,-0.7,0.8,0.1,0.113606114496285,0.00947882788915616,0.000604451198916633,0.00985375423853994,0.000538286275435499,0.00984749874888262,0.000534800904534739,0.00973673743587581,0.000480533607712987,0.00978758664540495,0.000576090504381877
"11422-91",2169,0.00995033085316809,-0.7,0.8,0.1,0.113677914747048,0.0100939832322818,0.000600689216433372,0.0102502173934448,0.000561449487161471,0.0102308607874055,0.000510607370150245,0.0103443608294877,0.000571203831928516,0.0102871850657003,0.000598119534550612
"11422-92",2169,0.00995033085316809,-0.7,0.8,0.1,0.113606280618124,0.00983214001118413,0.000632667755623203,0.010287803456362,0.000714216103831604,0.0102724717631696,0.000562070570386871,0.0102209557167634,0.000601103472246006,0.0101923692279296,0.000671477571415996
"11422-93",2169,0.00995033085316809,-0.7,0.8,0.1,0.11337968066331,0.010068948192339,0.000724371187639921,0.0105486746603297,0.000647405262674205,0.0104858635837482,0.000635336782409703,0.0104299506877839,0.000588282718948475,0.01048399453225,0.000588878716027725
"11422-94",2169,0.00995033085316809,-0.7,0.8,0.1,0.113636895481599,0.00952232019245612,0.000603865922071506,0.00977152646208404,0.000500446307617066,0.00975867950897801,0.000544045396250484,0.00981823660807461,0.000562462961988379,0.00986954012896551,0.000632882190056234
"11422-95",2169,0.00995033085316809,-0.7,0.8,0.1,0.113812199394756,0.0095836755710214,0.000516208940027317,0.0100083799049165,0.000549420329644992,0.00996603316095335,0.000680490150726799,0.00992860052174634,0.000554930766518065,0.00994620382115073,0.000517138852813579
"11422-96",2169,0.00995033085316809,-0.7,0.8,0.1,0.113667524043694,0.00996211805914708,0.00052308577157199,0.0105773063996388,0.00054309245474038,0.0105060715302394,0.000633915142804222,0.0106101860509876,0.000565573198551512,0.0105818925645291,0.000516280876666328
"11422-97",2169,0.00995033085316809,-0.7,0.8,0.1,0.113778350822858,0.0091076453523094,0.000542331346018125,0.00965552786027736,0.00057073280536533,0.0096499114656529,0.000522483321840101,0.00978982188669857,0.000592132354623021,0.00976025793398414,0.000574647817294881
"11422-98",2169,0.00995033085316809,-0.7,0.8,0.1,0.113699638106698,0.00969770969884326,0.000693091360158678,0.00995361535219489,0.00055673360020402,0.00996351300145169,0.000596988296280615,0.0098454196414978,0.000571561270750777,0.00986856015173233,0.000578056921945035
"11422-99",2169,0.00995033085316809,-0.7,0.8,0.1,0.113720809948159,0.00955304192809926,0.000480574581346322,0.00976904720278609,0.000529261062676559,0.0098434501329648,0.000502518734215454,0.00980934961231624,0.000466018237249201,0.00976412403192085,0.000529935800691775
"11422-100",2169,0.00995033085316809,-0.7,0.8,0.1,0.113538515980831,0.00920179045798333,0.000558537869202582,0.00991571446230468,0.000564936180173047,0.00991269413331051,0.000541509943998097,0.00996627362627252,0.00054831139510565,0.00994453576757193,0.000533043655764458
"11422-101",2169,0.00995033085316809,-0.7,0.8,0.1,0.113850194572115,0.00940645314601901,0.000532603029863051,0.00947585154870111,0.000530412676628797,0.00947056688811003,0.000651673790016297,0.00940729540111809,0.000504900426036221,0.00938522393236368,0.000526056583588948
"11422-102",2169,0.00995033085316809,-0.7,0.8,0.1,0.113521536450903,0.00988056793885976,0.000567316229904791,0.0103095606661739,0.000624934216980198,0.0102770598832009,0.000672779871613798,0.0103160261035619,0.000548463416024258,0.0103754408047479,0.000629946696425022
"11422-103",2169,0.00995033085316809,-0.7,0.8,0.1,0.113338567068264,0.00932162755236742,0.000609794290971716,0.00981590503228202,0.000702948831278857,0.00978394388862525,0.000624912127014595,0.00981105385309025,0.000608575247578226,0.00981427368616788,0.000639721892024179
"11422-104",2169,0.00995033085316809,-0.7,0.8,0.1,0.113731012776853,0.00970361397367104,0.000513145860428371,0.0102303805311049,0.000547375641584809,0.0102405288491312,0.000561994248370954,0.0101923993220975,0.000598269839222786,0.0101855557822854,0.000466144731729715
"11422-105",2169,0.00995033085316809,-0.7,0.8,0.1,0.113896721884869,0.00957349937084298,0.00054697284004735,0.00960911118847249,0.000575006410487886,0.00960849432017103,0.000716479111738108,0.0097184855144312,0.000621086045646103,0.00966310250329856,0.000718360015106623
"11422-106",2169,0.00995033085316809,-0.7,0.8,0.1,0.113558265898339,0.00916739805159556,0.000592647686942733,0.00941870235449299,0.000607416456124802,0.00943975241003839,0.000652237921215967,0.0095079283405327,0.000599407481079731,0.00944977793627692,0.000688804005851689
