"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_noY","se_beta_noY","beta_Y","se_beta_Y","beta_logY","se_beta_logY","beta_logYoverPop","se_beta_logYoverPop","beta_logY_logPop","se_beta_logY_logPop"
"11427-1",100,0.00995033085316809,-0.7,0.6,0.1,0.072051295915737,0.00989472032463513,0.00332829370670598,0.0124461037747265,0.00316122209090003,0.0124797636006253,0.00343389599699702,0.0126836042722521,0.00350017825936429,0.0125611096602594,0.00328132835454362
"11427-2",100,0.00995033085316809,-0.7,0.6,0.1,0.0711773722598472,0.00743962027100583,0.00422987464864445,0.00630817497353231,0.003950740746922,0.00620172631740552,0.00391877815042634,0.00602804437378888,0.00376649343234476,0.00551290951443884,0.00420475591055278
"11427-3",100,0.00995033085316809,-0.7,0.6,0.1,0.0715254732331371,0.0107667973511606,0.0044489947815618,0.0123077149777347,0.00424617639812179,0.0123613302981682,0.00326792078869266,0.0117527927536754,0.00438722303518014,0.0116118331335276,0.00407767715065643
"11427-4",100,0.00995033085316809,-0.7,0.6,0.1,0.0726729616970935,0.00913288038433202,0.00318769716721165,0.00866102316549239,0.00386837987655401,0.00869742405108251,0.0032440542625725,0.00831070068538739,0.00336432677655252,0.00696501450401455,0.0031331460760105
"11427-5",100,0.00995033085316809,-0.7,0.6,0.1,0.0725919838513007,0.0077490555225858,0.00457399283423441,0.00625189501885686,0.00443534162943808,0.0067347067159952,0.00415374587245384,0.00588426920139046,0.00375229188805748,0.0057855915468832,0.00392197059266202
"11427-6",100,0.00995033085316809,-0.7,0.6,0.1,0.0712937983175508,0.0066461376618122,0.00353938278812302,0.00874731074614627,0.00338551386733646,0.00885205451522613,0.00367113581407718,0.00913805263992759,0.00345280182921004,0.00919013329880079,0.00400551167911473
"11427-7",100,0.00995033085316809,-0.7,0.6,0.1,0.0707109677837715,0.00965564606162371,0.00544328008991918,0.0111414686347322,0.00577668703674135,0.0105210846480853,0.00723777079179546,0.00982737145456523,0.00722198719224946,0.0100492055271443,0.00793194251965269
"11427-8",100,0.00995033085316809,-0.7,0.6,0.1,0.0715161381816079,0.0127028671177075,0.00346577682073374,0.0139472202020385,0.00283588868586426,0.0139681342148617,0.00299382961030275,0.0141287294286756,0.00317427765569535,0.013935584618243,0.00314705756742538
"11427-9",100,0.00995033085316809,-0.7,0.6,0.1,0.0716458842390264,0.0143860825851047,0.0060210294218349,0.0137811145273939,0.0050811427616632,0.0133384346028576,0.00610062160633507,0.0156615014215992,0.00645072089386484,0.0126146573154992,0.00781404872730163
"11427-10",100,0.00995033085316809,-0.7,0.6,0.1,0.0715267523311079,0.00640302837982089,0.00540516167644471,0.00270192306183887,0.00448172270529312,0.0030386213853137,0.00477582758840127,0.00318344602136831,0.00473402904524593,0.00311295006330074,0.00464979076761033
"11427-11",100,0.00995033085316809,-0.7,0.6,0.1,0.0721356783897859,0.00847678193388125,0.00324765497464946,0.00895015384983228,0.003136272295183,0.00896102490649895,0.00317702110654582,0.00911004875991055,0.00316954333872813,0.00924181404973109,0.00296618695840847
"11427-12",100,0.00995033085316809,-0.7,0.6,0.1,0.0718552768123194,0.007684669224757,0.00706623948601882,0.0062568868563951,0.00562249974827979,0.00574727487004918,0.00680614340372211,0.00472447047026235,0.00651997773525213,0.00297423537375826,0.00635429681863712
"11427-13",100,0.00995033085316809,-0.7,0.6,0.1,0.0721257701819683,0.00772342569079695,0.00394919701113255,0.00776378307393237,0.00403461590542113,0.00786639880152814,0.00385703969629914,0.00785235458475998,0.00352501217178923,0.0079126500575256,0.00458056270883951
"11427-14",100,0.00995033085316809,-0.7,0.6,0.1,0.0712268768557239,0.00806659411798621,0.00337075825147357,0.0120928537977311,0.00344562734909292,0.0118133762061042,0.00348399741735294,0.0123511119622792,0.00339763865801501,0.0115441540989348,0.00302364636772534
"11427-15",100,0.00995033085316809,-0.7,0.6,0.1,0.0721648439701299,0.0114559109031239,0.00491150583191427,0.0127644603709961,0.00505817640894576,0.0127415739541221,0.0036690392230432,0.012183075091761,0.00390017230861249,0.0117374549150455,0.00445475953893556
"11427-16",100,0.00995033085316809,-0.7,0.6,0.1,0.0712661782246673,0.0126120795002227,0.00429864940617416,0.0149484114051806,0.00492920699258718,0.0147230560166292,0.00400897232175281,0.0141846599883369,0.00460777820553018,0.0104629568665565,0.00367914987810194
"11427-17",100,0.00995033085316809,-0.7,0.6,0.1,0.0721702055062754,0.0117850000663306,0.00484224129581533,0.0137654565309709,0.00549966258475617,0.0136088788063333,0.00453301547981263,0.0142893446138812,0.00470074355107762,0.0146493177418684,0.00602564643243765
"11427-18",100,0.00995033085316809,-0.7,0.6,0.1,0.0712679761390952,0.00629325382080929,0.00534129487469381,0.00696671659490315,0.00496781675246259,0.00686155750491919,0.00495935780120141,0.00684325573562224,0.00620476147974025,0.00635224661326628,0.00593782716870671
"11427-19",100,0.00995033085316809,-0.7,0.6,0.1,0.0720612971183017,0.0124420284821439,0.00635241433602817,0.00956608263479574,0.00538714951415745,0.0100188957066392,0.00624134851402185,0.0102452118508994,0.00655310665404908,0.0109850510606102,0.00613944290980434
"11427-20",100,0.00995033085316809,-0.7,0.6,0.1,0.0720610392739981,0.00771787587228761,0.00399212109835835,0.0177881122972242,0.00451339401248612,0.0171747563125338,0.00399637985152897,0.0192318332523831,0.00484715135634245,0.0175043381281307,0.00427453503065426
"11427-21",100,0.00995033085316809,-0.7,0.6,0.1,0.0719332342956304,0.0141430671863612,0.00394869196731681,0.0135930191157264,0.00328441850409622,0.0135296623297092,0.00366148575064559,0.0136587084695963,0.00359899260057402,0.0135586741990998,0.00365794865639399
"11427-22",100,0.00995033085316809,-0.7,0.6,0.1,0.0721965338562645,0.00819615556981617,0.00393579303517292,0.00461104606589103,0.00364353112984415,0.00468751074579929,0.00425357594719317,0.00359935260178693,0.00399725688453488,0.00329135006729949,0.00362448871503269
"11427-23",100,0.00995033085316809,-0.7,0.6,0.1,0.071050533963962,0.00736628949974397,0.00316531273425353,0.0116354676706493,0.00254514133868837,0.0115095611546537,0.00255757745195906,0.0119250096625555,0.00239592800399408,0.0117325410131291,0.00234495432133504
"11427-24",100,0.00995033085316809,-0.7,0.6,0.1,0.0712106676066089,0.00930416036189033,0.00396927472522481,0.00935464795608925,0.00440858932469459,0.00924533305428838,0.0042302931547195,0.00930370402403132,0.00456233233576121,0.00925945101789143,0.00449213957703519
"11427-25",100,0.00995033085316809,-0.7,0.6,0.1,0.0715766459671372,0.00284375078151115,0.00802566031700321,-0.00479719479540749,0.0056629163511251,-0.00508462948435599,0.00631118910577916,-0.00476010825732143,0.00572620576149532,-0.0050739266323207,0.00576210464040192
"11427-26",100,0.00995033085316809,-0.7,0.6,0.1,0.0718533041446253,0.00742771723622763,0.00347656942390872,0.010827316740011,0.00347850150157055,0.0108287145531679,0.00324861359766435,0.0110985001279039,0.00314684781161008,0.0104618273831839,0.00336217760935848
"11427-27",100,0.00995033085316809,-0.7,0.6,0.1,0.0724995143324813,0.00567149031533591,0.00555705088126334,0.012937850832167,0.00581757434064148,0.0122523489345945,0.00576317091561668,0.0121315424593928,0.00524962868944259,0.0128196942126995,0.00615120976435235
"11427-28",100,0.00995033085316809,-0.7,0.6,0.1,0.0709798038776017,0.0068913996166361,0.00483757314734154,0.0102572050197908,0.00357805497220895,0.0103449591266592,0.0033049279677862,0.00965962731343781,0.00361242925753554,0.0109838717898064,0.0037921105960113
"11427-29",100,0.00995033085316809,-0.7,0.6,0.1,0.0710582567698079,0.0165896756279782,0.00445849397492255,0.0182121246751392,0.00495519096243129,0.0180812847942717,0.00425134131750573,0.0180699989577972,0.00393955679209616,0.0175709024439898,0.00477618322462961
"11427-30",100,0.00995033085316809,-0.7,0.6,0.1,0.0719563194770391,0.0120398549374045,0.0043223089058423,0.013758632642323,0.00445266266610698,0.0141443489768373,0.00518288263783246,0.0134876439870922,0.00630239835518642,0.0132695634247656,0.00537110564760223
"11427-31",100,0.00995033085316809,-0.7,0.6,0.1,0.0716392120072872,0.00935536714164621,0.00350173835975687,0.00896500069730667,0.00341051007179911,0.00884314449998195,0.00294210848043875,0.00887475159682567,0.00342242211217959,0.0088202571703927,0.00390064415333443
"11427-32",100,0.00995033085316809,-0.7,0.6,0.1,0.0713386034202299,0.00784581718769491,0.00417377575885345,0.0128140329889264,0.00398844578686123,0.0126720681694199,0.00454860229917162,0.0127055467921242,0.004633292625313,0.0120092789169607,0.00375695482643321
"11427-33",100,0.00995033085316809,-0.7,0.6,0.1,0.0708634499764654,0.0100389906421519,0.00339718902195141,0.010311443911894,0.0036305574525084,0.0104020963378061,0.00346054314206335,0.0104325347685201,0.00375874195919208,0.0101979767762284,0.00318991219055717
"11427-34",100,0.00995033085316809,-0.7,0.6,0.1,0.071177552070399,0.00599760935741409,0.0057736402400413,0.0079142585897279,0.00542553752123206,0.00758574554904008,0.00568166177580738,0.00587040980485408,0.00545671584066139,0.0118187420735337,0.00658591662328587
"11427-35",100,0.00995033085316809,-0.7,0.6,0.1,0.0713357059503942,0.0082544132602751,0.00407734301911872,0.00998754444113707,0.00356362984550102,0.0101085048163028,0.00412290450763777,0.0106417235976805,0.00432852168659171,0.0107644227847926,0.0036454431808915
"11427-36",100,0.00995033085316809,-0.7,0.6,0.1,0.0715126068202439,0.00319143273186977,0.00374143907516779,0.00521821798882656,0.00388915659061488,0.00551593301805658,0.0035832628567588,0.00602654521605189,0.00395324396520108,0.00187675772441864,0.00409973352649277
"11427-37",100,0.00995033085316809,-0.7,0.6,0.1,0.0712945019946291,0.0115473503759607,0.00321524232381307,0.0143321549689835,0.00278991235870411,0.0143627498226439,0.00313209930613705,0.0148654798280935,0.00344496927732519,0.0171153960692744,0.00454966244286002
"11427-38",100,0.00995033085316809,-0.7,0.6,0.1,0.0724421335195608,0.00771941621359434,0.00723938930517358,0.00502710283770633,0.00721073324448747,0.00587527307890901,0.00634556227678511,0.00647828069654007,0.0066843964458642,0.00772203345536522,0.00609004637102949
"11427-39",100,0.00995033085316809,-0.7,0.6,0.1,0.071418842925025,0.0103573279237945,0.00305085085249949,0.0109764276768459,0.00308018458458601,0.0108558907651709,0.00320659939159673,0.0108250907372967,0.00278889581263016,0.0107881738948285,0.0030682852539789
"11427-40",100,0.00995033085316809,-0.7,0.6,0.1,0.0716944265435943,0.0114880329883835,0.00480709161088911,0.00843633359599859,0.00561078862804142,0.00836045560747068,0.00472025065013694,0.00779819116696398,0.00506831001821741,0.00731576844456206,0.00489158499334015
"11427-41",100,0.00995033085316809,-0.7,0.6,0.1,0.0712345578357132,0.00853211894785011,0.00410251775886464,0.0111577990094931,0.00422801081708378,0.0108062922065851,0.00361616930460641,0.010201260260087,0.00409597698739722,0.0123512725956863,0.00380451151924196
"11427-42",100,0.00995033085316809,-0.7,0.6,0.1,0.0714217961505627,0.00873313125147597,0.00387587465004083,0.0169224073911916,0.00378518720812213,0.0167071104332767,0.00398211385491422,0.0159517251941064,0.00358215252984588,0.0131350627104669,0.00273504026445215
"11427-43",100,0.00995033085316809,-0.7,0.6,0.1,0.0710806555600436,0.0139123160277901,0.00693687916724563,0.0165438598689889,0.0079427928672115,0.0162287583987993,0.00768601462830867,0.0168905267399472,0.00597283969189135,0.0154076229888779,0.00490289922254222
"11427-44",100,0.00995033085316809,-0.7,0.6,0.1,0.0720265788174713,0.00912025579029903,0.0051423676370686,0.00976188450648694,0.00605014143694588,0.00932951905042726,0.00443208259851469,0.0103943568685264,0.005436784414356,0.0108130459719997,0.00472925244963489
"11427-45",100,0.00995033085316809,-0.7,0.6,0.1,0.0717189440381408,0.00879919465682514,0.00455167879561472,0.00702792732248981,0.00500134232419065,0.00681835504876342,0.0046461010699874,0.00680706567256168,0.00412027726438778,0.00677262683086342,0.0047103078164845
"11427-46",100,0.00995033085316809,-0.7,0.6,0.1,0.0718583722241952,0.00963037681009355,0.00441141261046641,0.0110545564437433,0.00500985729193385,0.0105322351239486,0.00479678442924346,0.0109393672201821,0.00506772211512035,0.0085434698811815,0.00507668163227941
"11427-47",100,0.00995033085316809,-0.7,0.6,0.1,0.0720428086998329,0.0127065122763201,0.00534098681858115,0.0155571963543747,0.00531573962818822,0.0157231651599181,0.00613760858936603,0.0163882169026417,0.00484072176044814,0.0162855815983213,0.00562861694403285
"11427-48",100,0.00995033085316809,-0.7,0.6,0.1,0.0718954989331211,0.00510761041187045,0.00328370054446182,0.00443393424234738,0.00310339556758267,0.00435645885860648,0.00324335754336516,0.00416602424685134,0.00333990358265526,0.00426564688197793,0.00335283882372278
"11427-49",100,0.00995033085316809,-0.7,0.6,0.1,0.070438809658008,0.00356715683416269,0.0032643705935574,0.00175936537966753,0.0034241356116168,0.00156270277307502,0.00318242778457049,0.00140255131543706,0.00323356846295974,0.00145338399386157,0.00380143222277772
"11427-50",100,0.00995033085316809,-0.7,0.6,0.1,0.0720790643345429,0.00835783959063469,0.00289872754814955,0.00743111388675084,0.0026069913673154,0.00748878344037433,0.00285711894314542,0.00726602666942809,0.00277333400509539,0.0068627072046454,0.00278515577699126
"11427-51",100,0.00995033085316809,-0.7,0.6,0.1,0.0715167195413304,0.0107157025125537,0.00236910176035776,0.011057611211932,0.00236337018479446,0.0110884341309182,0.00245600389192153,0.0115555037503096,0.00232533329516325,0.0108905133672717,0.00203903759898028
"11427-52",100,0.00995033085316809,-0.7,0.6,0.1,0.0719061802602054,0.00724520689162379,0.0036571786482214,0.00475441921865555,0.00375163972994074,0.00488244633673089,0.00428160342267513,0.00405003600625448,0.00414184071542407,0.00365967355981544,0.00396640027317
"11427-53",100,0.00995033085316809,-0.7,0.6,0.1,0.0713695737655427,0.0112707019915111,0.00489408416714609,0.0117965510732493,0.0048096360589179,0.011802954211914,0.00571107877675493,0.0118607771439598,0.00519141164533273,0.0123222458671454,0.00497476397935118
"11427-54",100,0.00995033085316809,-0.7,0.6,0.1,0.0714114061679155,0.0134013038305216,0.00329895614726524,0.0142620627022924,0.00393112703946084,0.0142161028194413,0.00399839071394716,0.0142135793502296,0.00378335639046059,0.0142312580384378,0.0037018917889021
"11427-55",100,0.00995033085316809,-0.7,0.6,0.1,0.0712254915112506,0.00901115092517857,0.00522355352589121,0.00726818265053675,0.00578367859375866,0.00779052474471654,0.00550585155209878,0.00725506463754661,0.0053794777668452,0.00769247087994018,0.00621160828870262
"11427-56",100,0.00995033085316809,-0.7,0.6,0.1,0.0714956328934428,0.0129419900389045,0.00367958895387924,0.0130516826921978,0.00329624442842286,0.0130515541105516,0.00340038960689523,0.0132729793382567,0.00442084693846373,0.0136446074029224,0.00356275121259762
"11427-57",100,0.00995033085316809,-0.7,0.6,0.1,0.0713831795928081,0.0108350590135205,0.00424921121786761,0.00720800829333274,0.00396438808439459,0.0073952126764486,0.00415231038870895,0.00770274406809188,0.00429029801691129,0.0133480937341021,0.00548734297735844
"11427-58",100,0.00995033085316809,-0.7,0.6,0.1,0.0716518746702996,0.00595065531489642,0.00320314096393883,0.00923319437591337,0.0031007738578906,0.00933997610919908,0.00325484995065479,0.00451322951966056,0.00326614414242475,0.00691387559428634,0.00321054486618859
"11427-59",100,0.00995033085316809,-0.7,0.6,0.1,0.0716997113908591,0.00733494520082838,0.00299734540814479,0.00585470027463034,0.00234518578904843,0.00598486949997181,0.00282823650538134,0.00607824047043791,0.00255756672146562,0.00617791753895102,0.00244667313525067
"11427-60",100,0.00995033085316809,-0.7,0.6,0.1,0.0717949980399536,0.00747348445827892,0.0025193780887829,0.0062592717004893,0.00226074124150145,0.00630737969553212,0.00211986310837264,0.00670022260407157,0.00242811526711085,0.00625448903338991,0.00217594135132078
"11427-61",100,0.00995033085316809,-0.7,0.6,0.1,0.0716993181742296,0.00777021584912612,0.0039981415730654,0.00999376827935513,0.00518074547713137,0.00986595147818977,0.00518665353817658,0.00947952065431126,0.00506551304952919,0.00985059966804379,0.00627927915843854
"11427-62",100,0.00995033085316809,-0.7,0.6,0.1,0.0717155721046745,0.0107206702639919,0.00350772833185464,0.0118995925642423,0.00347974279262397,0.0118057203253357,0.00277822480323515,0.0115228879820186,0.00338844973664952,0.00899334017032591,0.0031528441621638
"11427-63",100,0.00995033085316809,-0.7,0.6,0.1,0.0718598672465759,0.00944139497174645,0.00299025806477314,0.009154058104442,0.00316383181447861,0.00930134266824158,0.00310946247643735,0.00927270177825557,0.00300230093007857,0.00935006856118,0.00314792974441761
"11427-64",100,0.00995033085316809,-0.7,0.6,0.1,0.0721723408480797,0.011185170461237,0.00595256516634653,0.0110755847324718,0.00601672432366946,0.0112027084403543,0.00550335440196955,0.0102904336534629,0.00703028147783518,0.0111968017443464,0.00677431370645933
"11427-65",100,0.00995033085316809,-0.7,0.6,0.1,0.0717371876722166,0.00689751664071776,0.00441201213800833,0.00950215125338689,0.0072004445751991,0.0099107235554733,0.00658920289359239,0.0110691454047556,0.0059178084869179,0.0106669334383108,0.00648673794729034
"11427-66",100,0.00995033085316809,-0.7,0.6,0.1,0.0709561135435707,0.0118144926731156,0.00513783748017498,0.0131957218493529,0.00624584794366169,0.0130259995283697,0.00527133532652453,0.0140114951863076,0.00482668626211516,0.0108207778437578,0.00438331044219367
"11427-67",100,0.00995033085316809,-0.7,0.6,0.1,0.0721562357188254,0.00801772584594615,0.00588319650497003,0.00813843210181275,0.00589151519960815,0.00798813006160051,0.0052382220453271,0.00868930802268707,0.00495625540122351,0.00800634354789325,0.00580840222385961
"11427-68",100,0.00995033085316809,-0.7,0.6,0.1,0.0714060813449827,0.00754422021039628,0.00756075659853104,0.0087769901108436,0.00672913279244622,0.00854367596714863,0.00663230048586507,0.00988089271711142,0.00732730226746379,0.0108073407059715,0.0047681749656741
"11427-69",100,0.00995033085316809,-0.7,0.6,0.1,0.073148258042744,0.0114057735425958,0.00331951997304303,0.0106354127155134,0.00318561607523608,0.0105736357967437,0.00371591004488816,0.0106172943329525,0.00324927472097464,0.0110798375455145,0.00372503580067454
"11427-70",100,0.00995033085316809,-0.7,0.6,0.1,0.071519480258637,0.0103267470142621,0.00423515873135562,0.00919910064575331,0.00480843344773215,0.00947099957282138,0.00389952575710858,0.00971657715310949,0.00498350219346751,0.00950990377742532,0.0042416194648864
"11427-71",100,0.00995033085316809,-0.7,0.6,0.1,0.0715999003661753,0.0118551111117436,0.00399099907430898,0.0108516379094294,0.00383192272100216,0.0108983283686575,0.00348179981598343,0.0101611452951675,0.00378379445689983,0.010417087869139,0.00370291060762857
"11427-72",100,0.00995033085316809,-0.7,0.6,0.1,0.0718354899428907,0.00640382096377533,0.00380099451874341,0.00145757736818908,0.00361253122937992,0.00136130427444397,0.00349245071199562,0.00175152615292278,0.00423821837222334,0.00201364750912877,0.00341826090584135
"11427-73",100,0.00995033085316809,-0.7,0.6,0.1,0.0718900323885725,0.014118259231022,0.00350540367800984,0.0144084900968625,0.00380661547529777,0.0145235830417159,0.00385357382113799,0.0143690399069809,0.00387926496018914,0.0130618892863893,0.00363279022584081
"11427-74",100,0.00995033085316809,-0.7,0.6,0.1,0.0719515487813216,0.0104403666627512,0.00402157588756566,0.00846630177979234,0.00384567023726967,0.00870397280442324,0.00418955779267658,0.00803727195334214,0.0034797390754951,0.00853733369178605,0.00396047743424019
"11427-75",100,0.00995033085316809,-0.7,0.6,0.1,0.0722322325595252,0.00830771594964802,0.00345718730897118,0.00850890653884758,0.00395466042039466,0.00883129365333324,0.00335382693053098,0.00823719250591466,0.00402016987564969,0.00755403089971685,0.00365930658825796
"11427-76",100,0.00995033085316809,-0.7,0.6,0.1,0.0718499923812262,0.0100680579957814,0.00631659634058021,0.0192239867781949,0.00478358602138158,0.0186859271277297,0.00499216519445426,0.0194040212430493,0.00470261051977799,0.0189713694072011,0.00458507513078827
"11427-77",100,0.00995033085316809,-0.7,0.6,0.1,0.0715437443969334,0.00846598779987481,0.00401240811728469,0.00719289569842187,0.00374578104268003,0.00709100570683341,0.0038794516994987,0.00729357092300523,0.00376133115859279,0.00708286898123512,0.00374557324340119
"11427-78",100,0.00995033085316809,-0.7,0.6,0.1,0.0722789524097427,0.0138835962668376,0.00535102498583458,0.0170788939646162,0.00543322962639906,0.0167443441283882,0.00448739275803822,0.0156208909181283,0.00442190207634504,0.0167290796041434,0.00445410789097433
"11427-79",100,0.00995033085316809,-0.7,0.6,0.1,0.0710099497139755,0.0042582395895236,0.00408741432501184,0.0069238245896079,0.00456370432343129,0.00708070052255591,0.00423168500670714,0.00723881385864198,0.00408366312445837,0.00671506801096044,0.0042374236355232
"11427-80",100,0.00995033085316809,-0.7,0.6,0.1,0.0708657764897876,0.00802411098838698,0.00438099398765109,0.00704728975644489,0.00410842164444073,0.00701937767569552,0.00439926541586645,0.00647878092833656,0.0039713377987989,0.0069848820847455,0.00447527439995292
"11427-81",100,0.00995033085316809,-0.7,0.6,0.1,0.0719417489644222,0.00988284180349008,0.00626786618766648,0.0124456050757483,0.00522155717753967,0.0123094000113645,0.00427565112130719,0.0117754705240758,0.00503164782553071,0.012017837617575,0.00545446574870889
"11427-82",100,0.00995033085316809,-0.7,0.6,0.1,0.0718793154751154,0.0150398826696006,0.00293448931821682,0.0158473072924432,0.00320186651847819,0.0159018378215711,0.00286985487420067,0.0163955898315591,0.00305275551472357,0.0163337873465104,0.00310193062901986
"11427-83",100,0.00995033085316809,-0.7,0.6,0.1,0.0714460537411684,0.0108482754448155,0.00414093428878047,0.0121408631131585,0.00245767660137669,0.0121211489060459,0.00257262138494866,0.0124267927836636,0.00260059147487497,0.0123676693346107,0.00267156068683776
"11427-84",100,0.00995033085316809,-0.7,0.6,0.1,0.0713655308203846,0.0178120018921483,0.00571148241877869,0.0151459669892909,0.00552295478651681,0.0151149430171427,0.0050216490794173,0.0153468735802335,0.00542716376594005,0.0152362860996621,0.00538009972406232
"11427-85",100,0.00995033085316809,-0.7,0.6,0.1,0.0717937645610289,0.0122820456100105,0.00246719412597722,0.0125599378071367,0.00265787662643871,0.0125405858993867,0.00258013779373532,0.0126794253964877,0.00258597951676903,0.0124503417909783,0.00257679429852724
"11427-86",100,0.00995033085316809,-0.7,0.6,0.1,0.0722084135674842,0.00428606776360736,0.00751822677047823,0.00379193872648849,0.00777657880673088,0.00343254080194516,0.00527862269041232,0.00314962676359254,0.00607755746769674,0.00429518906310777,0.00618984979772838
"11427-87",100,0.00995033085316809,-0.7,0.6,0.1,0.0719386901399451,0.00725174637104627,0.00628154032239658,0.0161406871740141,0.00598354621363792,0.0159293498686026,0.00512172888259718,0.014324795433896,0.00684455526488591,0.0161679701564414,0.00598181474730053
"11427-88",100,0.00995033085316809,-0.7,0.6,0.1,0.0718718752309233,0.0100218849949357,0.00397938444561673,0.0140342107548395,0.00447599081640876,0.013543621826077,0.00448116360732822,0.0128462083302261,0.00491368957129479,0.0141998559021216,0.00452673649609544
"11427-89",100,0.00995033085316809,-0.7,0.6,0.1,0.0715114183086536,0.0139287264357255,0.00750521516638485,0.0154623835878776,0.00851323196330131,0.0163052581542194,0.00894315879643662,0.0163323362281401,0.0069119100410398,0.0157320143093582,0.00622332659223016
"11427-90",100,0.00995033085316809,-0.7,0.6,0.1,0.0713861652502627,0.00918812199304684,0.00279374424693334,0.0122121232184616,0.00239388577960951,0.0120586632240576,0.00226749726894586,0.0132768182093913,0.00248791414271594,0.0136813214496707,0.00250042119765793
"11427-91",100,0.00995033085316809,-0.7,0.6,0.1,0.0718148801285137,0.0146709783031264,0.00447988338758646,0.0146048657826374,0.00488718633066665,0.0145619893800668,0.00436881703546895,0.0143891947723411,0.00450868732236052,0.0130897728000232,0.00432309959213878
"11427-92",100,0.00995033085316809,-0.7,0.6,0.1,0.0715459647038954,0.00848501924881329,0.0035653492771595,0.00733889117289067,0.00312618840603154,0.00731099726117282,0.00397061703629731,0.00736336606126757,0.00360820603029571,0.00756435117256785,0.00336551175535354
"11427-93",100,0.00995033085316809,-0.7,0.6,0.1,0.0719914952962529,0.00885526663791517,0.00448110161654042,0.0155159843683783,0.00403562595427641,0.0156034699211896,0.003933517668425,0.0138861675684946,0.00452096654787449,0.0132165006757112,0.00416144889953123
"11427-94",100,0.00995033085316809,-0.7,0.6,0.1,0.071667373027968,0.00885683035323791,0.0033666909941883,0.00857123808208259,0.00406812505742593,0.0089685074524892,0.00395285196708392,0.00918298118004946,0.00394225875446453,0.00945997458734553,0.0032197798260099
"11427-95",100,0.00995033085316809,-0.7,0.6,0.1,0.0719022663551992,0.00911394437097157,0.00474164342154861,0.00836299765043298,0.0048052175461954,0.00813301256954678,0.00472533362622315,0.00708502795171515,0.00489737533645944,0.0069140888019964,0.00458021611393566
"11427-96",100,0.00995033085316809,-0.7,0.6,0.1,0.0721445379752354,0.00624525880706338,0.00334710396694682,0.00823362929649617,0.00394174227904881,0.00842886249011659,0.00300063404118354,0.00777268793999301,0.0038855909161349,0.00632900306369943,0.00387365304752715
"11427-97",100,0.00995033085316809,-0.7,0.6,0.1,0.0710249682409091,0.00887377669976721,0.00413038032222004,0.00557616371225569,0.00359965542875292,0.00546953727411278,0.00374073791999536,0.00489381805593225,0.00350121537017183,0.00454228758823394,0.00324942813228107
"11427-98",100,0.00995033085316809,-0.7,0.6,0.1,0.0712128062656077,0.00846506600545479,0.00361740018745533,0.0109734871235492,0.00397193257654429,0.0102172730919046,0.00416399034630129,0.00222403518609537,0.00235294119167091,0.00455701076396145,0.00260522303303593
"11427-99",100,0.00995033085316809,-0.7,0.6,0.1,0.0723193236299305,0.00893805884421364,0.00393762293318828,0.00747136369890703,0.00340564148082923,0.00721702696606817,0.00375770469591116,0.00906457786963348,0.00382543591050458,0.00715390846306587,0.0028983252300157
"11427-100",100,0.00995033085316809,-0.7,0.6,0.1,0.0720025820675265,0.00435815249445215,0.00526226708538422,0.00481768107180526,0.0055608124315158,0.00420391648271693,0.00466382713614358,0.00475686764275708,0.00529315885471626,0.00479970454074297,0.00590457545364352
