"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_noY","se_beta_noY","beta_Y","se_beta_Y","beta_logY","se_beta_logY","beta_logYoverPop","se_beta_logYoverPop","beta_logY_logPop","se_beta_logY_logPop"
"11427-1",340,0.00995033085316809,-0.7,0.6,0.1,0.0716162322311763,0.0113437699223429,0.002238870261885,0.0134304788864854,0.00221120852271629,0.0132600662829908,0.00214853540013759,0.013804010859196,0.0022301161126935,0.0142425129542478,0.00238852317818236
"11427-2",340,0.00995033085316809,-0.7,0.6,0.1,0.0712422585474152,0.00912434555836902,0.00243053696953646,0.0103098917696649,0.00274901250876338,0.0102473147066852,0.00254679858410786,0.0107486349826023,0.00274000445164444,0.0103030997386797,0.00286205507380546
"11427-3",340,0.00995033085316809,-0.7,0.6,0.1,0.0713512559234928,0.00913427931688068,0.00208968071004882,0.0105588004862709,0.00224939390137263,0.01062699924548,0.00207998341164027,0.0108037127846307,0.00203204541134924,0.0108808135105913,0.00188647297700668
"11427-4",340,0.00995033085316809,-0.7,0.6,0.1,0.0715802697445135,0.00794125993416186,0.0025403477660829,0.00624648120033182,0.00252212306084543,0.00637672579450727,0.00216407969738894,0.00621185125595949,0.00231133174140504,0.00601632503816948,0.00221117872698273
"11427-5",340,0.00995033085316809,-0.7,0.6,0.1,0.0715113710319295,0.0120428716602126,0.00243836541913546,0.0125016251532464,0.00235894660089813,0.0126329599646361,0.00240226929907925,0.0128363066258236,0.00276010834230424,0.0130023363722659,0.00320169809729867
"11427-6",340,0.00995033085316809,-0.7,0.6,0.1,0.0713547639557113,0.00827060361220451,0.00221124156269235,0.0082370754230649,0.00238603614531277,0.00822220769012832,0.00271675510668872,0.00857468829407664,0.00262506254847881,0.00837335471157811,0.00242674689089075
"11427-7",340,0.00995033085316809,-0.7,0.6,0.1,0.0715182539876229,0.00974667451889786,0.0022384668089089,0.00962868161567618,0.00252788455572216,0.00944578336890593,0.0024476433628626,0.0101927562659085,0.00209591229332635,0.0104559133748054,0.00230766624703543
"11427-8",340,0.00995033085316809,-0.7,0.6,0.1,0.0717354275596484,0.0117655956744573,0.00236074290729047,0.0132706110253693,0.00214492496208269,0.0133622158626043,0.00199883998024101,0.0133005396539266,0.00191461506894354,0.0133051453861436,0.00202262297041875
"11427-9",340,0.00995033085316809,-0.7,0.6,0.1,0.0714883175259373,0.0115947709176246,0.00233590351873993,0.0116729822486179,0.00208052987249797,0.0117606146384809,0.0026912808443271,0.0119652390627835,0.00237215124092208,0.0119539361529124,0.00231727324470735
"11427-10",340,0.00995033085316809,-0.7,0.6,0.1,0.0720887904515271,0.00720376304789891,0.0018920050952784,0.00785051471123375,0.00209992742338099,0.00798746884092374,0.0017583031589491,0.00788420812054466,0.00197061876060211,0.00786096226391048,0.0019746078420375
"11427-11",340,0.00995033085316809,-0.7,0.6,0.1,0.0715122654320983,0.00842739877588663,0.00177426908357189,0.00891642181473694,0.00204428022206152,0.00888106640444024,0.00167688819172397,0.00920097574868081,0.00176626813196821,0.00908632870289994,0.00164348386943517
"11427-12",340,0.00995033085316809,-0.7,0.6,0.1,0.0719602544247407,0.00767712485309431,0.00243836484069745,0.00642656662326237,0.00251144166290077,0.00656200445106273,0.00217636656218007,0.00626480342904463,0.00234937197107153,0.00635282962362954,0.00201758466810166
"11427-13",340,0.00995033085316809,-0.7,0.6,0.1,0.0716917905696772,0.0111449154618733,0.00287263393941099,0.00897124594867412,0.00267096845291791,0.00875822798446113,0.00270529884435466,0.00937020550602731,0.00271905685035752,0.00843559262116701,0.00327054111286671
"11427-14",340,0.00995033085316809,-0.7,0.6,0.1,0.0718578018437304,0.00850636046151223,0.00199809124969418,0.00921840753211122,0.00189076818313652,0.00927731497993379,0.00185631915590727,0.00919793603455403,0.00194673750512705,0.00909545064539897,0.00207115964771589
"11427-15",340,0.00995033085316809,-0.7,0.6,0.1,0.0718675800893175,0.00826097623749462,0.00227983827275225,0.00957443816213898,0.00194933316031166,0.00957592548720093,0.00194719442002787,0.00947412508353853,0.00202477922169568,0.00947222675416982,0.00237291146381338
