"sim","N","beta1","muU","sigmaU","q","avg_prev","beta_noY","se_beta_noY","beta_Y","se_beta_Y","beta_logY","se_beta_logY","beta_logYoverPop","se_beta_logYoverPop","beta_logY_logPop","se_beta_logY_logPop"
"11422-11",390,0.00995033085316809,-0.7,0.8,0.1,0.0688757040304749,0.00810363089245152,0.00163632101653629,0.00850622828365239,0.00132645737933223,0.00859630165651217,0.00146991627873758,0.00858997301085592,0.00140085948441607,0.00860071859412024,0.00128691477128256
"11422-12",390,0.00995033085316809,-0.7,0.8,0.1,0.06903636272777,0.00795424481306854,0.00162307524901712,0.00862514140699614,0.00147827667202453,0.00854386531629342,0.0015006307952076,0.00886748330266754,0.00145241263910966,0.00874037311111995,0.00158634862797321
"11422-13",390,0.00995033085316809,-0.7,0.8,0.1,0.0687165125474094,0.00928408840046476,0.00201315382376192,0.00970211281942923,0.00158280032336523,0.00958657715324011,0.00175575838134187,0.00961230546909349,0.00180588144928446,0.00949070233681365,0.00181098587204748
"11422-14",390,0.00995033085316809,-0.7,0.8,0.1,0.0688716893903393,0.0092463323833824,0.00143575716323734,0.00942563868421284,0.0015856334117027,0.0093530054424246,0.0013039357266118,0.00936102924797698,0.00119844385229854,0.00948867461802342,0.0012565363919233
"11422-15",390,0.00995033085316809,-0.7,0.8,0.1,0.0692035844565467,0.0101400790076028,0.00155638058928433,0.00902200590723902,0.00182541363522043,0.00918311588755245,0.00169692007654264,0.00918457743527356,0.00198956708613338,0.00913458960826991,0.00176585588635077
"11422-16",390,0.00995033085316809,-0.7,0.8,0.1,0.0686456290289949,0.0107385400881747,0.00182131079366952,0.0114136574236221,0.00221344168873733,0.0115134560747764,0.00167506504879732,0.0115583118200635,0.00196135436609867,0.0114516646087591,0.00207554967425471
"11422-17",390,0.00995033085316809,-0.7,0.8,0.1,0.0685037072414779,0.010084863945935,0.00156154347085118,0.0105356887396306,0.00153102320093539,0.0105750549438651,0.00147686158623441,0.0105402800288538,0.00174980998466984,0.0106563610865036,0.0018077371066821
"11422-18",390,0.00995033085316809,-0.7,0.8,0.1,0.0691245145163867,0.00963462128822146,0.00206848572275505,0.00983816442716964,0.0022752155982654,0.00984559961049841,0.00214973011743579,0.00977078222425744,0.0026744341011989,0.00995569817455343,0.0023031866849446
"11422-19",390,0.00995033085316809,-0.7,0.8,0.1,0.0689828495274069,0.0104257758420216,0.00186804591412698,0.0113613204404471,0.00209355964329304,0.0115331074640341,0.00160502937296601,0.0114094045479028,0.00176846127687609,0.0113393722850665,0.00159609332111352
"11422-20",390,0.00995033085316809,-0.7,0.8,0.1,0.0683083106730568,0.00719583685868883,0.00163747863176508,0.00867522010909653,0.00171383800990699,0.00861106237998178,0.00147189120436902,0.00862208349750639,0.00144877588766515,0.00849600228265984,0.00141667911370817
"11422-21",390,0.00995033085316809,-0.7,0.8,0.1,0.068658802928514,0.0104396733778608,0.00194624173463912,0.0121265013455773,0.00215070648541491,0.0122518629666583,0.00199426828645084,0.0120144496684166,0.00201438247814895,0.0119495924274133,0.00196262830677847
"11422-22",390,0.00995033085316809,-0.7,0.8,0.1,0.0691345953602611,0.00970941269546536,0.00186756188819156,0.00993301929501719,0.00212193089527625,0.00973997772081862,0.00205370520456862,0.00982084979733464,0.00176466414968089,0.00976194789178987,0.00191770424965706
"11422-23",390,0.00995033085316809,-0.7,0.8,0.1,0.0688356745842439,0.0102601092698067,0.00147915748289451,0.0110380650466199,0.00136474139695456,0.0110675802688885,0.00165425336471454,0.010961026294143,0.00152137999464284,0.0110257097847102,0.00151530472924845
"11422-24",390,0.00995033085316809,-0.7,0.8,0.1,0.0685825561837845,0.00927967947555199,0.001611220025466,0.00951605378953281,0.00142075989753396,0.00952948336338233,0.00156576285036582,0.00921824575101188,0.00150915026005397,0.0093645347329884,0.00132359514606268
"11422-25",390,0.00995033085316809,-0.7,0.8,0.1,0.0688955373547118,0.00767088407175507,0.00167153893269552,0.00982956287184094,0.00172643772828984,0.00973312885612444,0.00171223134294396,0.00935069944508745,0.00190610085118292,0.00936620901607066,0.00209273388392224
"11422-26",390,0.00995033085316809,-0.7,0.8,0.1,0.0691781936539449,0.00946361852935212,0.00175106257363943,0.0106098533088321,0.00179286746977592,0.0105923409372671,0.00180409773708675,0.0106705322743524,0.00167960592604444,0.010621390295779,0.00204229368572246
"11422-27",390,0.00995033085316809,-0.7,0.8,0.1,0.0690540830533528,0.00987739772297784,0.00155302547718622,0.0107593467670594,0.00140496538177831,0.0107210581391835,0.00142273597990857,0.0105383497187321,0.00159441741686209,0.010434583139956,0.00159918608739672
"11422-28",390,0.00995033085316809,-0.7,0.8,0.1,0.0686229600727915,0.00984443618669793,0.00207827607636593,0.0108730588342835,0.00170714239935761,0.0108971535156922,0.00175799307288841,0.0107818901979178,0.00187988100993306,0.0106217781576418,0.00156053660742997
"11422-29",390,0.00995033085316809,-0.7,0.8,0.1,0.069039613686445,0.0102857248019229,0.00147869273459396,0.0105100869089779,0.00152433891593239,0.010532921230193,0.0016512134543848,0.010565334519445,0.00169987602581631,0.0105476267124571,0.0017750214494326
"11422-30",390,0.00995033085316809,-0.7,0.8,0.1,0.068909112816579,0.00973786805794239,0.00184453263095827,0.0112607011943304,0.00188249042878304,0.0111687281221521,0.00198831384959478,0.0113823106143432,0.00137215780314896,0.0112533988994992,0.00188723528500047
"11422-31",390,0.00995033085316809,-0.7,0.8,0.1,0.0688641378195598,0.00835969126734776,0.00240136154181945,0.00802889643649054,0.00232211588784898,0.00795306206892538,0.00205405233823752,0.00826642391419075,0.0021390256040892,0.00850357943391429,0.00221182099185052
"11422-32",390,0.00995033085316809,-0.7,0.8,0.1,0.0689733114699076,0.00987528916660898,0.00134398413010693,0.0101691926467915,0.00170625330373887,0.0102866461234102,0.00153600444214319,0.01000209530513,0.00171522613910708,0.00988644607373845,0.00155051427782552
"11422-33",390,0.00995033085316809,-0.7,0.8,0.1,0.0689800435480676,0.00949255358129445,0.00157792745514666,0.00946336457651808,0.00180216746949478,0.00947288367267539,0.00162156203071691,0.00958519447622815,0.00172742789562923,0.00956767181091861,0.00145021356499796
"11422-34",390,0.00995033085316809,-0.7,0.8,0.1,0.0691797014640671,0.0106028450521498,0.00146167715950254,0.011518886713055,0.00149380413876626,0.0115871309330105,0.00172023252376081,0.0114358833864239,0.00165378266651625,0.0113466211626697,0.001711010308486
"11422-35",390,0.00995033085316809,-0.7,0.8,0.1,0.0688277237397385,0.00901570382591024,0.00191942744974688,0.00783680567287379,0.00173810070286998,0.00776113338199957,0.0019070025006937,0.007790326149061,0.00183580893627057,0.00785780125969203,0.00179514922890424
"11422-36",390,0.00995033085316809,-0.7,0.8,0.1,0.0688358270717848,0.00962553061956491,0.00211329073115385,0.0107715365083296,0.00221265926496102,0.0108824130293333,0.00240338428789933,0.0116346654859662,0.00216597621573751,0.0119185716548834,0.00206712674861315
"11422-37",390,0.00995033085316809,-0.7,0.8,0.1,0.0688109020340576,0.00832226557840812,0.00165755558724847,0.0089434715568372,0.00170923397789484,0.0089332867485138,0.00166443901903564,0.00875312314521806,0.00161727242437353,0.0087404474736733,0.00157126460425971
"11422-38",390,0.00995033085316809,-0.7,0.8,0.1,0.0688623462145329,0.010539116705049,0.00124868652633404,0.0118484958451336,0.00137028677084152,0.0117894146677249,0.00125503120847894,0.0120141538497763,0.00134816673238288,0.0120717792422804,0.00126323271182374
"11422-39",390,0.00995033085316809,-0.7,0.8,0.1,0.0686747674206719,0.00709874802015479,0.00203545840402095,0.00738924933995586,0.00156762439816615,0.00730238829406967,0.00180231447249327,0.0070911468394145,0.00203869316387895,0.0071865220596736,0.00184600653466362
"11422-40",390,0.00995033085316809,-0.7,0.8,0.1,0.0688188746666654,0.0112424987971579,0.00179498169236688,0.0114157422577073,0.00207669659970884,0.0114068797464177,0.0018306963895151,0.0117316979587864,0.00173346065192305,0.0114833594852888,0.00248271484335398
"11422-41",390,0.00995033085316809,-0.7,0.8,0.1,0.0689950112525491,0.00875787763065613,0.00161326037559319,0.00864827106857491,0.00151291888294909,0.00856048317846382,0.00152532354583807,0.00895178198234028,0.00135894919491412,0.00868195741095457,0.00133824249195326
"11422-42",390,0.00995033085316809,-0.7,0.8,0.1,0.0690143368160627,0.00997238592714053,0.00118560023129947,0.0115449710423202,0.00127192384607777,0.011521557521015,0.00122544164807266,0.0117007690807887,0.0014259811625905,0.0118160981960931,0.00127748778861971
"11422-43",390,0.00995033085316809,-0.7,0.8,0.1,0.0688250599216749,0.00888426468611501,0.00228355179238318,0.0112842066238852,0.00222194231034987,0.0111827389870327,0.0017864549432393,0.0109015865749583,0.00174624482664252,0.0108650203878865,0.00197426051528435
"11422-44",390,0.00995033085316809,-0.7,0.8,0.1,0.0691624042857655,0.00976955270958122,0.00145710589479482,0.00943583580765911,0.00136137306654484,0.00945376591915751,0.0015405303595299,0.00949734134162517,0.00163983158253852,0.00946529710233127,0.00167486079629029
"11422-45",390,0.00995033085316809,-0.7,0.8,0.1,0.0686611871648619,0.0101487038916298,0.00184807343369637,0.0109077492688628,0.00173320472251363,0.0108590167870395,0.00158454688851204,0.0107461582812057,0.00180012843746764,0.0110966263462058,0.00159131996520489
"11422-46",390,0.00995033085316809,-0.7,0.8,0.1,0.0691202469134537,0.00992213354841391,0.00208995235744139,0.0119676899109084,0.00178435315783533,0.0118775755505929,0.0018857061823863,0.0120773135112186,0.00230914185323179,0.0119746274142884,0.00226055716495852
"11422-47",390,0.00995033085316809,-0.7,0.8,0.1,0.0688409712826948,0.00796418081222081,0.0016726118604092,0.00906846847601052,0.00146585379494295,0.00911000996050158,0.00147875030361019,0.00914569479954179,0.00157781084321702,0.0089969929573207,0.00155610643512519
"11422-48",390,0.00995033085316809,-0.7,0.8,0.1,0.0688253356988946,0.00960839131239742,0.00205297841254369,0.0098423455660018,0.00208185307959225,0.00972597584160252,0.00179655961063662,0.0100627190739107,0.00229774721045626,0.00994726603769383,0.00176011607092625
"11422-49",390,0.00995033085316809,-0.7,0.8,0.1,0.0687117451519172,0.0102567268341445,0.00172800978305148,0.012853847548553,0.00175877712860656,0.0128673063233339,0.00177195667016799,0.0126375919371573,0.00176372509068264,0.0128539137557568,0.00193999877223305
"11422-50",390,0.00995033085316809,-0.7,0.8,0.1,0.0689062887631545,0.00817853216423066,0.00194346679251857,0.00827695640909249,0.00168655127404915,0.00803029524708578,0.00186673076144635,0.00826457775911894,0.00154810714494181,0.00862732325547317,0.00178094102260306
"11422-51",390,0.00995033085316809,-0.7,0.8,0.1,0.0688464006314101,0.0112237834323084,0.00144975645324457,0.0106301360464357,0.00169236959326771,0.0107355325327449,0.00183546921479167,0.0108903223174878,0.00178903360942149,0.0109847109325895,0.00150798345572454
"11422-52",390,0.00995033085316809,-0.7,0.8,0.1,0.0686717612687616,0.00938358438574388,0.00136360819176148,0.00961482775272257,0.00141610771227916,0.00958334623822713,0.00124570453501955,0.00993623721965523,0.00121540127698703,0.00961157566734209,0.00138989551790553
"11422-53",390,0.00995033085316809,-0.7,0.8,0.1,0.0691754100977933,0.00987146662700622,0.00138985317994298,0.00993698265078389,0.00120864994337614,0.0099500311677197,0.00109303710765467,0.0100324072820988,0.00130008537624858,0.00998355508777351,0.00116396131235333
"11422-54",390,0.00995033085316809,-0.7,0.8,0.1,0.0690592703912103,0.00967436824419209,0.00190623214933078,0.0101902091573816,0.00184733897114992,0.0100780814233532,0.00191979987517754,0.00990268013435282,0.0020151294248773,0.00997850895969654,0.00150651766301943
"11422-55",390,0.00995033085316809,-0.7,0.8,0.1,0.0690451942858812,0.0104371817291322,0.00158310259293017,0.0117358059641066,0.00153275984309066,0.0117629466446985,0.00174069954523395,0.011819124225764,0.00170474150405225,0.0117258078336698,0.00177747659257543
"11422-56",390,0.00995033085316809,-0.7,0.8,0.1,0.0690483755774541,0.00938042255658178,0.00178079412419945,0.00996739447754172,0.0013844508002087,0.00991914988107024,0.00157616435634264,0.0099266216111932,0.0014602616954251,0.0101538417288276,0.00163326626258174
"11422-57",390,0.00995033085316809,-0.7,0.8,0.1,0.0686128518549782,0.00928467251090588,0.00172498766771978,0.00922358082406964,0.0017356013066959,0.00913151460616992,0.00171021345702384,0.00948009517366784,0.00182018396203404,0.00942045125959414,0.00193858244787867
"11422-58",390,0.00995033085316809,-0.7,0.8,0.1,0.0692586369208925,0.00964762025322447,0.00166541894177263,0.0096157166221294,0.00174508139790579,0.0095250368509429,0.00173595940284822,0.00970844239799953,0.00166531728005257,0.00970085600354142,0.00196727446051149
"11422-59",390,0.00995033085316809,-0.7,0.8,0.1,0.0688312603214328,0.00619725054018849,0.00208065093016699,0.00586021246153813,0.00203970781345399,0.0058393605842101,0.00204470009815009,0.00580368722190725,0.00180462705344137,0.00582637833971779,0.00202619851338021
"11422-60",390,0.00995033085316809,-0.7,0.8,0.1,0.0686929173016708,0.00784802233819041,0.00138507433514705,0.00691668961400685,0.00188642022570827,0.00677899963681325,0.00167833296873222,0.00693304932207517,0.00149048180149296,0.0071697721809788,0.00163258762698473
"11422-61",390,0.00995033085316809,-0.7,0.8,0.1,0.068891992983974,0.00725220701003344,0.0014142447761005,0.00768787251141896,0.00153497682975837,0.00768877593982681,0.00166274508298822,0.00778205788535874,0.0016070533822919,0.00780789624124002,0.0015021645239058
"11422-62",390,0.00995033085316809,-0.7,0.8,0.1,0.0688812456593547,0.00843674264014194,0.00154461480530767,0.00771219785310332,0.00170804935887172,0.00768893011510484,0.00145597029057633,0.0078729658620825,0.00172446674801621,0.00793052618998459,0.00146162003168484
"11422-63",390,0.00995033085316809,-0.7,0.8,0.1,0.0693759789322306,0.0102674578021429,0.00196482432469105,0.0123097421009881,0.00196520112794697,0.012160272643661,0.00164823710292703,0.0125583390671569,0.00162205383282371,0.0125932470956962,0.00182701751921134
"11422-64",390,0.00995033085316809,-0.7,0.8,0.1,0.0689028571358235,0.0101283988527307,0.00161666591456758,0.0119038389066564,0.00158909749193392,0.0119216927160619,0.00166952038240247,0.0119703877143593,0.00156936939501347,0.011870019912673,0.00155189825211332
"11422-65",390,0.00995033085316809,-0.7,0.8,0.1,0.0686263725409396,0.0116616566141981,0.00224684604345399,0.0131382656399609,0.00200343787538348,0.013264585595656,0.00180572612115522,0.0131621837424182,0.00157500320451189,0.0132656915569459,0.00190714262414121
"11422-66",390,0.00995033085316809,-0.7,0.8,0.1,0.0689888172487848,0.00927155784511605,0.00158954814672977,0.00969466359821171,0.00145086456095402,0.00970489141431062,0.00144247767435994,0.00999185046936907,0.00153683920483,0.00999155832142998,0.00157406302499686
"11422-67",390,0.00995033085316809,-0.7,0.8,0.1,0.0689234883680342,0.00808545537076555,0.0022306674360311,0.00797946950234115,0.00179483066834332,0.00801663571550931,0.00193624904938752,0.0082994200895385,0.00228367397700965,0.0082486522993167,0.00169548444755262
"11422-68",390,0.00995033085316809,-0.7,0.8,0.1,0.0693045941414337,0.00942794310195179,0.00160345220076492,0.00961832718222452,0.00135677546224594,0.00956667228610546,0.00145779996398726,0.00925675298602022,0.00145395423219955,0.00907746106177272,0.00141069729046276
"11422-69",390,0.00995033085316809,-0.7,0.8,0.1,0.0691423421654192,0.00955299098188223,0.00144620222689509,0.00975894699102752,0.00148693137304955,0.00973140622858599,0.0014863822989767,0.00989914492853083,0.00137934618868916,0.00990380004350076,0.0014318239366697
"11422-70",390,0.00995033085316809,-0.7,0.8,0.1,0.0689562228571258,0.00877914581071239,0.00162688428009768,0.00996189171017843,0.00162340634682574,0.00992543577671536,0.00162741599135569,0.0101778819309634,0.0019122858737205,0.0100568349090856,0.0014783997848771
"11422-71",390,0.00995033085316809,-0.7,0.8,0.1,0.0686132922480917,0.0112354527617372,0.00209521346415804,0.0120104073698583,0.00173037019889641,0.0119792554450557,0.00167084730282537,0.0118178269425539,0.00179406486901219,0.0118000500112394,0.00178943203128501
"11422-72",390,0.00995033085316809,-0.7,0.8,0.1,0.0690219710789658,0.00936682036575395,0.0016385927270752,0.00934015421948028,0.00183835007562849,0.00936223019841366,0.0017219192461897,0.00922294512306386,0.00184958740836543,0.00920116904339747,0.00193603276007578
"11422-73",390,0.00995033085316809,-0.7,0.8,0.1,0.0688891024432885,0.00999271671999151,0.00150980788740324,0.00959290246840697,0.00170621925678039,0.00956640638283567,0.00180004138977345,0.00931397825353312,0.00173205873280925,0.00897872873765732,0.00160668352674862
"11422-74",390,0.00995033085316809,-0.7,0.8,0.1,0.0689251543861217,0.00974657836930502,0.00172991874475555,0.0113576571761488,0.00175522353428311,0.0113803328442491,0.00192971825205389,0.0118351487674967,0.0017711538136981,0.0118989832292643,0.00164105195486563
"11422-75",390,0.00995033085316809,-0.7,0.8,0.1,0.0688884879690454,0.00891447496415488,0.00159484302493728,0.00943391865921938,0.00140937664298729,0.00946660487871316,0.00168044189391053,0.0093386485106161,0.00172174561129826,0.00922195559423685,0.0015909466814081
"11422-76",390,0.00995033085316809,-0.7,0.8,0.1,0.0690703120728991,0.00915908998373485,0.00163498356053904,0.0104532031984378,0.00175938008067441,0.0102483617073018,0.00161044927851486,0.0105812839375381,0.00174092345808351,0.0106444533583084,0.00166771656863466
"11422-77",390,0.00995033085316809,-0.7,0.8,0.1,0.0689379521771226,0.00924118970318848,0.00201615818822615,0.00888915273410465,0.00192651336184707,0.00891077963006325,0.00153311463478857,0.00902413898491829,0.0024612863727607,0.00892880104274733,0.00214256471981783
"11422-78",390,0.00995033085316809,-0.7,0.8,0.1,0.0689958332163269,0.0082754202192293,0.00157794938880956,0.00943218009401136,0.00164737371384051,0.00945219519884319,0.00166625142314865,0.00959486142416787,0.00155654982874767,0.00966004352924084,0.0018976490409942
"11422-79",390,0.00995033085316809,-0.7,0.8,0.1,0.0686730151454329,0.00970915952716858,0.00180978638107398,0.0106736665467816,0.00189241489181739,0.0106495372522662,0.00194073463584237,0.0106445060451225,0.0019632834833557,0.0103925950440733,0.0020447185478119
"11422-80",390,0.00995033085316809,-0.7,0.8,0.1,0.0688270996263611,0.00981807759795262,0.00175713961719841,0.0103622772385027,0.00170048742169031,0.0104377514336215,0.00158166557510884,0.0102987969785378,0.00154837785486972,0.0101809591256472,0.00175358477420352
"11422-81",390,0.00995033085316809,-0.7,0.8,0.1,0.0687839320361658,0.0104163710043203,0.00187190201522992,0.00924678841869877,0.00164725102458332,0.00932674641516996,0.00163130608906279,0.00949758929165832,0.0015910857602823,0.00932800264432236,0.0017805882543396
"11422-82",390,0.00995033085316809,-0.7,0.8,0.1,0.0688588981072359,0.00682973537551333,0.00197137274051158,0.00693746149938678,0.00202073326690523,0.00692422227374789,0.00167902484605929,0.0067483366268025,0.00167666619656773,0.00659469959081483,0.00185176872999972
"11422-83",390,0.00995033085316809,-0.7,0.8,0.1,0.0690993273972043,0.0122268690789154,0.00231444766982418,0.0111705990533418,0.00226696293395,0.0111701924548721,0.00251397653012861,0.0106804888339882,0.00195006213858842,0.0105042357768663,0.00224221191076601
"11422-84",390,0.00995033085316809,-0.7,0.8,0.1,0.0686080248063339,0.00686363209637189,0.00173424350115492,0.00575321647836334,0.00165693604612913,0.00564244702879101,0.00184889927951817,0.00607022055854718,0.00187633440600602,0.00560613310884961,0.00185128244222615
"11422-85",390,0.00995033085316809,-0.7,0.8,0.1,0.069252062319364,0.00916011401987177,0.00177300839945889,0.0109814317618536,0.00214593327779217,0.0109423774111753,0.0019493809903818,0.010863291355639,0.00191913004873344,0.010822862787499,0.00195363857735498
"11422-86",390,0.00995033085316809,-0.7,0.8,0.1,0.0689620809076736,0.00938426418737556,0.00135606510457434,0.00983846121223259,0.00136522650365371,0.00987375993672887,0.00134401932045097,0.00992107982528141,0.0014132422606789,0.00988765436672245,0.00144670581098578
"11422-87",390,0.00995033085316809,-0.7,0.8,0.1,0.0686575516291973,0.0088569703846881,0.00165687111814064,0.00891997127599251,0.00173012605948008,0.00889181114855698,0.00153663989168541,0.00899942067160711,0.00157166650540945,0.00902537163621538,0.00154997191574204
"11422-88",390,0.00995033085316809,-0.7,0.8,0.1,0.0689304541395666,0.00923902770229762,0.00160240838462289,0.0100372909243452,0.00162656186279084,0.00994148497691323,0.00169092019895248,0.00996551896969608,0.00179808430305842,0.00967709201527934,0.00186313053500748
"11422-89",390,0.00995033085316809,-0.7,0.8,0.1,0.069322002000257,0.0117224361962005,0.00175235672721206,0.0112894639086328,0.00155106244626138,0.0112479210193853,0.00162639858196863,0.0112130576581889,0.00166656742550367,0.0112989668606568,0.00137606269438565
"11422-90",390,0.00995033085316809,-0.7,0.8,0.1,0.0688116942608624,0.0107529759244683,0.00219373542225346,0.0111828611277383,0.00154692305211702,0.011163343700685,0.00169557799628799,0.0114580484260293,0.00196815799803218,0.0113647905132352,0.00152007602163682
"11422-91",390,0.00995033085316809,-0.7,0.8,0.1,0.0689433949367067,0.00861897770773815,0.00140882205521911,0.0085258439270754,0.00139899626353074,0.0085835889717751,0.00132964579502264,0.0085403717865738,0.00150300841897346,0.00860201446112752,0.00133202695994999
"11422-92",390,0.00995033085316809,-0.7,0.8,0.1,0.069114484784193,0.00916705344745183,0.00204849311349832,0.00880612753441276,0.00197808265068272,0.00878585630411888,0.00191640368813346,0.00905051308837512,0.00176755159553766,0.00903023360646623,0.00178558024575713
"11422-93",390,0.00995033085316809,-0.7,0.8,0.1,0.0688663572605986,0.00796658845032251,0.00170977470409447,0.00864427053529453,0.0017828752941126,0.00852966827945112,0.00185494854652809,0.00844462938352735,0.00213183344370866,0.00844257186641035,0.00231923645880148
"11422-94",390,0.00995033085316809,-0.7,0.8,0.1,0.069059275638736,0.0114471935873865,0.00167030066708536,0.0114038227542497,0.00174352113228883,0.0113010498309759,0.00174705654035629,0.0113615252274942,0.00178711364605179,0.0114969609295179,0.00172920652241311
"11422-95",390,0.00995033085316809,-0.7,0.8,0.1,0.0687379317638226,0.00933685771666967,0.00230051200419981,0.0102413281401894,0.00223456550631867,0.010116075393543,0.00206298144890478,0.010120734910427,0.00254883055045002,0.0100311961075245,0.0021851223211958
"11422-96",390,0.00995033085316809,-0.7,0.8,0.1,0.0686043284661724,0.0109460009007973,0.0023609923991074,0.0111228903175944,0.00199914127583883,0.0112072377626603,0.0021113815662506,0.0116606228412729,0.00207415395547841,0.0107941184339772,0.00173244442336258
"11422-97",390,0.00995033085316809,-0.7,0.8,0.1,0.0688537568516331,0.0118363131788314,0.00175553327585631,0.0136410247589322,0.00190361588850213,0.0135140835586418,0.00168453223572207,0.013707433651416,0.0017849113126204,0.0134838744611723,0.00168970952597771
"11422-98",390,0.00995033085316809,-0.7,0.8,0.1,0.0690110344654683,0.00704836240415002,0.00136951114559725,0.00727405519029264,0.00153780765327521,0.00722242574990614,0.0015138829197702,0.0071304827183836,0.00152333399100923,0.00705004909830001,0.00144111114540768
"11422-99",390,0.00995033085316809,-0.7,0.8,0.1,0.0687869626361405,0.0110564241554389,0.00174444921030047,0.011266775185145,0.00181978387209299,0.0112894073180154,0.00161993481054867,0.0115372298060903,0.00195578709164464,0.0116625401053315,0.0017488166673203
"11422-100",390,0.00995033085316809,-0.7,0.8,0.1,0.0689558332954072,0.00679649233835592,0.00160823088733243,0.00816943579192611,0.00161973830305945,0.00837886106900848,0.00157519054688368,0.00856999790663577,0.00153529132726223,0.00858105494896718,0.00167167666503953
"11422-101",390,0.00995033085316809,-0.7,0.8,0.1,0.0690096144039474,0.00996270440586463,0.00166833571425657,0.0102717915772834,0.00157477337828663,0.0103738225551157,0.00188476791328889,0.0101389175347437,0.00155662409343585,0.0102879033514632,0.00163201224422205
"11422-102",390,0.00995033085316809,-0.7,0.8,0.1,0.0690621792212042,0.00783950028807679,0.00202586284522562,0.00771218357907821,0.00200161116011022,0.00761989595016558,0.00204214841324093,0.00782746117575276,0.00196460523393116,0.00818533643658479,0.00203053364331096
"11422-103",390,0.00995033085316809,-0.7,0.8,0.1,0.0684544991340289,0.0102051092323101,0.00253677637299406,0.0106667546800256,0.002329453931513,0.0107679377728039,0.00250646760810606,0.0110210933750985,0.00268713161305695,0.0113953961772978,0.00316390097529717
"11422-104",390,0.00995033085316809,-0.7,0.8,0.1,0.0688826575695682,0.0129559787131383,0.00209762763424859,0.0112981616092255,0.00208971234818339,0.0114214665697062,0.00211013983558581,0.0110293918981705,0.00190525683037193,0.0111952113343061,0.00201168999033691
"11422-105",390,0.00995033085316809,-0.7,0.8,0.1,0.0685264785917477,0.00877478201579759,0.00195951833898749,0.00884498644648651,0.00168284731940104,0.0089712850127877,0.00177419324703474,0.00892824080245851,0.00175035604542272,0.00890458745034019,0.00209481786141058
"11422-106",390,0.00995033085316809,-0.7,0.8,0.1,0.0693008225613395,0.00859314010942127,0.00178967295712671,0.00996232587963535,0.00180933580610961,0.0101272977901551,0.00184670367364636,0.00959964205116036,0.00208109056614636,0.00986947015021978,0.00193147160480733
"11422-107",390,0.00995033085316809,-0.7,0.8,0.1,0.0691354220498568,0.0101386570705868,0.00126562227895124,0.00929017691709385,0.00129026408089043,0.00929826701347162,0.00127438940437706,0.00923299397513038,0.00120242840613101,0.00920677098752358,0.00119412307210584
