"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_noY","se_beta_noY","beta_Y","se_beta_Y","beta_logY","se_beta_logY","beta_logYoverPop","se_beta_logYoverPop","beta_logY_logPop","se_beta_logY_logPop"
"11426-1",2200,0.00995033085316809,-0.7,0.6,0.1,0.0715321877518699,0.0092608807403484,0.00104275348056604,0.00996951256117162,0.00076387618753565,0.00999042503002376,0.000896308897301343,0.0100761912770155,0.000961198727099741,0.0100997723966883,0.000749761499596737
"11426-2",2200,0.00995033085316809,-0.7,0.6,0.1,0.0719031169011249,0.00890736962020031,0.000873945768161131,0.00902859801572761,0.00076587034401223,0.00901932498685851,0.000869880067668214,0.00910461060538101,0.000843870489702398,0.00911609500293484,0.000851965892710109
"11426-3",2200,0.00995033085316809,-0.7,0.6,0.1,0.071754785718279,0.00976313369305001,0.000819973972894611,0.0104470973948922,0.000759217709170769,0.0104297975645519,0.000786711246027792,0.0105566071087386,0.000871368272861807,0.0105104801168071,0.000795416044384601
"11426-4",2200,0.00995033085316809,-0.7,0.6,0.1,0.0717384182198496,0.00944675719562062,0.000705573379991,0.0101618005660194,0.000799307474002506,0.01011575442783,0.000882408713874835,0.010279037074745,0.00078173538098523,0.0102001933641981,0.000789723353563835
"11426-5",2200,0.00995033085316809,-0.7,0.6,0.1,0.0716871244865907,0.00941554150504972,0.000980252773824109,0.00974044576525013,0.000839635516799728,0.00972333490468023,0.000980010174562226,0.0097901870188765,0.000911419340369962,0.00986413129341881,0.000940760157592039
"11426-6",2200,0.00995033085316809,-0.7,0.6,0.1,0.0716481953636589,0.0103713318440985,0.000944040755453424,0.0111472499008244,0.000998178571249578,0.0111444307241368,0.00105621139878843,0.011236789478429,0.000920717598528773,0.0111845031258293,0.000962355818593547
"11426-7",2200,0.00995033085316809,-0.7,0.6,0.1,0.0716822407682726,0.0102363464692656,0.00107714337110408,0.0106519305231795,0.00100174965919267,0.0105924161630566,0.000959314598535754,0.010710223488038,0.000915636075708463,0.0106711676372105,0.000940628283625505
"11426-8",2200,0.00995033085316809,-0.7,0.6,0.1,0.0718180934973901,0.00957743764709002,0.000849391553493505,0.0104395225211608,0.000962428092830592,0.0103600315736601,0.000925837440793783,0.0105724333311257,0.000746876328998054,0.010536657123683,0.000994169812300004
"11426-9",2200,0.00995033085316809,-0.7,0.6,0.1,0.0715924291074831,0.0100731541272563,0.000903072520557492,0.010719642664772,0.000826156676904668,0.0106709648844984,0.00104301184678292,0.0109284376096844,0.000897648704619424,0.0108132132846254,0.000997639436701592
"11426-10",2200,0.00995033085316809,-0.7,0.6,0.1,0.0716855606016679,0.010043496322809,0.000817097053031651,0.010930053485735,0.000909696920235398,0.0109501620087312,0.000738791557649207,0.0110029743834315,0.00084852948422675,0.0109818429334499,0.000915298163492767
