"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.113659996534554,-2.19895058237996,0.00137961496375966,0.00980942356435248,0.000378615333566961,-2.19377934846487,0.00125389380402346,0.0100812507070968,0.000392774113961656,-2.20137796837098,0.00455652147908849,0.00876495442311423,0.00138899080678449,-2.19861529463589,0.00157325283118314,0.00970299482851509,0.000457167943551307
"11422-2",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.113594088701943,-2.19970243004357,0.00139912813845871,0.00987327452480789,0.000389291438865489,-2.19486044013066,0.00127309568297544,0.0102497472760107,0.000404873268692828,-2.20068717617719,0.00443630566836075,0.0092808586841539,0.00133480764300403,-2.20010470499041,0.00157818571092439,0.0100250800746245,0.000480779923567457
"11422-3",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.113916705496637,-2.19755438287285,0.00139107420004818,0.00981237447511284,0.000372995013435234,-2.19268384663896,0.00126810634370009,0.0102418833653876,0.000388999729300189,-2.20208232465957,0.00455172381305803,0.0103469002342496,0.00122022779690995,-2.19715204035383,0.00152993306333826,0.00957286209686712,0.000438387467282653
"11422-4",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.113398136621716,-2.19870361923905,0.00141025911548836,0.00878208168715541,0.000397247942832926,-2.19415477153229,0.00127745946434538,0.00907886685366977,0.000414485697360908,-2.20156473150532,0.00443702211224415,0.00916845044623911,0.00123270431293163,-2.19913982250882,0.00169597245949225,0.00892230682595377,0.000544282911526318
"11422-5",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.11366028796145,-2.19964821394261,0.00140120159312727,0.0099873602709881,0.000387309919961224,-2.1944158888289,0.00127108626347627,0.0102937312669013,0.000403025327730714,-2.1951746195632,0.00442909244108228,0.00842632241045032,0.00118919619283586,-2.2006209839738,0.00171523963412973,0.0101749908139283,0.000487818000571732
"11422-6",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.113738076680768,-2.19965564492624,0.00140370093011491,0.00984686189099297,0.000373088356543953,-2.19467860147373,0.00128092502463362,0.0102262620065806,0.000390035182297697,-2.19714836158546,0.00440632329816706,0.00914366840795273,0.00112459556416885,-2.19929202935772,0.00159497302384968,0.00976660083218,0.00044308588760633
"11422-7",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.11346455436031,-2.20085452194527,0.00142329073589242,0.0100853354580358,0.000411780942196311,-2.19589777491726,0.00128904302786956,0.010572594439563,0.000433845536935768,-2.19563304374335,0.00454353492059917,0.00826774226127991,0.00135047637742234,-2.20031219644037,0.00148040694925644,0.00983019820546312,0.000443374161479478
"11422-8",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.113708211730044,-2.19830519096448,0.00139859278812978,0.0095105512974283,0.000381895074499929,-2.19331589920907,0.00127314152253769,0.00975093922941463,0.000397621319225684,-2.19696624291447,0.0043997723580983,0.00878293754099253,0.00122878060341425,-2.19860350740868,0.00148399494625881,0.0095588036026774,0.000434116829069278
"11422-9",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.113558952385688,-2.19990201790247,0.00140766285557703,0.0096926277382936,0.000389442412285152,-2.19507531258846,0.00128286283425102,0.0100155893437277,0.000406476569197564,-2.19561738855493,0.0043378098767388,0.00848129637311577,0.00123991514233808,-2.19936292632516,0.00161388773718701,0.0095038149721919,0.000498392761362302
"11422-10",2169,-2.2,0.00995033085316809,-0.7,0.4,0.1,0.113484361258285,-2.2001974570044,0.00143526853558546,0.00975296313738851,0.0004133789762049,-2.1954356337346,0.00129864542479173,0.0101780623679885,0.000432315340004508,-2.19282921900982,0.00449873246609984,0.00849917698907903,0.00125519310073693,-2.19969095644495,0.00163283691675297,0.00964537089112981,0.000521408319038148
