"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.112980154529151,-2.20598847088397,0.00331624957500388,0.0108615589357209,0.000980087012722013,-2.20037404204154,0.00297568318399968,0.0113030220335128,0.00101323907418178,-2.2056879295772,0.0118188812982638,0.013916350885795,0.00382084590070852,-2.20557456228328,0.00338551197363403,0.0106188074219076,0.000995602898019731
"11422-2",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.113547755426621,-2.19969601913583,0.00330518788889693,0.00984289456120162,0.000929965452420967,-2.1943615162354,0.00297685738017661,0.0101542204200206,0.000962313914355216,-2.20026548020484,0.0100524684276462,0.00958043335763713,0.00264443360858617,-2.19844993831191,0.00339784922181037,0.00948264698099201,0.000989017449898468
"11422-3",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.113770059405945,-2.19742948110363,0.00323842894132175,0.00975605864864378,0.000896208210823225,-2.19238247794073,0.0029322839520435,0.0101173237090608,0.000922905528935069,-2.18463403048091,0.0110622593879773,0.00889092352042604,0.00317709804754636,-2.19695455103952,0.00320707283661773,0.00977968146203609,0.000896781241487229
"11422-4",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.113796615428285,-2.1978544944225,0.00347188890212945,0.00949730010771791,0.000976392101469495,-2.1923421243156,0.00308316908711755,0.00973020683161215,0.00100342602094398,-2.19000472896244,0.0116069271201161,0.00796036488820447,0.0040757111429248,-2.19679696215035,0.00356834316287663,0.00905183396658853,0.00099913411793225
"11422-5",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.113422724565907,-2.20218656056323,0.00324449486967632,0.00994791766330576,0.000856803848091095,-2.19637156534898,0.00293589430687939,0.0100621793280747,0.000877917295974057,-2.19511074143856,0.00935736646652166,0.00826075949665542,0.00199339182232704,-2.201644182885,0.00331751314629502,0.0100353431994584,0.000900647594796764
"11422-6",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.113784864595617,-2.19764170244129,0.00338186578994629,0.00935334682814123,0.000928403789396815,-2.19262148208963,0.00303714713840397,0.00966740191334052,0.000953959899421162,-2.19954859983279,0.0101545482335258,0.00962215433188625,0.00303422243242446,-2.19778486502327,0.00344835422538912,0.00937358487475728,0.00095757718035301
"11422-7",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.113892639119982,-2.2002144078777,0.00338379385644369,0.0110640156522014,0.00095671199797541,-2.19411545508364,0.00303112946844578,0.0113720918857364,0.000986509787078502,-2.20317324813386,0.00936540974278441,0.0103549600229993,0.00235393990608537,-2.19951344208425,0.00349139360170944,0.0109534755663613,0.00100946074605741
"11422-8",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.113553929868895,-2.20257649937286,0.00334871701528737,0.010405667165059,0.000899486006019483,-2.19698181966102,0.003021497294044,0.0107285800762413,0.000924767281704909,-2.20364181216584,0.0140328293370173,0.0150357027685971,0.00485424656161322,-2.20246614035873,0.00349090937567199,0.0102169916876482,0.000940934673145998
"11422-9",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.113821593812853,-2.20424768016881,0.0033528155769438,0.0123430502032857,0.000931974898492534,-2.19755028405587,0.00301823889154828,0.0126941740926736,0.000962446260217446,-2.18224809889734,0.0103487008548993,0.0063212716083812,0.00273742608056336,-2.20457274192497,0.00346268621061523,0.0125221616334868,0.000971120762167413
"11422-10",387,-2.2,0.00995033085316809,-0.7,0.1,0.1,0.112991525909867,-2.20433218228253,0.00325070024416255,0.00912573788334827,0.00084077114543501,-2.19928349250059,0.00294479660856302,0.0094058295954934,0.000861526181617377,-2.2000146989311,0.010660552733185,0.00838133349116098,0.00330529432985138,-2.20323051439251,0.0033036864788716,0.00877417223953832,0.000900571839569307
