"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0689804759731991,-2.69784601076523,0.00174669398224432,0.00957738741161667,0.000479589050995096,-2.69095363372816,0.00153226974314262,0.00946151418422981,0.000478401682755892,-2.69371897750245,0.00545168199697824,0.00882789132201973,0.0015831457172291,-2.69783362403156,0.00178170121769993,0.00962564915761776,0.000498354199126261
"11422-2",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0689072552658489,-2.69997903102785,0.00178483717468452,0.00982561461588594,0.000491142761273525,-2.6929990523592,0.00155844814966692,0.00977566233855643,0.000490045724711758,-2.69627576734739,0.00555204297148418,0.00858490681692197,0.00145746872042076,-2.70034086392597,0.00183109320074777,0.00991745953098745,0.000504517642516265
"11422-3",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0687925136054264,-2.6982222002801,0.00175047987322991,0.00869356940443947,0.000484326102499683,-2.69207715913038,0.00153351683009466,0.00864526608426678,0.000482540956410604,-2.70007140567556,0.00582167808757665,0.00934463733345538,0.00157363890687021,-2.6981630379105,0.00178668874205541,0.00870225335623286,0.000507883374885761
"11422-4",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0689723648399758,-2.69881086397757,0.00178356770731269,0.00982448978618738,0.000495349401577967,-2.69177354347778,0.00155613156012237,0.00973278730169748,0.000494381116905979,-2.7022623703093,0.00580820135389694,0.0104541527116532,0.00164100939475669,-2.699408927124,0.00181673983613904,0.0100310496841089,0.000515823403583711
"11422-5",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0688916119450418,-2.7023471209164,0.00179804448540409,0.0107463053489362,0.000501500576305329,-2.69462622603853,0.00156610905938539,0.0106438778413513,0.000501226857781202,-2.70235591188908,0.00608782170526671,0.00949262309909692,0.00160219308994794,-2.70267384742608,0.00185599184170395,0.0109047006659944,0.000533474435365115
"11422-6",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0690867932036274,-2.69747627060667,0.00176946806404256,0.0100452210235468,0.000492483480876167,-2.69017504238672,0.00154407948483169,0.00992242933714447,0.000491778833725707,-2.69602246324283,0.00567367935972447,0.00766831033410232,0.00151808401895166,-2.69748077354174,0.00180355537907047,0.0101020604102616,0.000516173753280032
"11422-7",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0689353386726847,-2.70062222846014,0.00179516705652565,0.0101860136613689,0.000494366130172459,-2.69335724723439,0.00156510362567054,0.0101123678869251,0.000492419692993014,-2.6950992513636,0.00566580812787441,0.00846746006009647,0.00157557334189428,-2.70109429380823,0.00184047651120499,0.0103484905297132,0.00051405363176422
"11422-8",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0688590670997998,-2.69971687276023,0.00178068527375738,0.00927256762935147,0.000480178617695035,-2.69303086441444,0.00155946096848424,0.00916022444921151,0.000478240507093389,-2.70145139723792,0.00580590876297433,0.00981172517432299,0.00156063635743121,-2.69983356642785,0.00183326524796994,0.00933301634160674,0.00050722737275408
"11422-9",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0688669771829364,-2.70262087085795,0.0017723490617232,0.0106335121313704,0.000484258339496392,-2.69516175339693,0.00155164139948524,0.0106151456376344,0.000483047127473045,-2.69927515446433,0.00538887504624603,0.0108179365126732,0.001408796807968,-2.70258279525114,0.00184139615604841,0.0106219112261356,0.000507574532219966
"11422-10",2200,-2.7,0.00995033085316809,-0.7,0.2,0.1,0.0690473674226312,-2.69760080558942,0.00179230366270219,0.00965052981132555,0.000494402069824438,-2.69098093353383,0.00156703515863384,0.00968595977873751,0.00049468077396048,-2.69043165460743,0.0056438179226844,0.00770732994310481,0.00149628426342105,-2.69755956722351,0.00187159280427794,0.00965078497807989,0.000533669609343941
