"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.0689100393696212,-2.69873186431126,0.00174719572925125,0.00953467056197259,0.000479561329561612,-2.68746985450203,0.00142557482420378,0.00886616991139785,0.000463360812543666,-2.69493723328837,0.0054140030658993,0.00787271085725244,0.00155275862237127,-2.69784514519139,0.00205381325283153,0.00953290950692695,0.00066995829562612
"11422-2",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690999060388125,-2.69777170372912,0.00177428929257263,0.0098831391902731,0.000478003168381619,-2.68583683369566,0.00143732084865656,0.00914112086562315,0.000457458601028363,-2.69759027470736,0.00564093872995649,0.0111801072492629,0.00148880461599484,-2.69911336496869,0.00217562497398632,0.0104618403507911,0.000696776945326158
"11422-3",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688824512061569,-2.70152245478584,0.00175869680149076,0.0106943099900255,0.000494788589608782,-2.68828266327864,0.00141574163839502,0.00983814845693397,0.000480206805676809,-2.7100164062167,0.00576675750757339,0.0130970879302822,0.00174238964994142,-2.70223390090547,0.00258137112521936,0.0109441473252898,0.000850499208164119
"11422-4",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.0689126603359219,-2.69979470351536,0.00173058843331458,0.00998784236768018,0.000470094230045644,-2.68768499552519,0.00141600624905893,0.00910115777549481,0.000451157317545769,-2.69988465113407,0.00563922465695617,0.00994289462369113,0.00165110294331011,-2.70109858386844,0.00270040386516688,0.0103502864009184,0.000901322606327319
"11422-5",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.0689341320635346,-2.70030464435967,0.00176170189157687,0.0100803013974768,0.000477437347234936,-2.68777774428817,0.00142545993224992,0.00923787923455947,0.000459282858945394,-2.69519809390653,0.00539443018358246,0.00916753437816778,0.00130685476561224,-2.70073256487643,0.00233752732306713,0.0101676312566101,0.000751878430072433
"11422-6",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.0687985233212113,-2.7016497141613,0.00179241357063494,0.00981347749280392,0.000493232211101835,-2.68941482176572,0.00143494100194772,0.00895891244722028,0.000469927859302711,-2.6992431607841,0.00570161056295249,0.00899376647619139,0.00154816038302723,-2.70181858699384,0.00250282503055704,0.0100491203519206,0.000811664626185288
"11422-7",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690048813226645,-2.69873452763698,0.00179368657212051,0.0097202194358516,0.000488392329929306,-2.68713596643831,0.00144086415973949,0.00932672292746498,0.000473462304086601,-2.70407125841027,0.00566891092305389,0.00943438415418021,0.00139085725545927,-2.69634124964377,0.00257914059498559,0.00892930112290719,0.000809582964351485
"11422-8",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688095435724534,-2.70107554747148,0.00183307789364772,0.00987030800611438,0.000526816419345658,-2.68895482055029,0.0014485041857455,0.00902819875728897,0.000504400234083665,-2.69987909699364,0.00578714269576803,0.0109772832854242,0.0017559042691596,-2.70227661119748,0.00267081615884044,0.0102021167430503,0.000897238862744491
"11422-9",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.069038797244598,-2.69710099153143,0.00179615526731195,0.00942599014022288,0.000497777630517797,-2.68570482104019,0.00144145445991884,0.00878451962124889,0.000481222027095939,-2.6937166006705,0.00586611325336451,0.00778309352253823,0.00165042884104824,-2.69497010508243,0.00236146578519634,0.00877235376277801,0.000828067861020161
"11422-10",2200,-2.7,0.00995033085316809,-0.7,1,0.1,0.068866113601909,-2.69647582765377,0.00178129826552611,0.00843752466824034,0.00050341549372391,-2.68605278150124,0.00142840728567224,0.00764204933264602,0.000483343047076146,-2.694309886799,0.00600593217814386,0.00761849572127537,0.00163168190252706,-2.6959095694748,0.00239765000055619,0.00818425266564022,0.000757621148577376
