"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0683108274040816,-2.70488035833706,0.00420861551244057,0.00909556561442307,0.00125296891889558,-2.69853387041882,0.00364825276313997,0.00912037154548981,0.00125532050116457,-2.6970520995253,0.0131987531367232,0.00538970893159655,0.00356265960519928,-2.70513440018551,0.00420306778191285,0.00925455630682606,0.00125586611098589
"11422-2",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0688570032423773,-2.69855157234372,0.0045014896797984,0.00966087872241986,0.00140905419408477,-2.69163891374123,0.00382043436950639,0.00958037852745735,0.00141053840198298,-2.68124216242183,0.014574529221566,-0.0011803196452794,0.00525001469955716,-2.69846002875032,0.0045596152306246,0.00966780010339661,0.00144817638795077
"11422-3",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0692202489649142,-2.69561650797382,0.00431691764885637,0.0102889650352676,0.00126634652196583,-2.68838725588935,0.0037222635017134,0.0103389521076415,0.00126998811282011,-2.67626521113604,0.0158335643188591,0.00497345201446,0.00453027717314792,-2.69590387053401,0.0043964140774045,0.0104399885079129,0.001312484746961
"11422-4",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.068997925254358,-2.69996002196787,0.00426119573629625,0.0097573024358078,0.00111485464814065,-2.69302297538781,0.00374659653779189,0.00968494466167613,0.00111432880230534,-2.68722262329994,0.0137797287619539,0.0110357299257813,0.00363777536001558,-2.69995419197691,0.00428243167272267,0.00980574948915442,0.00112982253456525
"11422-5",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0686126836566806,-2.69851532825703,0.00437113903718748,0.00865104588993028,0.00142180273060925,-2.69233343871349,0.00371008000566002,0.00853338834147636,0.00141725216053489,-2.70300962635642,0.0131009806165739,0.0118030819616766,0.00370970946605378,-2.69770469526081,0.00443302783135801,0.00828910222154892,0.00146537932847425
"11422-6",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0688837270300047,-2.69769513066082,0.00409640056920784,0.00964824614987733,0.00119062569432306,-2.69095236982818,0.00357745618019894,0.00968642115324297,0.00119330922157855,-2.69460075498794,0.013244700015994,0.00470596225037371,0.00307771759656084,-2.69759499731698,0.00414789307753754,0.00960756146657939,0.0012198967274826
"11422-7",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0691550575377114,-2.6963394481411,0.00421238557451998,0.0103569111955661,0.00121702095134842,-2.68891288105953,0.00365885740525323,0.0102696734793475,0.00121648716765215,-2.72058336579523,0.0135650513507108,0.0175916437397356,0.00400560640823567,-2.69596120936906,0.00422950419588822,0.010221940521154,0.00122327147828056
"11422-8",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0692986935143487,-2.69402041806656,0.00441524793442012,0.00895475016618142,0.00117377599199912,-2.68752031951048,0.0038487687647602,0.00883349628546983,0.00117279466015513,-2.7142856721823,0.0156737951314131,0.014422868315683,0.00434524311548921,-2.69418820237822,0.00453312185164189,0.00892805782161422,0.00120479286222094
"11422-9",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0688228306651281,-2.70118541600089,0.00434051554789654,0.00982558995422019,0.00122715676332846,-2.69434369058531,0.00376612511913873,0.00985429410902892,0.0012292556258005,-2.70418710348078,0.0135758936788832,0.0055971105653516,0.00332832922105267,-2.70095044498796,0.00441374403594902,0.00974971028193103,0.00126196707057886
"11422-10",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0692802897509247,-2.69817686629803,0.00428227946214143,0.0102392757706832,0.00108558930368676,-2.69093698096132,0.00377178477091616,0.0101993785342092,0.00108346259309912,-2.6749012471268,0.0180063264798546,0.00886850020347574,0.00528253568840027,-2.69806730190473,0.00432721033803562,0.0103390853120314,0.00112403052068692
"11422-11",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0686161216611282,-2.69789094715662,0.00420515130501534,0.00753740324262625,0.00118290978393075,-2.6926664064504,0.00366871315515167,0.00757896017710863,0.00118142478114533,-2.68462793533261,0.0137789158801527,-0.00128448080922355,0.00442196872399938,-2.69751102042293,0.00422554997537374,0.00746432962797795,0.00120698378461354
"11422-12",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0686627629390233,-2.70023928718727,0.00420432201382023,0.00829990407567292,0.00111746078802716,-2.6943742401299,0.00369639884019945,0.00827935886266061,0.00111799109159912,-2.68568256865845,0.0121825235939067,0.00707656095323549,0.00283028592351553,-2.70017183977121,0.0042247272539079,0.00836017514007149,0.00113529676809957
"11422-13",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0686986464175517,-2.70299945331512,0.00423213094566835,0.0101096289738084,0.00119879172985095,-2.69585013609416,0.0036780895716485,0.0101098097842681,0.00119503742218185,-2.6901177377134,0.0149765183259208,0.00345774511169184,0.00494951539414906,-2.70238766728418,0.00433282605932384,0.00995710593503564,0.00125453540717382
"11422-14",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0690912963869514,-2.70122356397643,0.00414436195362537,0.0112502871411322,0.0010998450201349,-2.69330096163037,0.00364886454494341,0.0112582189396773,0.00109951644643084,-2.6781094702094,0.0150450658229959,0.00991841772294248,0.0047253001924421,-2.70173306452303,0.00421389522457875,0.0113411214446509,0.00112480791301653
"11422-15",390,-2.7,0.00995033085316809,-0.7,0.1,0.1,0.0687232867656175,-2.70565720755276,0.00440448093543515,0.0110470035530832,0.00125621953402368,-2.69801484629468,0.00380758906716709,0.0110829416029178,0.00125538458062373,-2.7097867797194,0.0129245533042855,0.00948264369451827,0.00311001634646838,-2.70555913858558,0.0044453426898286,0.0109637409213539,0.00127409257934981
