"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0684834590230017,-2.70791410894543,0.00420427137875115,0.0114714712272107,0.00124122267375365,-2.69424205027954,0.00334264190626875,0.0107127117194824,0.00116713287115983,-2.70296441842422,0.0140126858042335,0.00968082614007966,0.00376750053154066,-2.70556051558276,0.00576571842952534,0.0108560851158784,0.00197714174130413
"11422-2",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688257368158186,-2.69394282021631,0.00449249898859152,0.00741359730868117,0.0013896306019479,-2.6851163908185,0.00342944741780132,0.00710935965668674,0.00131737580012861,-2.69932217759767,0.0142637548629512,0.0043877235052268,0.00419542562100613,-2.69494703281746,0.00760442195676688,0.00757462875602396,0.00283501946471799
"11422-3",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688758260375055,-2.69655442708227,0.00434522322920606,0.00863058101675317,0.00127615676778298,-2.68685871615051,0.00346840010726986,0.0082212779556733,0.0012448845043533,-2.71635449190447,0.0159143370243783,0.0134100846516924,0.00541336418134567,-2.69994583514003,0.00610059406798089,0.00974691609852916,0.00212561179240868
"11422-4",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0689349836328662,-2.70325779324396,0.00410493368306089,0.0105899360813224,0.00102567690833854,-2.68995025251125,0.00338369154182935,0.00986788031537001,0.000996446469348429,-2.70086294054132,0.0121539622991328,0.0102171062643186,0.00248482278184092,-2.70084102037387,0.00532733581811004,0.00936047092444524,0.00154099051435913
"11422-5",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690125423667641,-2.69888798270323,0.00433187183248795,0.0106186850470222,0.00129509634298903,-2.68512711861645,0.00339115815820582,0.00913936910762172,0.00123250533287298,-2.69234521263188,0.0165013582958395,0.00413201843615188,0.00469460829609014,-2.70006845349526,0.0048412780168907,0.0119437335633107,0.00167481127264514
"11422-6",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0684570857254926,-2.70805084964774,0.00433285399436881,0.0100092381529161,0.00116286476409929,-2.69557922163066,0.00347799886550019,0.00926616830070619,0.00113271884519983,-2.72808673243775,0.0166713432623134,0.013338565348094,0.00491980331445831,-2.71015235960502,0.0059638782491103,0.0108159818281923,0.00180587547314157
"11422-7",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690359026168713,-2.6960668297617,0.00402500667990048,0.009435685356351,0.00109703122332529,-2.68429485398607,0.0032892213923056,0.00869516500614824,0.0010510080440979,-2.689898136082,0.0164964602483227,0.0066276665571983,0.00614224181717878,-2.69579608691472,0.00618326588698205,0.00954559780464612,0.00222313099660738
"11422-8",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0692006773433159,-2.69685901376647,0.00415184637120973,0.0106600040606982,0.00116342620424391,-2.68540715379003,0.00342358656046775,0.010171594991719,0.00114041898518969,-2.70066014276818,0.0130578238974558,0.0122914085470132,0.00511819577732239,-2.69694860944469,0.00494352859936316,0.0107986009657616,0.00176140725922243
"11422-9",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0685687820980773,-2.70692584063887,0.00414489591279377,0.0102269913253286,0.00107231882832485,-2.69440447191112,0.00341537941368967,0.00945446509721095,0.00105065571003877,-2.69125245661998,0.0133458360884202,0.00647290189506746,0.00323167538119229,-2.70784636648655,0.0062506680840494,0.0104628198084715,0.00202046147008249
"11422-10",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0691758818882441,-2.69753542946245,0.00424301509713866,0.00977284508140042,0.00110325766658161,-2.6852282262638,0.00345790674344942,0.00888288665311937,0.00108116351596332,-2.72569294428757,0.0140522905106011,0.0194751456886322,0.00383282233065935,-2.69486134786174,0.00608867776604494,0.00918253888928804,0.00200165705687292
"11422-11",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688048543695659,-2.6956640398697,0.00427190601600509,0.00817898193693587,0.00128336502900776,-2.68584508948584,0.00335647943994736,0.0075485251015961,0.00119662765904601,-2.66739185797082,0.0136510499199528,0.00149195972683432,0.00431702121061315,-2.69348414337516,0.00556813562216308,0.00710456094480532,0.00191290981083117
"11422-12",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690207030492646,-2.69872188142427,0.00406697849764249,0.00922890811867149,0.000989472752770956,-2.68792613615481,0.00338006828564249,0.00900199306558335,0.000951904486170296,-2.68417148689357,0.0135374407843155,0.00541393380529594,0.00426861592564502,-2.7006232463648,0.00437988595184761,0.0105174730076313,0.00120893278335012
"11422-13",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690193829248337,-2.69237257476268,0.00445848451249987,0.00803725401595217,0.00139403998025576,-2.68173730804586,0.00340693540461121,0.00665377517330538,0.00129620762156466,-2.71378261016324,0.0149886128085852,0.00933168693165935,0.00449919551094958,-2.69858816427556,0.00696704351473282,0.0100971527170597,0.00237876272667958
"11422-14",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0692044548131186,-2.69385896651653,0.00429110599630118,0.00912698807379138,0.0012018533304122,-2.68449131723015,0.00346155682339973,0.00958882790914084,0.00119470404950522,-2.67550279634808,0.0122960709738372,0.0109585408813682,0.00309439239526393,-2.69425502244467,0.0054341788710735,0.00937061744597048,0.00178529971324481
"11422-15",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0689260985549141,-2.69468883718272,0.00419011939481048,0.00770214683772602,0.00112126894144465,-2.6845921132497,0.00337694278407048,0.00674375448912118,0.00105568042677191,-2.67796221928087,0.0143224574433284,0.0044340120182424,0.00419144512983168,-2.69991969408218,0.00580613975938429,0.00920992372914619,0.00172640737537502
"11422-16",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690746219867874,-2.70096680756372,0.00442138076056177,0.0108293275527906,0.00123094985485159,-2.68822217061793,0.00354078440423176,0.0100166198263333,0.00119831891519707,-2.69820714576891,0.014447299146151,0.00901832400852113,0.00459714908692924,-2.70788857971445,0.0062772932507353,0.0139058737808586,0.00180484824864546
"11422-17",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688575140666293,-2.7106524189997,0.00413470383038202,0.0144708826521555,0.00116415670379523,-2.6938358740827,0.00335676299284644,0.0138208168838584,0.00113019395866438,-2.71814225451831,0.0142915021448493,0.022532461804598,0.00498717375158091,-2.7128313254637,0.00547413446602922,0.0143610421841967,0.00169943056785118
"11422-18",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688164567861026,-2.69921015697996,0.00407990630460898,0.00893077122111269,0.00106794124652742,-2.68765780466085,0.00334639767364507,0.00799175609720021,0.001033086016766,-2.68494224460684,0.013055186232124,0.00512387059828451,0.00378232656403765,-2.69875604350537,0.00582833190004937,0.00895571034364218,0.00188265690329199
"11422-19",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0693937169315198,-2.69759075032036,0.00405325494179806,0.0109598281279383,0.00100104154317413,-2.68468946613685,0.00339569472047525,0.010318955450064,0.000981630392134326,-2.70982225041096,0.0143148356941662,0.010243564241202,0.00586022124852929,-2.69851683021958,0.00585666912856271,0.0114485482504371,0.00172800259050464
"11422-20",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0685844819152416,-2.70123720775131,0.00432177058908876,0.0087161151424725,0.00124350878452301,-2.69056823308475,0.00343755917346737,0.00777614061117411,0.00117698972168675,-2.6959313362012,0.013821350639636,0.00874432470750714,0.00511415550717933,-2.70522842875526,0.00640481011364639,0.0105000643698933,0.00240188225799097
"11422-21",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0693126055183124,-2.69112407418518,0.00425567786679272,0.00868464130834085,0.00118448249753399,-2.67952898700035,0.00335293684589788,0.00766256355184248,0.00110555542748573,-2.67961346125391,0.0148052578060808,0.0031823510653468,0.00426120452570037,-2.68741295404064,0.00463784625395614,0.00779378503627295,0.00146522214916665
"11422-22",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0687973593414075,-2.69526605751736,0.00414640843108136,0.00798451335422498,0.00121739332779464,-2.6855796652353,0.00332667358399508,0.00748148877283612,0.00119447445515557,-2.69869436837172,0.0124846911283279,0.00903068627327053,0.0029519323406181,-2.6941473263239,0.00615232574510085,0.00742030048431382,0.00232921709407028
"11422-23",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0687684245331215,-2.7020327651219,0.00432897755868615,0.00955747455384174,0.00118468618504098,-2.69066916576174,0.00349650543965508,0.00878389532710592,0.00114741773260624,-2.69046929352398,0.014578261003394,0.00757980003900526,0.00408190242439071,-2.70041372480578,0.00514473251657708,0.00922402614538777,0.00167154185433632
"11422-24",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0692954160482849,-2.69619368989496,0.00422634334523889,0.00967010477446963,0.00106168464366612,-2.6839170682577,0.00344197279447547,0.00897568315121287,0.00103089608014365,-2.69486347184625,0.014364004659233,0.0075888614989946,0.00359919869166584,-2.69592281682633,0.00501370919825405,0.0100356747445358,0.00154499203674657
"11422-25",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690872998908482,-2.69674573231446,0.00432995827642541,0.00995479775730861,0.00127043940348771,-2.68499300858537,0.00344482071753306,0.00913293189946017,0.00122713265694432,-2.70931627728234,0.014190656821734,0.00887914636517791,0.00455164102774896,-2.69485669682017,0.00571424853067828,0.00963899688808997,0.00198362330263992
"11422-26",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690369510830427,-2.70155329683822,0.00428480249190501,0.01158925942567,0.0012337084962026,-2.68733936727454,0.0033772063385318,0.0110104254607784,0.00118453790707702,-2.6888560151688,0.0126613154720487,0.0108025596742306,0.00385213237818834,-2.70043600321247,0.00517922824275486,0.0119909660302458,0.00173987092112543
"11422-27",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0687584099747109,-2.70410735193776,0.00432389994978051,0.0107526074890305,0.00123266565382724,-2.69066816973139,0.00341170275958466,0.00982377536249101,0.00116953755165877,-2.67694184019424,0.0135404048168876,0.000983733298988988,0.00332561593247806,-2.70427320305998,0.0066856165686407,0.00995837940246388,0.00184223595537069
"11422-28",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.06877570340342,-2.69987064088093,0.00447855640399479,0.00950202388535495,0.00136670651497066,-2.68864482391048,0.00346869014803676,0.00892264627434606,0.00131286527919571,-2.69893369370758,0.015449751137381,0.0109250518363495,0.00606880534456653,-2.69819030801693,0.00806183798409323,0.00896815435777805,0.00291181578136527
"11422-29",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0689455169385893,-2.69546571186884,0.00425388337077142,0.00871096828538639,0.00123754884640323,-2.6840285027163,0.00337446263543163,0.00750811887194528,0.00119659640040222,-2.68857886730039,0.012167557410688,0.010810195825261,0.00266668008832964,-2.68990266805918,0.00554437670359009,0.00666614991007188,0.00191796367398705
"11422-30",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690267242870812,-2.69756732540488,0.00411958961005446,0.00932502448873166,0.00107476476450302,-2.68615002135922,0.00337956122824395,0.00867463160215874,0.00104128017985009,-2.69647651329987,0.0128090799706528,0.00658635635847749,0.00330503437289058,-2.69640183149944,0.0044982696850068,0.00968334275683385,0.00140708612870076
"11422-31",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0687899044706014,-2.70341087797117,0.00423842565177573,0.0113257263743047,0.00125426850295089,-2.69003026225313,0.00338990086015094,0.0104230265697604,0.00121366349387339,-2.70400579648797,0.0130473651149501,0.0102771260830476,0.00487012528423428,-2.69775924049245,0.00526496645979002,0.00939142073559586,0.00177957409955568
"11422-32",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688287973462519,-2.70439689921661,0.00417913096525623,0.0101454559976738,0.00103296980569403,-2.69222127061669,0.00342883308305704,0.00968847494575064,0.000985273164695336,-2.71078491326016,0.0145341846279929,0.00986991802467714,0.0044655509989673,-2.70767409525806,0.00499329632839392,0.0111070981746326,0.00135282099493978
"11422-33",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0687510390157547,-2.70263022642184,0.00434886121479121,0.0101598970526457,0.00125096571226081,-2.68991016980172,0.00341605247155213,0.00921810679089573,0.00117876424135624,-2.70244846436464,0.0165081551191943,0.00926161977325753,0.00513689101130831,-2.70087718097439,0.00640382770342244,0.0097397857953932,0.00227183186841451
"11422-34",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688311616064669,-2.70164563475907,0.0040943269683886,0.0100214795232034,0.00108067839226951,-2.68916320630766,0.00336586444714685,0.0090069000761426,0.0010382192703506,-2.67181801240827,0.0126577507339544,0.00873574760712865,0.00238271530506452,-2.69971349465088,0.00567946055439439,0.00922020513065263,0.00179578573842593
"11422-35",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.06899049380246,-2.70038414083945,0.00430686695682282,0.0099081806148486,0.00114505696929142,-2.68706560428165,0.00342062977033043,0.00865718623743164,0.00106956258275214,-2.71306386148145,0.0141442539257713,0.0118606787400007,0.00395539444832643,-2.6986222780026,0.00679070458451448,0.00912907785358921,0.00209233426990554
"11422-36",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688131022136709,-2.70055250607073,0.00417202870360512,0.0107702992589475,0.00127608655538113,-2.68722452406015,0.00330681882521892,0.00945609700277519,0.00119242848452291,-2.73423109411416,0.0127123477889737,0.0166856098508722,0.00273295459205828,-2.69982425055635,0.00490988233267163,0.0107075942983863,0.0017899140926101
"11422-37",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0687899395693589,-2.70408117866706,0.00433112757791472,0.0107854591353487,0.00121996069488204,-2.69056651191504,0.00342350521933908,0.00992796023532798,0.00116898000704576,-2.69878285299645,0.0152655428882837,0.00961240203528126,0.00521265806787848,-2.70593340840129,0.00567471708392643,0.0118279127263388,0.00183811605146871
"11422-38",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.068742401292445,-2.70170248805648,0.00420061933545532,0.0090637590418457,0.0010885022081547,-2.691215268879,0.00347240978626255,0.00857466364102005,0.00107643596900642,-2.7412714263257,0.0143389620578336,0.0185386140232025,0.00349504613583101,-2.70400462966224,0.00644145216233806,0.00993779085444907,0.00199698404804822
"11422-39",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0692153437935527,-2.69573449032891,0.00423910809856973,0.00936427799983833,0.00110505095153212,-2.68514775954679,0.00347862563861695,0.00905087384613572,0.00108561804333048,-2.69520621287469,0.0148232378491842,0.00900588802232997,0.003322263120146,-2.6935188182107,0.00501488313681509,0.00816640183499722,0.00139988279925943
"11422-40",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0691222834405815,-2.69354701357926,0.0042427791531965,0.00857967335479774,0.00118242798154466,-2.68381640184952,0.00341733523218054,0.00842037277737809,0.00115307584662485,-2.69311770889417,0.0125066797189949,0.00887312603874114,0.0034926765585845,-2.69251127690654,0.00523216156210454,0.00826967217677911,0.00160808671234927
"11422-41",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688530794526188,-2.70487930480963,0.00442120811746749,0.011420717715396,0.00125527217512655,-2.69110142857763,0.00351428904722389,0.0103737730067235,0.00121182078607169,-2.70887715832442,0.0140098753765623,0.00870937460771283,0.00327958595337797,-2.70718674727244,0.00946879505786857,0.0109974814701952,0.00286634905718026
"11422-42",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0690931543926338,-2.70237238162796,0.00416472403478923,0.010528824512422,0.00100046334968248,-2.68927562862159,0.00343729609823326,0.00987253523312989,0.000965057463409614,-2.70004465077405,0.0146136577462345,0.0121562283054602,0.00436360915577272,-2.70732512036652,0.0051659869669514,0.0120103411071265,0.00140703918371875
"11422-43",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0689643023415864,-2.70148479985069,0.00411873973153315,0.011183325712288,0.00114484146822378,-2.68871196472928,0.00336825727002191,0.0107481128694713,0.00112155697245773,-2.7124669832912,0.0135730155262667,0.011663591481941,0.00313477680372758,-2.70387017595689,0.00567330259777866,0.011777821530836,0.00184041227788782
"11422-44",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0687617235303549,-2.70296521261455,0.00445797141064302,0.00986684463046038,0.00124708616182908,-2.69026341577341,0.00350399401588421,0.00874066693092111,0.0011885881705533,-2.69048594737289,0.0133036409004201,0.00673052030447549,0.0033816106064319,-2.69954165419988,0.00675731653849294,0.00877802177765592,0.00227285016463547
"11422-45",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0686679847430322,-2.70145524755997,0.0041944657024482,0.00982562282951724,0.00124467259108909,-2.68955914679653,0.00334880290264281,0.00889932752016627,0.00118390599019141,-2.71665076702282,0.0128032418767061,0.0113734313282929,0.00288393646178685,-2.70404296028919,0.00596781089805356,0.0100849350305768,0.00193660663056096
"11422-46",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0693013493726539,-2.69093185657836,0.00411314204800274,0.00858965620104335,0.00110786643610708,-2.67915669945835,0.00331367471569069,0.00736681403915186,0.00105085458207637,-2.70501199992728,0.0117039199197358,0.0134317454990677,0.00264397861042615,-2.69240669853944,0.00521322368283882,0.00930650309463875,0.00154045451226235
"11422-47",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0688291689972051,-2.70008790677122,0.00424820906358952,0.00962171646868271,0.00120068308005643,-2.68864853026378,0.00341444672498237,0.00890853046812024,0.00115426277336155,-2.69535337416653,0.0134740777936486,0.00631465567949576,0.00426158483666819,-2.69904435711509,0.0072123610103331,0.00936300090406279,0.00271767751267985
"11422-48",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.068846480648329,-2.69833982538563,0.00444739876828577,0.00853966117259053,0.00124012317062489,-2.68811697801837,0.00346499140682139,0.0084493032640618,0.0011882272556056,-2.69196471928445,0.0131260459629906,0.00993690998247759,0.00316844493762318,-2.69634112367307,0.00578355070144282,0.00802354648461133,0.00198565314280563
"11422-49",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0684209909109404,-2.70959959073124,0.0042803296782068,0.0108075006679879,0.00118419164237178,-2.69671104863908,0.00346643358138063,0.00988230232478816,0.00114936176034971,-2.68911353999019,0.0154609756323248,0.00239333880803739,0.00456745679117468,-2.70405055090554,0.0062838045028207,0.00856827959292235,0.00208973997286077
"11422-50",390,-2.7,0.00995033085316809,-0.7,1,0.1,0.0689192767849072,-2.69971351847771,0.00421241073797303,0.00985098297899594,0.00116150789867093,-2.68818827318599,0.00342939770229002,0.00900810716068693,0.00111161855753802,-2.66820795487896,0.0139804582138235,0.00292973476131734,0.00334743905194836,-2.6969503851628,0.00629561117153058,0.00856261618914066,0.00209336058654371
