"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0684829689278231,-2.70714254661327,0.00420628207413809,0.0110992530894927,0.00124496014925056,-2.69855813194384,0.00361733938777963,0.0105740566428738,0.00120827100729574,-2.70456492409175,0.0128970739840757,0.0149033175397804,0.00338521562878111,-2.70737984374945,0.00461039560766587,0.0114431185240548,0.00148709717457205
"11422-2",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0691419405286914,-2.69764348932647,0.00440409889953279,0.00992262500414781,0.00122063125826154,-2.69071460093179,0.00381314393308772,0.00986919444491805,0.00120748421479237,-2.68512450388162,0.0142831943815759,0.00613046526027607,0.00377230665219467,-2.69523764790804,0.00492036402821859,0.00914866058880423,0.00147270591907692
"11422-3",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0689511463649156,-2.69893992673856,0.00429146555690537,0.00931952838114697,0.00115436591210693,-2.69237574484369,0.00375478641856794,0.00913097026749269,0.0011341483300666,-2.67698768102429,0.0140428302904518,0.00412584437462284,0.00402946240838624,-2.69771215710896,0.00451741274900178,0.00957306679533125,0.00138792752314413
"11422-4",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0690891625810339,-2.69987743802364,0.00424235664199848,0.0102084779914408,0.00109867306805851,-2.69160785459955,0.00371676560674035,0.00961945559520801,0.00108053627110458,-2.67647387866897,0.0132176463389706,0.00339357700412647,0.00409898649318359,-2.69784725965026,0.0057502628375195,0.00955444011957709,0.00169974870551245
"11422-5",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0691680837348564,-2.70259781295661,0.00438045386920662,0.0124814591404318,0.00126235413317959,-2.69322927898899,0.00378152720532896,0.0119871369765157,0.00124758985528368,-2.70071651456613,0.0133968054453815,0.0116371399768007,0.00372674904113582,-2.70272166505587,0.00556559686640418,0.0123712858494346,0.00174934511909129
"11422-6",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0688360494367876,-2.70106143812578,0.00430664623417939,0.0101820386628293,0.00124625335263231,-2.69358580803544,0.00374689780617812,0.00961895244116959,0.00121804181527831,-2.70762646624894,0.0124761777208735,0.0138395288591829,0.00299452057648777,-2.70015262408084,0.00596246952313277,0.00972936660685859,0.00194110029966849
"11422-7",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0684912528847398,-2.70707817412299,0.00434394449266277,0.0102478524108834,0.00122674011996326,-2.69821798831088,0.00376124125980741,0.00918022815694407,0.00120175372443238,-2.70375949904921,0.0144663403282031,0.0112447696270721,0.00419210569906811,-2.70888384082801,0.00488848773217099,0.0114825849570055,0.00155901505401389
"11422-8",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0688333325711905,-2.70226033337368,0.00421340837624349,0.00979005947473942,0.00109205508660634,-2.69479978225798,0.0037020900811236,0.00944168771217684,0.00107660992801606,-2.68402971144917,0.0132438284163088,0.00549872962340271,0.00327676123957689,-2.70452362983272,0.00542058167040954,0.0104301624183373,0.00155004738604412
"11422-9",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0689696635731641,-2.70230688600985,0.00419900225456793,0.0114215801244349,0.00117465191943127,-2.69287471309075,0.00363743457044186,0.0107624221166725,0.00116188975536046,-2.71667526007857,0.0116263069580401,0.0154175322944922,0.00251217023695197,-2.70547207150538,0.00646134357249863,0.0128389424183552,0.00193922756050623
"11422-10",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0689371629725814,-2.69792118279078,0.00431645591508186,0.0091265944122065,0.00120419924275905,-2.69189926464621,0.00374832472800117,0.0092931780463975,0.00119469843710395,-2.6942556073493,0.0141569154041472,0.00988335038269519,0.00476363378528055,-2.69869472273638,0.0061128541141354,0.00942585846184809,0.00205006383560005
"11422-11",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0689351142995434,-2.69852331905508,0.0041319557052668,0.00990094801861104,0.00116437416634142,-2.69077936116902,0.00361745555360231,0.00920860379050709,0.00113838969175861,-2.69227675168424,0.013059487064075,0.00561453260382197,0.00394209302836293,-2.69523315024981,0.00433458185730531,0.00893915880351367,0.00138532432326776
"11422-12",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0687761228494278,-2.70177748720296,0.00426321325021586,0.00905994287221221,0.00109019734164654,-2.69582711782487,0.00379769307388754,0.0089825732240159,0.00108939561282472,-2.69954888819551,0.0130824354846076,0.00758354242994873,0.00290194330625997,-2.69935348585061,0.00457428386092479,0.00801168223592085,0.00121967130451538
"11422-13",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0687560595091273,-2.7031831796706,0.00418465513254471,0.0103357055295499,0.00114746294395438,-2.69548816394713,0.00367050000073427,0.00996268224880387,0.00113625161445486,-2.70594937316157,0.0133694539072626,0.00878731801272736,0.00417591203478771,-2.70436445365601,0.0051727099919152,0.0109577057719196,0.00167143098506034
"11422-14",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0691310416444106,-2.69229750175961,0.00432685972128466,0.00808903793448885,0.00122328743623099,-2.68642588666105,0.00375621172791952,0.00786425959480383,0.00120923059204262,-2.70283180757261,0.0141481303134119,0.00945166984383086,0.00383773814366393,-2.69244597472143,0.00554564469498351,0.00820736917221919,0.00178512118417713
"11422-15",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0688137201935396,-2.7022595911743,0.00425665117373783,0.0106907029354208,0.00123054759179178,-2.69423031364283,0.00367101980371407,0.0101054041623456,0.00117687278813477,-2.69711472001664,0.0141796720736998,0.0090415236107928,0.00441333781639543,-2.70360536521095,0.00466318971139407,0.0117972933229729,0.00143051658833434
"11422-16",390,-2.7,0.00995033085316809,-0.1,0.8,0.1,0.0688331309791814,-2.69542969196385,0.0041839795735725,0.008025200675405,0.00120095892006394,-2.69013596651505,0.00365741819772883,0.00792937628196912,0.00117048905492456,-2.67964647086217,0.0146527271597362,-0.00284153585685819,0.00520748147758134,-2.69492412190114,0.00513755755682659,0.00789429602028394,0.00170597765657756
