"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.112835104789699,-2.20517068430947,0.00331673250967884,0.00999266187681325,0.000980827170284284,-2.19209170096249,0.0026092330315862,0.00907399280780726,0.000946409803515515,-2.20007855267191,0.0115014933786341,0.0131997803242892,0.00433209989489258,-2.20538871135986,0.0046433776526567,0.0109317060903428,0.00192792604608507
"11422-2",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.113583501643475,-2.19888020955881,0.00330861919665434,0.0096744902337605,0.000937339825852431,-2.18710420952416,0.00263536563337171,0.00932664652147817,0.000902324938173567,-2.1952719214928,0.0114422186048875,0.00933008244222147,0.00464229645128336,-2.20087010019537,0.00447358251402634,0.0109549235680545,0.001733769264278
"11422-3",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.113602206736726,-2.19936649600998,0.00323789779205013,0.0100301441214713,0.000903868093243034,-2.18649301517642,0.00261248400013623,0.00911711969787242,0.000877697419379182,-2.19686213737489,0.0108725503546652,0.00881873817612271,0.00230615013084814,-2.19839339453469,0.004093603767562,0.00953300690797114,0.00123043554875135
"11422-4",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.113930399318323,-2.19504782485784,0.003508687341717,0.00885425773864158,0.000995854891718317,-2.18356411258178,0.00273749604624157,0.00788551274016904,0.000948645920151284,-2.19255665798331,0.0116725509117347,0.00968425780497998,0.00327333702950147,-2.19449258293335,0.00472792174790616,0.00873572048019665,0.00155353120302533
"11422-5",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.113598168977598,-2.20187045922659,0.00325414538184285,0.0105433774015499,0.000872303930518005,-2.18928385755399,0.00266490432058518,0.0100954715758901,0.000866426528311571,-2.20447582375335,0.0101251498228307,0.0101967727297522,0.00202450298608193,-2.20154054144077,0.00431516461301689,0.0101324279789084,0.00124247149077132
"11422-6",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.113832582898146,-2.20026054279121,0.0033252702032638,0.0103856351343638,0.000883406045457647,-2.18665372459361,0.00266942883366841,0.00948789407436598,0.000854518420398224,-2.21162077648931,0.0104220855601037,0.0122315837937711,0.00379989848990939,-2.20290050928746,0.00475329993389056,0.0109821810213879,0.00132933022152627
"11422-7",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.113392284090533,-2.1998496332527,0.00334146411629395,0.00949151198820634,0.000964870741422396,-2.18733680356893,0.00262409246839564,0.00858354536086707,0.000918236288063778,-2.20555475783095,0.0117226488700076,0.00470121924787526,0.00346708194985188,-2.19790538599113,0.00439253582168227,0.00871806801066678,0.00137021620463095
"11422-8",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.113424369686939,-2.20452823165367,0.00336692545240134,0.0106433679121514,0.000906310964787255,-2.19042878627788,0.00268745815580531,0.00959004435525764,0.000877531406258682,-2.20484889820984,0.0101788116431494,0.0109788541715106,0.00245247718262549,-2.20639387285733,0.00534295415490136,0.0108081948027232,0.00156798377814266
"11422-9",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.114191633733022,-2.198766378261,0.00340540522349548,0.0107677473763788,0.000907286429222542,-2.18594675648247,0.00274319340317553,0.0102313392888185,0.000882576980609364,-2.20415291916478,0.0102991096537126,0.0143129613325857,0.00351940098380823,-2.19429593528992,0.00470093012288676,0.00857708201021324,0.00135401765039012
"11422-10",387,-2.2,0.00995033085316809,-1,0.8,0.1,0.112726362568057,-2.20938804442061,0.0032952578766139,0.0103084257579222,0.000880360499402388,-2.19635532372756,0.00265436219918031,0.0100299934308378,0.000873928069816557,-2.21321598015524,0.0106174094961659,0.00937599992184843,0.00387497981162155,-2.21023691127963,0.00493140294309501,0.0116427116810078,0.00153630327040089
