"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0684800746780578,-2.70643640186511,0.00420531179692427,0.0108353462452534,0.00124548199488474,-2.69460891218457,0.00343339828436904,0.00989371046621083,0.00119987200582145,-2.69744695827876,0.013720477184007,0.0108773599852123,0.00433283449989251,-2.70444917841491,0.00517999759218531,0.00965493455481778,0.00169813799974477
"11422-2",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0689414152685669,-2.69449191387471,0.00453831577873263,0.00821745232748458,0.00138501673714,-2.68503209778659,0.00358304716293182,0.00729771178472067,0.00133849927855292,-2.70659021836558,0.014101619053834,0.0094258767857027,0.00465326120528645,-2.69637869977399,0.00570239450523399,0.00914309563277862,0.0018374013311139
"11422-3",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0687648590974748,-2.70150340230323,0.00434650712658797,0.0101013217301824,0.00128840231302987,-2.68989579882628,0.00346829528187804,0.00928941463165214,0.00124567814281822,-2.72868577522111,0.015231382183154,0.0153621964486315,0.00446897278472937,-2.69767387115114,0.00644782299267196,0.00836599264186332,0.00231494180901576
"11422-4",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0690822982976951,-2.69907221351193,0.00407127787758245,0.00981780575041444,0.00100550350845517,-2.68854756577708,0.00343564574316349,0.00949703206479931,0.000978822129584119,-2.66969834678146,0.0141471319269143,0.0048458616977819,0.00534731871991042,-2.69566255646376,0.00504024088288364,0.00851896636871938,0.00144145379245854
"11422-5",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0689106960859875,-2.69755530828844,0.00429827167350725,0.00952756385999391,0.0012845518357477,-2.68762337385624,0.00347569713402324,0.00909473170998098,0.00124330351064916,-2.68666078892881,0.0135817421565683,0.00709242468265007,0.00399115963348047,-2.69760967591293,0.00622549884479961,0.00938817281683345,0.00212646030540422
"11422-6",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0688167001652395,-2.70574578886828,0.00427363070588849,0.0111956379795847,0.0011431737550418,-2.69351888979288,0.00351541562026007,0.0104591146388384,0.00109499373843608,-2.70262571321463,0.0134399316472511,0.00799426519997743,0.00261614221610021,-2.70360248989779,0.00516652811843036,0.0102642076534946,0.00145165680746425
"11422-7",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0691569798593142,-2.69791435966734,0.00406573295489516,0.0104024007667341,0.00106554354490303,-2.68686231363945,0.00342642871858772,0.0098712794695451,0.00104754250314915,-2.70535356090293,0.0148025275204228,0.0158625607342601,0.00392612419737931,-2.70098879645833,0.00527079410872266,0.0116229726123315,0.00171816343478394
"11422-8",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0687659423215286,-2.70234514914032,0.0041132469613268,0.0100967457849516,0.0011103400545341,-2.69095158299778,0.00342019247070357,0.00926760760465345,0.00107909359859663,-2.69030796618704,0.0133676027741665,0.00906693180057452,0.00374228333033347,-2.70041067149875,0.0050876267180833,0.0100067357668125,0.00163906357210712
"11422-9",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0684531903811532,-2.70362585799063,0.00408772787536397,0.0085270497058179,0.00105865500186358,-2.6951723364163,0.00345122696560266,0.00840865531508244,0.0010320532720796,-2.70390378155807,0.0135235880931173,0.0098412193425767,0.00425190307991742,-2.70234323250134,0.00457105584009225,0.00835122884344761,0.00141235046541201
"11422-10",390,-2.7,0.00995033085316809,-0.7,0.8,0.1,0.0690071105631456,-2.69539541964706,0.00430837336736686,0.00848975574222854,0.00119399371416931,-2.68627838528851,0.0035013147169368,0.00818230169912495,0.00115414257145947,-2.68255020904053,0.0144356433924287,-0.000926711748164261,0.00439081834500104,-2.69599749875427,0.00501566942035225,0.00842167969183255,0.00146706420902398
