"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113617114389044,-2.19935747554117,0.00138006842193621,0.00981876163909345,0.000379082066197498,-2.19301256992726,0.00123109248154644,0.0104272891796105,0.000410464281245644,-2.20077927880986,0.00460973388650766,0.0103756644354597,0.00132298772369069,-2.19851320944252,0.00163951339463538,0.00959572209346007,0.000499339485528585
"11422-2",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113536819250494,-2.19893708544731,0.00140113125960964,0.0095023487846373,0.000396332825862921,-2.19256926392346,0.00124395990600419,0.0099414889147021,0.000429833326627032,-2.20167639350625,0.00413676150284903,0.0102054529866557,0.00102561870356829,-2.19994379102984,0.00191977978013507,0.00982787924337062,0.000626380935338444
"11422-3",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113734687039116,-2.19879413353286,0.00139448290728763,0.0097397242829804,0.000376750727714364,-2.19214804575104,0.00124538615616686,0.0101891624081782,0.000410623240405294,-2.19927375648474,0.0041664456489729,0.0105586137709303,0.00102060869436792,-2.19900824686609,0.00194800698073677,0.00967632546584193,0.000614626867368047
"11422-4",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113547078662644,-2.1987279212612,0.00140915418435544,0.00932306476376898,0.000396028784555833,-2.19243789228962,0.00124816919608505,0.00980772632641947,0.000429964612767036,-2.18907424801269,0.00444749156002253,0.00922970322391895,0.00124719168932745,-2.19878492903899,0.00179850627065122,0.00947944579905988,0.000611013199806757
"11422-5",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113664966104699,-2.19880460126638,0.00141220594445717,0.00961216471815,0.000391435743360074,-2.19222307832548,0.00124916649028231,0.0101660408641671,0.000426274423230062,-2.1945631086346,0.00457182906370479,0.00970060011271025,0.00134704611501617,-2.19896959078894,0.00193076196885257,0.00973501533159214,0.000669838605204693
"11422-6",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113567732385758,-2.19963066245803,0.00139666891617082,0.00947656621435699,0.000377590670316907,-2.19344644730572,0.00124455341402495,0.0099886873330146,0.000405674754692488,-2.19563274774112,0.00446480767209688,0.00783933678677026,0.00129073947221955,-2.19961143840862,0.00197454591811112,0.00955573009711741,0.000603364178359989
"11422-7",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113648604965915,-2.20164691613004,0.00139972705944647,0.0107530061853983,0.000386880973410407,-2.19394892591981,0.0012439758070085,0.0110874750291094,0.000421794583285496,-2.20022020665062,0.00433877716224667,0.0123740544508158,0.00116224280291782,-2.20218908190765,0.0019759403957051,0.0108253441296905,0.000652933103820063
"11422-8",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113736953796928,-2.19847531876876,0.00139773832985412,0.00981132377761434,0.000386308453075482,-2.19226108623068,0.00124593092772921,0.0105197783291415,0.000421731464093016,-2.19924856652219,0.00429845489126456,0.00988940883569546,0.00118064582011881,-2.19762111551224,0.00173965391217507,0.00955601254283407,0.000494166549625243
"11422-9",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113837146726497,-2.19902491515706,0.00141881422038681,0.0100815438300952,0.00038684847507742,-2.19210001368351,0.00125933092679385,0.0105812174051522,0.000420865919287055,-2.19977509190304,0.00467510787085348,0.00999467252113025,0.00138511107063233,-2.20017134743675,0.00174725568653018,0.0105310944549965,0.000545805423856318
"11422-10",2169,-2.2,0.00995033085316809,-1,0.8,0.1,0.113656592687312,-2.1984169853787,0.00141325939125622,0.00929007747597142,0.000387061797622055,-2.19240031217066,0.00125991257130066,0.0100177930995511,0.000428786484988279,-2.19152103181272,0.00464900379450356,0.00689494681193718,0.00124105372319812,-2.19884691500628,0.00188382615690568,0.00930613852107283,0.000533632531994213
