"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.11363370315404,-2.19974456265625,0.00137970139426588,0.0100304399385842,0.0003785480468689,-2.19461327409239,0.00126649388799144,0.010244804464625,0.000397841603160114,-2.20773079700795,0.00447137099298764,0.0124590906775834,0.00128014071186696,-2.19951841585676,0.00187654036191573,0.010018655653298,0.000572331992486501
"11422-2",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.113561884969067,-2.20305455130494,0.0014015248514123,0.0110461907768059,0.000388444032284565,-2.19780386551702,0.00128076122798463,0.0114293703654358,0.000403955873534674,-2.20046718576295,0.00449111051360457,0.0117208812211675,0.00122553153621944,-2.20334903310013,0.00167785253462261,0.0112954062386964,0.00052461009723155
"11422-3",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.113993595021004,-2.19662214507636,0.00138865955100273,0.0096677687387007,0.000370168067883211,-2.19143702154414,0.00127421868193886,0.00982324217585057,0.000389278182314222,-2.19071556340632,0.00442705510093254,0.0084648194716823,0.00135622051777382,-2.19634278070435,0.00161889603324827,0.00953815545799195,0.000485282199141012
"11422-4",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.113462505804789,-2.20341427156289,0.00140514752855248,0.010906897263989,0.000392935042312191,-2.19774686927589,0.00127923295782113,0.0112456340634447,0.000413512984497621,-2.20674255551948,0.00436594812230918,0.0123088821248307,0.00105989607572415,-2.20365939814874,0.00165106479629676,0.0109188862363713,0.00050650423062912
"11422-5",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.11371930825827,-2.19669897235848,0.00139932268696569,0.00901362166035433,0.0003862125129234,-2.19220514929435,0.00127572620169898,0.00926195888961801,0.000400514164045914,-2.18931628262573,0.00440195928651875,0.00794266121168372,0.00114945892924175,-2.1975149117472,0.00162033530429219,0.00929754040286184,0.00048878068553566
"11422-6",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.11376247741468,-2.19979182225055,0.00140184312170635,0.0100449320868719,0.000374557946888016,-2.19463829250816,0.0012828944533897,0.0103741558835418,0.000394133685492078,-2.20091071755368,0.00454078959701457,0.0103782389601252,0.00115153690133488,-2.2007925034818,0.00167143600869149,0.0102476493996342,0.00049285120854334
"11422-7",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.113493557716476,-2.20177799160271,0.00141546408825677,0.0104808296012448,0.000403819097900938,-2.19664392573551,0.00129078170362283,0.0109535944075852,0.000429118030303563,-2.20001933471983,0.00427997285644431,0.00907547172501219,0.001195766903002,-2.20083330753858,0.00179502901474016,0.00999772017005078,0.000551672885890437
"11422-8",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.113609797799604,-2.20110616820941,0.00139942619878692,0.0102588695104182,0.000381042169671931,-2.19607276088892,0.00128335805394069,0.0106190090480864,0.000401284243149519,-2.20546325630907,0.00434890670735493,0.0103791124153823,0.00104511624522509,-2.20031385130622,0.00168894488220294,0.0099295097011166,0.000440600589398499
"11422-9",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.113445322879748,-2.20034380548766,0.00142016180091852,0.00951680309132477,0.000398732670468909,-2.19549043621407,0.00129797437015855,0.00979752889460338,0.000422663040414569,-2.19616993248773,0.00457765224462281,0.00767801587052928,0.00121920273072904,-2.19884267545823,0.00161325023870923,0.00904769608232762,0.000480042051756894
"11422-10",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.113446139476763,-2.2019638062927,0.00143484023561292,0.010428799863309,0.000416520406732964,-2.19693974827147,0.00130559708505551,0.0108355031327383,0.000439146776350038,-2.2050644249633,0.00482299276913802,0.0118933149637041,0.00149818287522177,-2.20185822644445,0.00173892484967301,0.0103035150471943,0.00054346311098324
"11422-11",2169,-2.2,0.00995033085316809,-0.35,0.8,0.1,0.11370968343496,-2.19869975442745,0.00139080572126873,0.00962554512015715,0.000375947667710934,-2.19375982112586,0.00126981865042003,0.00992046376833628,0.000392693158568444,-2.19362872944631,0.00449705230354889,0.00796245505926765,0.00123781097411614,-2.19846202063783,0.00168049425494353,0.00950787792383055,0.000519907659023615
