"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689433354484726,-2.69820835179255,0.00174663033006862,0.0095139309383165,0.000479331755292302,-2.68637797999559,0.00141077460761918,0.00882881365869064,0.000461939665213492,-2.7050964295925,0.00576363074901736,0.0116248689562407,0.00162253640912025,-2.70008545178926,0.0025224282765025,0.0104374692633214,0.000824487928380157
"11422-2",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688849697443258,-2.70062897449205,0.00177561274684389,0.00983956224972984,0.000480279667152061,-2.68854646320382,0.0014272102452689,0.009408736265771,0.000466702005958843,-2.69418620829837,0.00536367409607047,0.00852016114248526,0.00144970557381189,-2.70030631546479,0.00229296400345749,0.00973182570779676,0.000653666074985798
"11422-3",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688168889076076,-2.70073843678822,0.00174462490784357,0.00994247283605481,0.000485434481060124,-2.6881295721648,0.00140704048244666,0.00900834994344174,0.000467951375045536,-2.70437227338707,0.0054277209345288,0.0114162295395085,0.00165324025461627,-2.70198549448855,0.00240065973703502,0.0103081177614459,0.000743759215613827
"11422-4",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688576976738423,-2.69978030910816,0.00175180124331948,0.0096194245937509,0.000480596249492648,-2.68794321160859,0.0014127998122363,0.00907529209717377,0.000464422359300276,-2.70590614674215,0.00549676298227892,0.0133172774944544,0.00152833582498501,-2.69955062325318,0.00191023034860688,0.00960848409490137,0.000560453828816904
"11422-5",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690925362392022,-2.69988501753693,0.00178027506315235,0.0106190424623993,0.000478540328462294,-2.68702539661749,0.00143585935513398,0.0101993576902322,0.000468761893450668,-2.7075476053273,0.00582056787326255,0.0107091023083261,0.00161348317849114,-2.70022673784877,0.00237940031723258,0.0104025298166139,0.00069992453611175
"11422-6",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690379191673312,-2.69919378071729,0.00174643013755227,0.0104697511350791,0.000479908262269761,-2.68606947575116,0.00140343285249004,0.00985991145238566,0.000462193047132598,-2.7132950665235,0.00557045406054187,0.0121744448889058,0.00167161822315498,-2.6997512989211,0.00238838827758806,0.0109244451049335,0.000720115864315198
"11422-7",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688742379753946,-2.7014946760627,0.00183027808727187,0.0100344099406874,0.00050560437272501,-2.68865293094109,0.00144097979627089,0.00936325192943067,0.000486184666465472,-2.7080580152508,0.00578133024792635,0.0106895709621641,0.0016419061928135,-2.70187352944166,0.0025561505879658,0.0100596341044461,0.000824384564885114
"11422-8",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689930620305487,-2.69817300324402,0.00178734540958239,0.00950309569914795,0.000487638930310683,-2.68620822045105,0.00143253909766688,0.00880316821699072,0.000473005904272535,-2.69527328647329,0.00560886008208935,0.0087522729384312,0.00153011008781929,-2.69902852534821,0.00221875172910836,0.0097193860278565,0.000719877486573422
"11422-9",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689575455439119,-2.70044092064707,0.00178475013550096,0.0101144121392345,0.00048281362928364,-2.68789841798407,0.00143094684615522,0.00959712811514062,0.000468550858794213,-2.70274950753918,0.00552449915290808,0.00958657147729588,0.00157932177931074,-2.7014775910559,0.00234094588518484,0.0106813235253233,0.000719642769275302
"11422-10",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690721112444749,-2.69910732601034,0.00175127915767005,0.010462275597782,0.000474966254656894,-2.68604309746913,0.00141186626593977,0.00988085206542427,0.000461263434952976,-2.69763962601406,0.00523471300563506,0.010109459947956,0.00127243391259256,-2.69717876983509,0.00213946601608383,0.00977667995786609,0.000674646076894849
"11422-11",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690897509941516,-2.69638638687121,0.00175940440181586,0.00969332440517333,0.000490916702624366,-2.68457632484458,0.00141004509007292,0.00929490408644067,0.000475692011587917,-2.69540117454248,0.0056728380618804,0.00903836352635284,0.00147787472089972,-2.69560169859173,0.00232320607325278,0.00932634587728278,0.000746661986413869
"11422-12",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689158829247857,-2.70060276124291,0.00178173577709351,0.0102974346039391,0.000497763046361,-2.68770672375715,0.00141627221485549,0.00970434449740407,0.000478176481172977,-2.69244211107531,0.00531920337258004,0.00743437764219136,0.00144346028303721,-2.70049106937265,0.002332701586824,0.0100411216659199,0.000706966665667513
"11422-13",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688772058690251,-2.69965774983222,0.00177847293847397,0.00943441959544719,0.000483509690415639,-2.68803351979525,0.0014241422171617,0.00906105213295517,0.000468362640174353,-2.6978643247923,0.00541755354242016,0.0089676382719779,0.00152523740527127,-2.70102265537803,0.00244005584363437,0.00987639709497558,0.000762630634546394
"11422-14",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689750491031272,-2.69927369546445,0.00181125015317012,0.00963517826548967,0.000491678649277582,-2.6872988830904,0.00144412449236572,0.00906058129962197,0.000474486479317242,-2.69559596944275,0.005779947390986,0.00970628360763594,0.00171306358076682,-2.70003893596194,0.00275647589903532,0.0101190441370639,0.000882523618630298
"11422-15",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689113811315882,-2.69962770449097,0.00179811234288039,0.0101132329747939,0.000519043955688174,-2.68677053249829,0.00141594434034167,0.00931909273492167,0.000497911270512887,-2.69843780903895,0.00581808672419004,0.00799680425407392,0.00157761610046245,-2.69897451288746,0.00241344559717924,0.00971971609079196,0.000787937788743169
"11422-16",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688963787280602,-2.70093536629918,0.00181675858727907,0.0102835167210105,0.000516221260376222,-2.68811043489521,0.00143015069097424,0.00962934871384588,0.000493014875280146,-2.69943296796,0.00562728058130648,0.0103816427408173,0.00172417507576542,-2.70101927541539,0.00255406953718624,0.0102159476760875,0.00082952480065097
"11422-17",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689033096872164,-2.70045951239438,0.00174085634890555,0.0100527899468421,0.00046845498343917,-2.68810411711697,0.00141428475436388,0.00944734955357328,0.000453483554743562,-2.6938735483814,0.00502589679904295,0.00909722136409308,0.0011170411811567,-2.7001221326576,0.00203507923606887,0.0101023131694304,0.000642581636080601
"11422-18",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688178763860587,-2.70086413889669,0.00179268735196557,0.0098964269032862,0.000507519445050328,-2.6883692638138,0.00142135192605773,0.00924063346298279,0.000492682463473428,-2.70029631971767,0.00555829777081764,0.0101390143088962,0.00146247225313432,-2.70188847637947,0.00245251141470745,0.0101165323380568,0.000846948618097444
"11422-19",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.069050339451303,-2.69826008820313,0.00177288570117178,0.00989675819001705,0.000482271303524484,-2.68580638150053,0.00142542094070531,0.0091388606132423,0.000466026547085588,-2.69341254203118,0.00544248303709028,0.0102307952364457,0.00164447488229298,-2.69852228593046,0.00243578692278058,0.0101239379081073,0.000738454769199305
"11422-20",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690687488387123,-2.69853571178004,0.00177216739302153,0.0102521702020387,0.000488665373864516,-2.68555194313923,0.00141749392677448,0.00951228770631117,0.000472210195769713,-2.70048130574322,0.00573027236189803,0.0105893389314508,0.00161994125801286,-2.69751872589043,0.00216618202078263,0.00984983641278519,0.000707598177874341
"11422-21",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688764523973232,-2.70051711474311,0.00177364560643277,0.00989606839558825,0.000487065221557002,-2.68809344179367,0.00142234552595136,0.00921260159483155,0.000471473685950375,-2.70200828781688,0.00579980489509424,0.0111095005215408,0.00166608227575526,-2.6994418319898,0.00240980194938141,0.00966314890514938,0.000756147178166111
"11422-22",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0687855603605461,-2.70186877262671,0.00179316533239848,0.0101139734639135,0.000508368611663812,-2.68870686184385,0.00141770563775988,0.0091221254157821,0.00048683593614063,-2.70237944941228,0.0057745859970354,0.00999986565084997,0.00184243572395299,-2.7018701276952,0.00258354862346477,0.0101977887285701,0.00083547159002626
"11422-23",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690223538806134,-2.69774278445814,0.00177055053723069,0.00991197847707977,0.000499730040345987,-2.68508532298892,0.00141398247380218,0.00913618508553652,0.000491118751486332,-2.69886375935321,0.00592600716823118,0.00911941469863691,0.00166900469389811,-2.69816704619426,0.00221155700229045,0.0100776414051463,0.000735259739874886
"11422-24",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689055922224947,-2.70084983642615,0.00177395303290866,0.00998237424949443,0.000476842488203458,-2.68862238877356,0.00143244474488216,0.00938148478848074,0.000460774126351568,-2.7042613838518,0.00571303149162575,0.010893552633737,0.00138659772671448,-2.69929503854283,0.00242119324209393,0.00942410535408512,0.000823006997369439
"11422-25",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0687269314384427,-2.70272455022955,0.00177477768843436,0.0101828895248036,0.000500229286865373,-2.69012652207107,0.0014152666098688,0.00967086413615763,0.000485431681515538,-2.6893988811713,0.00549685844112437,0.00985174323539098,0.00156187438462011,-2.7025088021304,0.00221213820082252,0.0104630814326091,0.000736123321621291
"11422-26",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688833145474416,-2.70095687555306,0.00180002897377815,0.0100393157193312,0.00049785847103641,-2.68849901646891,0.00143354702934559,0.00945348792913087,0.000481505374920387,-2.69700993201189,0.0059407383202116,0.00944318163885484,0.00191784777921733,-2.70177207208557,0.00242185548129482,0.0106199859259092,0.000788131036903264
"11422-27",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689110863377821,-2.70136141341427,0.00175347888858016,0.010717101596673,0.000489037036304709,-2.68803979217361,0.0014116634507688,0.00993849770575152,0.000474056899147857,-2.69711663394301,0.00544592808990435,0.00855329982640218,0.00170533289390646,-2.70046136015076,0.00202707037135523,0.0105319453067275,0.000640303374463529
"11422-28",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689846780331184,-2.69780637155675,0.00175660416315604,0.00949803021869452,0.000480798335897316,-2.68635324526158,0.00141752974302407,0.00907573956645153,0.000464767363231342,-2.70083490079003,0.0055155143485023,0.0101285621493416,0.00143027952577413,-2.69843250761837,0.00237124351095981,0.009615540345447,0.000708158942327598
"11422-29",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690271418587188,-2.69844959938215,0.00178443729158145,0.00993995757229346,0.000493072352667044,-2.68607350269537,0.00142389987295723,0.00940899513508794,0.000478589812680882,-2.6960431086109,0.00576450613584075,0.0089599273279559,0.00152182664832046,-2.69817656330594,0.00241954153981193,0.00989386431638649,0.000704201956026502
"11422-30",2200,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688462399741368,-2.70119788348024,0.00177746723474648,0.00985636017362633,0.000482242780862445,-2.68872108662207,0.00142282163026745,0.00927695799781453,0.000467354349671423,-2.70117124854178,0.00539738748214567,0.0112919745172822,0.00151547590314065,-2.70167742504722,0.00234409980259335,0.00991686049168404,0.000688304797519423
