"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0683516367704668,-2.70665782184034,0.00420842948419615,0.0101352581347632,0.00125202262560369,-2.69448032883583,0.00333651067028813,0.00976280124033061,0.00121741836717626,-2.72574967915567,0.0152875428756697,0.0106587923972902,0.00597029545774847,-2.70982937455684,0.00585083924276978,0.0123287618573128,0.00217676546986585
"11422-2",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0687679501740649,-2.70426688897204,0.00453896043473749,0.0111468348324433,0.00137969043292082,-2.68957456071475,0.00344360644338036,0.00991413744875215,0.00131690253457896,-2.69254915566131,0.0144707361366216,0.0122020091936559,0.00478914533963347,-2.70990177814091,0.00662308598911517,0.0139546582773124,0.0024035966211368
"11422-3",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688047215987299,-2.70089332367369,0.00424171742555298,0.0101738120454549,0.00123730447540065,-2.68786410444099,0.00335018274270331,0.00907092544423835,0.00117407074594894,-2.69975239496931,0.013260276749019,0.0132304286209547,0.00314057749285799,-2.69846804868171,0.00573026901081659,0.00917149049568805,0.00191624709255149
"11422-4",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690686383227184,-2.69809278359809,0.004109670087738,0.00923764123845242,0.00101088771631182,-2.68590593297699,0.00337391731632032,0.00847702070849678,0.000981171582679647,-2.70635660887551,0.0134083269975858,0.0122493828988719,0.00378590696653689,-2.69906405206458,0.00513892309984177,0.0100829220568352,0.00162637159878064
"11422-5",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0687550038250665,-2.69892372822832,0.00434334628372031,0.00916700412684504,0.00131205908285212,-2.68738498275876,0.00334077777664026,0.00871132731694967,0.00123689426891957,-2.70841232338138,0.0139712995675079,0.0110122305387389,0.00340437161696687,-2.69203327517665,0.00537277558920055,0.0063747636446526,0.00184273014594784
"11422-6",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0688858568098676,-2.70211629034959,0.00433732857033197,0.0108162664299438,0.00124907517368979,-2.68700981415797,0.00336276386892726,0.00944605176803266,0.00120773768998464,-2.69208887839878,0.012805355137555,0.00541844441683018,0.00348107310326427,-2.7060294426143,0.00590220072937447,0.0120446800995963,0.00185338867839888
"11422-7",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0689186375607678,-2.69866420120444,0.004261569290378,0.00993012443702334,0.00125620144930125,-2.68714052880981,0.00340019287415611,0.00932445469424232,0.0012126731475685,-2.70670680004351,0.0130857003595417,0.0105192909296336,0.00271087667841512,-2.69510291120584,0.00548665336246817,0.00852667408368855,0.00178842665288395
"11422-8",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0690132925802949,-2.6940973778506,0.00439911466228193,0.00825559133450297,0.00128199257277337,-2.68244977202749,0.00342102173165047,0.00670271086650161,0.0012296828490036,-2.70525418855789,0.0141301079641419,0.0134458373999608,0.00445756688718247,-2.69248121511633,0.00532475286331606,0.00773794270616795,0.00178692499288195
"11422-9",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0693553896736038,-2.69705586186538,0.0042710392306538,0.0106653297331831,0.0011302045517981,-2.68366304476446,0.0034163305206129,0.0103075632950382,0.00111348200371148,-2.67549651615801,0.0141894516050215,0.00507914224009574,0.00420486039207367,-2.69709992820324,0.00701868910391268,0.0108335813148143,0.00209785068069751
"11422-10",390,-2.7,0.00995033085316809,-1,0.8,0.1,0.0691438576503265,-2.69710908276696,0.00414905901891032,0.00974493376853775,0.00108270098746809,-2.68412142458712,0.00332411849164783,0.00917758504072746,0.00103909918129073,-2.70294112713941,0.0118612264053229,0.00571480499395983,0.00262776648790759,-2.69620093778617,0.00525469666100998,0.00920293098222172,0.00147934430136737
