"sim","N","beta0","beta1","muU","sigmaU","pV","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0688760124693951,-2.69985881415956,0.00174757227030885,0.00978018039018139,0.000479269317478084,-2.69154002463491,0.001507538123345,0.00929286438494576,0.000470095687068129,-2.7045160752902,0.00552347327589004,0.010697242507478,0.00145061368700945,-2.69901496028692,0.00217502231100736,0.00955703804640276,0.000668939770367789
"11422-2",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.069050697322608,-2.69899693877241,0.00176920533792417,0.00980957535147347,0.000462160371642599,-2.6906092242374,0.0015288786688156,0.00936945517470435,0.000452453999930707,-2.69862384160888,0.00551469258816294,0.00955640049179607,0.00148982692112603,-2.69896340687087,0.00213158310891115,0.00985687858304154,0.000608677899263069
"11422-3",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0689490551618236,-2.69921351593052,0.00177227304444507,0.0100130444911247,0.000495904579277623,-2.69032655735062,0.00150944215521252,0.0094782883953473,0.000485040407416174,-2.69911622420772,0.00574709565473455,0.0107851461940247,0.00149825606912386,-2.69866012682829,0.00212484557145363,0.00985806076863446,0.000638303973621927
"11422-4",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0689584256587038,-2.70106352448138,0.00173824594514732,0.0104863121720844,0.000462185399702143,-2.69222379243206,0.00150884682770252,0.0100884732176539,0.000457832170166745,-2.70043255172917,0.0056198014385486,0.0103092618080672,0.00163333978285222,-2.7018366675995,0.00225735929209962,0.0107334119770435,0.000672701989677892
"11422-5",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0688836619035788,-2.70051096091228,0.00175794125439685,0.0100423022856757,0.000483622265364663,-2.69175485082636,0.00150355670277216,0.00956853573958496,0.000470854800282391,-2.69534587799185,0.00565321686890937,0.00990842414041704,0.00160970101229979,-2.70169146171463,0.00209024218574525,0.0108595058880967,0.000623575887767153
"11422-6",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0687957796998868,-2.70011067440144,0.00181633740230229,0.00938175327026538,0.000516746868803895,-2.69222081768399,0.00153925036813229,0.00911564920331813,0.000508399074659727,-2.69360800181069,0.0061572344530487,0.0093464368101007,0.00166449027017955,-2.70031189406672,0.00252055905444343,0.00920717698228745,0.00082901419858563
"11422-7",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.069054887684872,-2.69855292235995,0.00179146419874166,0.00967608583421607,0.000474766899031329,-2.69008819009373,0.00153656985343991,0.00926551723617529,0.000466965665389698,-2.69951421566346,0.00572027986976953,0.00876596908510662,0.0014264228859313,-2.69719371820925,0.00215238831163426,0.00912906395757119,0.000617198907842787
"11422-8",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.068874728932235,-2.69952309455544,0.00177223943783284,0.00965149776849974,0.000495448795322187,-2.69078952122697,0.00150508870719199,0.00903003657802575,0.000479117606608034,-2.69099781604616,0.00582751241180936,0.00689225779760632,0.00159848842868189,-2.69915349136417,0.00211678692891851,0.00968378958218528,0.000687736923419223
"11422-9",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0689500436189707,-2.70287081449444,0.0017658354309988,0.0111137986372553,0.000476094378182488,-2.69344505908513,0.00151912927391566,0.0107065834486546,0.000467933493922885,-2.69742419428579,0.00617906000919953,0.0099127624995744,0.00186190897688177,-2.70229235623415,0.00219917726448411,0.0108529415912335,0.00067986923327638
"11422-10",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0690541417664063,-2.69926768753906,0.00181769885810159,0.0103498274767905,0.00050858267245835,-2.69017828718436,0.00153789830421743,0.00986026459448514,0.000495912868020924,-2.70189175238202,0.00578908455848378,0.010258242355645,0.00177203422561568,-2.69843077415721,0.00223242695001191,0.010120380982905,0.000699603366712772
"11422-11",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0689035549984719,-2.70225068088804,0.00178969808922015,0.0104455677183418,0.00048188738142351,-2.69316859255779,0.00153694175881609,0.00992574144958039,0.00047386396568999,-2.6992471241066,0.00559278331909637,0.0104138890840256,0.00135050648284293,-2.70046460556927,0.00227999302626421,0.0100019124923021,0.000654592407788224
"11422-12",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0688885077203306,-2.70036001471634,0.00176229990995283,0.00950243080524433,0.000460780691686677,-2.69257747248492,0.00152545770030943,0.00924794244125435,0.000451549077017765,-2.7000944072779,0.00576543320699292,0.00906225950862341,0.00162101549618078,-2.70020630962237,0.00210113249418535,0.0095059537810372,0.000611908739586434
"11422-13",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0690023107562254,-2.69869609458615,0.00179014491183247,0.0097221254070692,0.000488248536477345,-2.69038941993343,0.00153499146178062,0.00927485264522143,0.000478900411564261,-2.69588066664025,0.00569489755106557,0.00998410483474821,0.00159185665317628,-2.69949330414534,0.00240114762789632,0.010095870171183,0.000743822420549588
"11422-14",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0689390203875855,-2.69884622326468,0.00175445870170993,0.00973836872102795,0.000483405634473572,-2.69101718599133,0.00151336492356917,0.00951385283925513,0.000476372008859748,-2.70276693414339,0.00555537473352504,0.00778439261486859,0.00144582271994684,-2.69803646594925,0.00212887400339416,0.00941476261830963,0.000653640513154414
"11422-15",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.068948110784901,-2.69872677333452,0.00177814853306534,0.00960110696858169,0.000489270075123323,-2.69071967845694,0.00152002651305217,0.00936221455240228,0.000479669270963358,-2.702528082805,0.00566548760197311,0.0109592549315386,0.00150210507241682,-2.69995452751474,0.00233695012341708,0.010134318364103,0.000746891628833166
"11422-16",2200,-2.7,0.00995033085316809,-0.35,0.8,0.1,0.0689985714145218,-2.69912865507301,0.0017866861193055,0.00992984552927881,0.000488830916332429,-2.69049218551293,0.00152676460344234,0.00949850489883433,0.000480068185343611,-2.69909701379907,0.00553241712086362,0.0110901562351885,0.00165898307130852,-2.69942737662032,0.00243367489694397,0.00997801938877713,0.000688421228836464
