"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11428-1",100,0.00995033085316809,-0.7,0.6,0.1,0.0723130810190291,0.00557135761702794,0.00224253821987365,0.00574907048764894,0.00219475097380165,0.0222139568904878,0.013482350099778,0.00435022676888542,0.00312882786010669
"11428-2",100,0.00995033085316809,-0.7,0.6,0.1,0.0718265443817953,0.0089000515605793,0.00218453720533515,0.00828345599777912,0.00216794511964064,0.00553586804126117,0.0123177682844148,0.00878070242763088,0.00286355184966479
"11428-3",100,0.00995033085316809,-0.7,0.6,0.1,0.0712853269962805,0.00435248455076925,0.00212957091577503,0.00493014931299621,0.00206741955543294,-0.00752854719881835,0.0140689976638036,0.00480582973727682,0.00187318183126863
"11428-4",100,0.00995033085316809,-0.7,0.6,0.1,0.0711464950925397,0.00869185551403585,0.00244492935929694,0.00732116054328219,0.00243254166195773,0.0266749456098285,0.00876123141605529,0.008951454686871,0.00251351206247263
"11428-5",100,0.00995033085316809,-0.7,0.6,0.1,0.0712297995265325,0.00837586997355795,0.00259402241650079,0.00881669552922488,0.00256844940441682,0.00108477177584673,0.0181672596292263,0.0130286872426563,0.00487981626227582
"11428-6",100,0.00995033085316809,-0.7,0.6,0.1,0.0724118941120515,0.0127574826609927,0.00197013403803464,0.0125190029436614,0.00191862334748224,0.0140183061989399,0.00495222042131643,0.010937410718843,0.00259146224369122
"11428-7",100,0.00995033085316809,-0.7,0.6,0.1,0.0720864679912148,0.0122233896564428,0.00269921317718315,0.0112369475240976,0.00270779644473786,0.0139524826818921,0.0072557918065719,0.0110300912749303,0.00506621451496647
"11428-8",100,0.00995033085316809,-0.7,0.6,0.1,0.0713836485152721,0.0111981714561823,0.00273791883965533,0.0104731046809149,0.00277465250143514,0.00605925743264588,0.00825484106272803,0.00851657336824946,0.00422335984783666
"11428-9",100,0.00995033085316809,-0.7,0.6,0.1,0.0709571711357359,0.00732047736679899,0.00232055851558473,0.00678375275570613,0.00229439115278003,0.00105986886927191,0.0126833052664811,0.00778435738622227,0.00283572244114171
"11428-10",100,0.00995033085316809,-0.7,0.6,0.1,0.071690489608163,0.00810913831304493,0.00210203467250018,0.00744814641868536,0.00203821838081239,0.00927656262253369,0.00784644404254199,0.00608613571912383,0.00227799746790684
"11428-11",100,0.00995033085316809,-0.7,0.6,0.1,0.0715779817847859,0.00866341359317707,0.00314363804664204,0.00661203030941639,0.00311918632174778,0.00458390946217359,0.00955898220776405,0.0089952015983015,0.00475462295777353
"11428-12",100,0.00995033085316809,-0.7,0.6,0.1,0.071426809342103,0.0111595143531038,0.00236554493818622,0.0106755922389719,0.00223159058679013,0.0104215600956289,0.00862447654159776,0.0101724897142302,0.00285815345582889
"11428-13",100,0.00995033085316809,-0.7,0.6,0.1,0.0715570698524809,0.00868671787270417,0.00219794623573669,0.00838619267698851,0.00222751424154172,0.0123695931275145,0.00692203532679306,0.010672064541156,0.00259092274770603
"11428-14",100,0.00995033085316809,-0.7,0.6,0.1,0.0711817089386831,0.0109867972533818,0.00208164965494183,0.0107722000599953,0.00200715605358533,0.0073989117066347,0.00520257790451199,0.0105876266987868,0.00274510912256988
"11428-15",100,0.00995033085316809,-0.7,0.6,0.1,0.0714263017972478,0.0094714782016418,0.00223554393218963,0.00924352894609505,0.00217938400066143,0.0149821654948185,0.00966593797894657,0.0121390039059272,0.0028082604329995
"11428-16",100,0.00995033085316809,-0.7,0.6,0.1,0.0726290991863612,0.0132197529737124,0.00265138846126525,0.0108580104895952,0.0026155035290585,0.0167541289118845,0.00855242686854844,0.0137881385689528,0.00548615344990545
"11428-17",100,0.00995033085316809,-0.7,0.6,0.1,0.0722495063634454,0.0187229128144518,0.00245680131352955,0.0202365737873879,0.0025298117266082,0.00990126567155089,0.00701495704158339,0.0174574554560888,0.00259539174966569
"11428-18",100,0.00995033085316809,-0.7,0.6,0.1,0.0717277877067337,0.00877411714590383,0.00265722587699181,0.007896768861527,0.00253983490483,0.0105986241769299,0.017594712422689,0.00492904291497217,0.00257120893543261
"11428-19",100,0.00995033085316809,-0.7,0.6,0.1,0.0721854460939777,0.00964881337418532,0.00208257262418487,0.00923181574788785,0.00200340754108062,0.00587495938861593,0.00773723047399455,0.00937500991482143,0.00369786439060578
"11428-20",100,0.00995033085316809,-0.7,0.6,0.1,0.0711772576613087,0.0103515130544282,0.00231325100641946,0.0104080037906123,0.00229417623986429,0.0119294289699154,0.00486280405836803,0.0098902522289426,0.00339499171438301
"11428-21",100,0.00995033085316809,-0.7,0.6,0.1,0.0729436846337484,0.00782968090208306,0.00200718189411016,0.00685501583578648,0.0020052324729447,-0.00281643790470915,0.00846606463018813,0.00748139298381927,0.00223378490038167
"11428-22",100,0.00995033085316809,-0.7,0.6,0.1,0.0715192731038988,0.0101835900997771,0.00259241947339595,0.00971034174547207,0.00255867162126333,0.0496545359238261,0.018969995106725,0.0173762744906417,0.00604892572582234
"11428-23",100,0.00995033085316809,-0.7,0.6,0.1,0.0720385719658163,0.00996977085499067,0.00238369979813468,0.00982284793911392,0.00234476811440356,0.0215910468435976,0.0069186278449647,0.0126685331593606,0.00380570818745699
"11428-24",100,0.00995033085316809,-0.7,0.6,0.1,0.0721679690032549,0.00963836298587406,0.00239222889113076,0.0093995518960501,0.00238078243351862,0.0157109012429144,0.0136679110610908,0.00647411110892887,0.00349611145976268
"11428-25",100,0.00995033085316809,-0.7,0.6,0.1,0.0720418687498177,0.0120554839240725,0.00299775611085916,0.0107067244029801,0.00283543007728278,-0.000470950728992905,0.0135470326765708,0.00704410900433344,0.00271717169713322
"11428-26",100,0.00995033085316809,-0.7,0.6,0.1,0.0725771562153911,0.00991913180437673,0.00221145745000895,0.00983023398823756,0.00211079151742159,0.0118232661880588,0.00916895148934884,0.00850341398326596,0.00270893485864821
"11428-27",100,0.00995033085316809,-0.7,0.6,0.1,0.0721673619014979,0.0120557396324966,0.00194717551440832,0.0111220817951741,0.00187098563805211,0.0143824895569343,0.00430851283566011,0.0105373846733688,0.00303800851164753
"11428-28",100,0.00995033085316809,-0.7,0.6,0.1,0.0710851494242871,0.0112583585687652,0.00216221490348332,0.0106902920824642,0.00207268593548559,0.00514707611314758,0.00414968706335046,0.0101289991081075,0.00314349326587784
"11428-29",100,0.00995033085316809,-0.7,0.6,0.1,0.0719743652712572,0.00972871613844184,0.00190742365768978,0.00915825189158912,0.00187839108224614,0.0135611541403342,0.0241314104697919,0.0113500168089339,0.00275194826150346
"11428-30",100,0.00995033085316809,-0.7,0.6,0.1,0.0715316824138986,0.0135374124838831,0.00252342871331515,0.0132057992611092,0.00248585054452947,0.00988872596835283,0.00554654274302913,0.0142671272649455,0.00283183890101376
"11428-31",100,0.00995033085316809,-0.7,0.6,0.1,0.0705369231046479,0.00603324222670665,0.00254332641411923,0.0054887341113885,0.00256183284486426,0.00225190072981554,0.00605768132439714,0.00531284407447972,0.00280376420565013
"11428-32",100,0.00995033085316809,-0.7,0.6,0.1,0.0714544454657565,0.00753381822115007,0.00182377115728027,0.00688241177079522,0.00180283918627563,0.00717161347342148,0.00764965971725833,0.00820749843965932,0.00235945818604141
"11428-33",100,0.00995033085316809,-0.7,0.6,0.1,0.0714452785583597,0.00787796722468771,0.00178301214844628,0.00746206024575085,0.0018104045098414,0.0124341954377435,0.00760173203650453,0.00949607825059445,0.00228771813248883
"11428-34",100,0.00995033085316809,-0.7,0.6,0.1,0.0719838372934844,0.010785803397845,0.0027361035187369,0.0107284337938472,0.00265424341320336,0.0018421111749061,0.0138524095734887,0.0158483157706082,0.00344364460616303
"11428-35",100,0.00995033085316809,-0.7,0.6,0.1,0.0730972161650219,0.00930613998833846,0.00209984988267063,0.0091182415097171,0.00205298922724572,0.00423465429624838,0.0115221723749211,0.00960683646103453,0.00213344604424989
"11428-36",100,0.00995033085316809,-0.7,0.6,0.1,0.0719132007074186,0.00855197529953912,0.00243966494261391,0.00904301234681763,0.00242732007685429,0.0134780700700489,0.00484796444543776,0.00808884267776455,0.00317674364560422
"11428-37",100,0.00995033085316809,-0.7,0.6,0.1,0.0720957315285806,0.0108824876964498,0.00249959687488995,0.0103538679225981,0.00239190335198508,-0.000310498263891597,0.00883441461532514,0.0088094221676152,0.0048718700267773
"11428-38",100,0.00995033085316809,-0.7,0.6,0.1,0.071488436752157,0.00984824588151692,0.00231277180915086,0.00986449089590792,0.00227714116898692,0.0169428553070134,0.0085152458513893,0.00821901156667566,0.00295987106844248
"11428-39",100,0.00995033085316809,-0.7,0.6,0.1,0.0716700034691373,0.0121186699517427,0.00197248329030425,0.0121160933710303,0.00196447067360969,0.00874485565847614,0.00637880262146376,0.0122881893703231,0.0025095619404893
"11428-40",100,0.00995033085316809,-0.7,0.6,0.1,0.0724367059628213,0.00852471843961172,0.00229525112199392,0.00841835677001151,0.00222551528964227,0.011139363172128,0.00483521265071567,0.00916335023314439,0.00253760985096505
"11428-41",100,0.00995033085316809,-0.7,0.6,0.1,0.0714804174483196,0.00804281566813618,0.00196602686379208,0.00835727070294429,0.00196814725317956,0.00811200793154881,0.00445768818824386,0.00720556277824458,0.00203201685367045
