"sim","N","beta1","minW","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11422-1",100,0.00995033085316809,0.15,0.1,0.0717154028574932,0.0127101629221009,0.00280728066436187,0.0178453084946316,0.00389017006739485,0.00159980657726384,0.00959482028747423,0.00187730686691321,0.00799109308155041
"11422-2",100,0.00995033085316809,0.15,0.1,0.071853476593763,0.00921377291719902,0.00187622601940066,0.0121003987723556,0.00258488161300419,0.016303721900872,0.0106295308706942,0.00701004332982955,0.0021650887161613
"11422-3",100,0.00995033085316809,0.15,0.1,0.0718611885630926,0.009174775600533,0.00161421362118505,0.00956078736435081,0.00266440856502279,-0.00967908550951364,0.0124354039717992,0.00985891788864185,0.00502016160874061
"11422-4",100,0.00995033085316809,0.15,0.1,0.0712602239245638,0.00787628283557885,0.00208687564853546,0.0103790194186546,0.00310395430128886,0.0152437860857787,0.00563154104926264,0.0112101287135753,0.0057478870205693
"11422-5",100,0.00995033085316809,0.15,0.1,0.0716569091276144,0.00812847124893227,0.0030418084705257,0.00690759678254135,0.00421791402963859,0.00255733244989666,0.0108905041284049,0.00553461984399108,0.00441266270816084
"11422-6",100,0.00995033085316809,0.15,0.1,0.0718928837817227,0.00459234000069072,0.00229131951759221,0.00328775571730087,0.00404606910532346,0.0114391896195634,0.0082659084669946,0.00930402801715384,0.00359870896563824
"11422-7",100,0.00995033085316809,0.15,0.1,0.071866976946065,0.00888041211628991,0.00223962924586766,0.0106069054888536,0.0037127289340429,0.0328883707505303,0.0260602047495426,0.0108235312963163,0.00907885635793466
"11422-8",100,0.00995033085316809,0.15,0.1,0.071311132630523,0.00670324401221985,0.00286967337429192,0.0158061499566584,0.00489547217741689,-0.00415220633114224,0.0134175834419316,0.00569046679000915,0.00423061807810464
"11422-9",100,0.00995033085316809,0.15,0.1,0.0724246497706171,0.0112045845449166,0.0028666099253423,0.0122669223258873,0.00413941331453947,0.0100327799636924,0.00637833097134828,0.00755371910638526,0.00578234923330158
"11422-10",100,0.00995033085316809,0.15,0.1,0.0723366363322743,0.00870703487018163,0.00197711831081154,0.012070995218281,0.00274710027768873,-0.0175303494320286,0.0148865480403149,0.00448404849858375,0.00933766004970724
"11422-11",100,0.00995033085316809,0.15,0.1,0.0721824101183653,0.00997474890636395,0.00233869610341443,0.014125803295363,0.00333188412939726,0.00906291284793709,0.00821432475667185,0.014571797834706,0.00531625657759832
"11422-12",100,0.00995033085316809,0.15,0.1,0.0715637444881553,0.00972160754990852,0.00244685164308013,0.00976581215358218,0.00416052709708799,0.0098984201056809,0.0103330286105657,0.0134685488151204,0.00548346433613142
"11422-13",100,0.00995033085316809,0.15,0.1,0.0721762365279884,0.0072996068894164,0.00155489035960843,0.00982797598183918,0.00284162745959023,0.00180044616027005,0.00265496623566533,0.00402050719376447,0.0022797978812025
"11422-14",100,0.00995033085316809,0.15,0.1,0.0718300635644626,0.0145507389187636,0.00216591120730209,0.018222765281265,0.00300231240096554,0.0358930266359476,0.0322619656867021,0.0127555518845983,0.00276772336607927
"11422-15",100,0.00995033085316809,0.15,0.1,0.072232557491893,0.0105658944915069,0.00199099264500739,0.0105769978294378,0.00231370508565294,0.014905286490233,0.0066576103036965,0.00527246303078902,0.00186605435380235
"11422-16",100,0.00995033085316809,0.15,0.1,0.0712462642484102,0.010641234746949,0.00253098720059872,0.0214016058725088,0.00512553435946817,0.0134095903770439,0.00645010050027459,0.0067469208396491,0.00552209553623467
